"case"	"alternative"	"choice"	"distance"	"cost"	"intime"	"outtime"	"income"	"urban"
2475	"bus"	0	425	32.2	290	92	70	2
2475	"car"	0	425	80.75	289	0	70	2
2476	"train"	0	425	64.9	263	99	70	2
2476	"air"	1	425	159.95	58	94	70	2
2476	"bus"	0	425	32.2	290	92	70	2
2476	"car"	0	425	80.75	289	0	70	2
2477	"train"	0	425	64.9	263	99	70	2
2477	"air"	1	425	159.95	58	94	70	2
2477	"bus"	0	425	32.2	290	92	70	2
2477	"car"	0	425	80.75	289	0	70	2
2478	"train"	0	425	64.9	263	99	70	2
2478	"air"	1	425	159.95	58	94	70	2
2478	"bus"	0	425	32.2	290	92	70	2
2478	"car"	0	425	80.75	289	0	70	2
2479	"train"	0	425	64.9	263	99	35	2
2479	"air"	1	425	159.95	58	94	35	2
2479	"bus"	0	425	32.2	290	92	35	2
2479	"car"	0	425	80.75	289	0	35	2
2480	"train"	0	425	64.9	263	99	70	2
2480	"air"	1	425	159.95	58	94	70	2
2480	"bus"	0	425	32.2	290	92	70	2
2480	"car"	0	425	80.75	289	0	70	2
2481	"train"	0	425	64.9	263	99	35	2
2481	"air"	1	425	159.95	58	94	35	2
2481	"bus"	0	425	32.2	290	92	35	2
2481	"car"	0	425	80.75	289	0	35	2
2482	"train"	0	425	64.9	263	99	70	2
2482	"air"	1	425	159.95	58	94	70	2
2482	"bus"	0	425	32.2	290	92	70	2
2482	"car"	0	425	80.75	289	0	70	2
2483	"train"	0	425	64.9	263	99	55	2
2483	"air"	1	425	159.95	58	94	55	2
2483	"bus"	0	425	32.2	290	92	55	2
2483	"car"	0	425	80.75	289	0	55	2
2484	"train"	0	425	64.9	263	99	70	2
2484	"air"	1	425	159.95	58	94	70	2
2484	"bus"	0	425	32.2	290	92	70	2
2484	"car"	0	425	80.75	289	0	70	2
2485	"train"	0	425	64.9	263	99	25	2
2485	"air"	1	425	159.95	58	94	25	2
2485	"bus"	0	425	32.2	290	92	25	2
2485	"car"	0	425	80.75	289	0	25	2
2486	"train"	0	425	64.9	263	99	35	2
2486	"air"	1	425	159.95	58	94	35	2
2486	"bus"	0	425	32.2	290	92	35	2
2486	"car"	0	425	80.75	289	0	35	2
2487	"train"	0	425	64.9	263	99	35	2
2487	"air"	1	425	159.95	58	94	35	2
2487	"bus"	0	425	32.2	290	92	35	2
2487	"car"	0	425	80.75	289	0	35	2
2488	"train"	0	425	64.9	263	99	70	2
2488	"air"	1	425	159.95	58	94	70	2
2488	"bus"	0	425	32.2	290	92	70	2
2488	"car"	0	425	80.75	289	0	70	2
2489	"train"	0	425	64.9	263	99	70	2
2489	"air"	1	425	159.95	58	94	70	2
2489	"bus"	0	425	32.2	290	92	70	2
2489	"car"	0	425	80.75	289	0	70	2
2490	"train"	0	425	64.9	263	99	70	2
2490	"air"	1	425	159.95	58	94	70	2
2490	"bus"	0	425	32.2	290	92	70	2
2490	"car"	0	425	80.75	289	0	70	2
2491	"train"	0	425	64.9	263	99	70	2
2491	"air"	1	425	159.95	58	94	70	2
2491	"bus"	0	425	32.2	290	92	70	2
2491	"car"	0	425	80.75	289	0	70	2
2492	"train"	0	425	64.9	263	99	70	2
2492	"air"	1	425	159.95	58	94	70	2
2492	"bus"	0	425	32.2	290	92	70	2
2492	"car"	0	425	80.75	289	0	70	2
2493	"train"	0	425	64.9	263	99	70	2
2493	"air"	1	425	159.95	58	94	70	2
2493	"bus"	0	425	32.2	290	92	70	2
2493	"car"	0	425	80.75	289	0	70	2
2494	"train"	0	425	64.9	263	99	55	2
2494	"air"	1	425	159.95	58	94	55	2
2494	"bus"	0	425	32.2	290	92	55	2
2494	"car"	0	425	80.75	289	0	55	2
2495	"train"	0	425	64.9	263	99	70	2
2495	"air"	1	425	159.95	58	94	70	2
2495	"bus"	0	425	32.2	290	92	70	2
2495	"car"	0	425	80.75	289	0	70	2
2496	"train"	0	425	64.9	263	99	70	2
2496	"air"	1	425	159.95	58	94	70	2
2496	"bus"	0	425	32.2	290	92	70	2
2496	"car"	0	425	80.75	289	0	70	2
2497	"train"	0	425	64.9	263	99	55	2
2497	"air"	1	425	159.95	58	94	55	2
2497	"bus"	0	425	32.2	290	92	55	2
2497	"car"	0	425	80.75	289	0	55	2
2498	"train"	0	425	64.9	263	99	25	2
2498	"air"	1	425	159.95	58	94	25	2
2498	"bus"	0	425	32.2	290	92	25	2
2498	"car"	0	425	80.75	289	0	25	2
2499	"train"	0	425	64.9	263	99	35	2
2499	"air"	1	425	159.95	58	94	35	2
2499	"bus"	0	425	32.2	290	92	35	2
2499	"car"	0	425	80.75	289	0	35	2
2500	"train"	0	425	64.9	263	99	70	2
2500	"air"	0	425	159.95	58	94	70	2
2500	"bus"	0	425	32.2	290	92	70	2
2500	"car"	1	425	80.75	289	0	70	2
2501	"train"	0	425	64.9	263	99	45	2
2501	"air"	0	425	159.95	58	94	45	2
2501	"bus"	0	425	32.2	290	92	45	2
2501	"car"	1	425	80.75	289	0	45	2
2502	"train"	0	425	64.9	263	99	35	2
2502	"air"	0	425	159.95	58	94	35	2
2502	"bus"	0	425	32.2	290	92	35	2
2502	"car"	1	425	80.75	289	0	35	2
2503	"train"	0	425	64.9	263	99	25	2
2503	"air"	0	425	159.95	58	94	25	2
2503	"bus"	0	425	32.2	290	92	25	2
2503	"car"	1	425	80.75	289	0	25	2
2504	"train"	0	425	64.9	263	99	35	2
2504	"air"	0	425	159.95	58	94	35	2
2504	"bus"	0	425	32.2	290	92	35	2
2504	"car"	1	425	80.75	289	0	35	2
2505	"train"	0	425	64.9	263	99	70	2
2505	"air"	0	425	159.95	58	94	70	2
2505	"bus"	0	425	32.2	290	92	70	2
2505	"car"	1	425	80.75	289	0	70	2
2506	"train"	1	435	66.6	263	100	45	2
2506	"air"	0	435	161.35	58	94	45	2
2506	"bus"	0	435	32	290	95	45	2
2506	"car"	0	435	82.65	303	0	45	2
2507	"train"	0	435	66.6	263	100	55	2
2507	"air"	1	435	161.35	58	94	55	2
2507	"bus"	0	435	32	290	95	55	2
2507	"car"	0	435	82.65	303	0	55	2
2508	"train"	0	435	66.6	263	100	32	2
2508	"air"	1	435	161.35	58	94	32	2
2508	"bus"	0	435	32	290	95	32	2
2508	"car"	0	435	82.65	303	0	32	2
2509	"train"	0	430	67.9	263	105	55	1
2509	"air"	1	430	166.35	58	99	55	1
2509	"bus"	0	430	31	290	90	55	1
2509	"car"	0	430	81.7	296	0	55	1
2510	"train"	0	430	67.9	263	105	70	1
2510	"air"	1	430	166.35	58	99	70	1
2510	"bus"	0	430	31	290	90	70	1
2510	"car"	0	430	81.7	296	0	70	1
2511	"train"	0	430	67.9	263	105	70	1
2511	"air"	1	430	166.35	58	99	70	1
2511	"bus"	0	430	31	290	90	70	1
2511	"car"	0	430	81.7	296	0	70	1
2512	"train"	0	430	67.9	263	105	45	1
2512	"air"	1	430	166.35	58	99	45	1
2512	"bus"	0	430	31	290	90	45	1
2512	"car"	0	430	81.7	296	0	45	1
2513	"train"	1	634	68.9	263	135	45	1
2513	"air"	0	634	166.35	58	129	45	1
2513	"bus"	0	634	32	290	120	45	1
2513	"car"	0	634	120.46	464	0	45	1
2514	"train"	0	541	81.7	304	118	70	1
2514	"air"	1	541	193.35	69	119	70	1
2514	"bus"	0	541	33.36	370	110	70	1
2514	"car"	0	541	102.79	358	0	70	1
2515	"train"	0	541	81.7	304	118	25	1
2515	"air"	1	541	193.35	69	119	25	1
2515	"bus"	0	541	33.36	370	110	25	1
2515	"car"	0	541	102.79	358	0	25	1
2516	"train"	0	610	83.7	304	130	70	1
2516	"air"	1	610	193.35	69	124	70	1
2516	"bus"	0	610	33.36	370	120	70	1
2516	"car"	0	610	115.9	408	0	70	1
2517	"train"	0	610	83.7	304	130	55	1
2517	"air"	1	610	193.35	69	124	55	1
2517	"bus"	0	610	33.36	370	120	55	1
2517	"car"	0	610	115.9	408	0	55	1
2518	"train"	0	547	81.15	304	105	70	1
2518	"air"	1	547	185.35	69	106	70	1
2518	"bus"	0	547	33.36	370	95	70	1
2518	"car"	0	547	103.93	352	0	70	1
2519	"train"	0	547	79.7	304	110	35	1
2519	"air"	1	547	185.35	69	106	35	1
2519	"bus"	0	547	33.36	370	100	35	1
2519	"car"	0	547	103.93	352	0	35	1
2520	"train"	0	547	79.7	304	110	55	1
2520	"air"	1	547	185.35	69	106	55	1
2520	"bus"	0	547	33.36	370	100	55	1
2520	"car"	0	547	103.93	352	0	55	1
2545	"train"	0	537	74.25	304	100	70	2
2545	"air"	1	537	183.35	69	99	70	2
2545	"bus"	0	537	33.26	370	93	70	2
2545	"car"	0	537	102.03	339	0	70	2
2546	"train"	0	537	74.25	304	100	35	2
2546	"air"	1	537	183.35	69	99	35	2
2546	"bus"	0	537	33.26	370	93	35	2
2546	"car"	0	537	102.03	339	0	35	2
2547	"train"	0	537	74.25	304	100	35	2
2547	"air"	1	537	183.35	69	99	35	2
2547	"bus"	0	537	33.26	370	93	35	2
2547	"car"	0	537	102.03	339	0	35	2
2548	"train"	0	537	74.25	304	100	25	2
2548	"air"	1	537	183.35	69	99	25	2
2548	"bus"	0	537	33.26	370	93	25	2
2548	"car"	0	537	102.03	339	0	25	2
2549	"train"	0	537	74.25	304	100	70	2
2549	"air"	1	537	183.35	69	99	70	2
2549	"bus"	0	537	33.26	370	93	70	2
2549	"car"	0	537	102.03	339	0	70	2
2550	"train"	0	537	74.25	304	100	70	2
2550	"air"	1	537	183.35	69	99	70	2
2550	"bus"	0	537	33.26	370	93	70	2
2550	"car"	0	537	102.03	339	0	70	2
2551	"train"	0	537	74.25	304	100	45	2
2551	"air"	1	537	183.35	69	99	45	2
2551	"bus"	0	537	33.26	370	93	45	2
2551	"car"	0	537	102.03	339	0	45	2
2552	"train"	0	537	74.25	304	100	70	2
2552	"air"	0	537	183.35	69	99	70	2
2552	"bus"	0	537	33.26	370	93	70	2
2552	"car"	1	537	102.03	339	0	70	2
2553	"train"	0	542	73.7	304	95	70	2
2553	"air"	1	542	184	69	102	70	2
2553	"bus"	0	542	33.46	370	90	70	2
2553	"car"	0	542	102.98	346	0	70	2
2554	"train"	0	542	73.7	304	95	55	2
2554	"air"	1	542	184	69	102	55	2
2554	"bus"	0	542	33.46	370	90	55	2
2554	"car"	0	542	102.98	346	0	55	2
2555	"train"	0	542	73.7	304	95	70	2
2555	"air"	1	542	184	69	102	70	2
2555	"bus"	0	542	33.46	370	90	70	2
2555	"car"	0	542	102.98	346	0	70	2
2556	"train"	1	542	71.7	304	87	15	2
2556	"air"	0	542	189.9	69	99	15	2
2556	"bus"	0	542	33.41	370	88	15	2
2556	"car"	0	542	102.98	346	0	15	2
2557	"train"	1	542	71.7	304	87	45	2
2557	"air"	0	542	189.9	69	99	45	2
2557	"bus"	0	542	33.41	370	88	45	2
2557	"car"	0	542	102.98	346	0	45	2
2558	"train"	1	542	71.7	304	87	55	2
2558	"air"	0	542	189.9	69	99	55	2
2558	"bus"	0	542	33.41	370	88	55	2
2558	"car"	0	542	102.98	346	0	55	2
2559	"train"	1	542	71.7	304	87	70	2
2559	"air"	0	542	189.9	69	99	70	2
2559	"bus"	0	542	33.41	370	88	70	2
2559	"car"	0	542	102.98	346	0	70	2
2560	"train"	0	542	71.7	304	87	70	2
2560	"air"	1	542	189.9	69	99	70	2
2560	"bus"	0	542	33.41	370	88	70	2
2560	"car"	0	542	102.98	346	0	70	2
2561	"train"	0	542	71.7	304	87	55	2
2561	"air"	1	542	189.9	69	99	55	2
2561	"bus"	0	542	33.41	370	88	55	2
2561	"car"	0	542	102.98	346	0	55	2
2562	"train"	0	542	71.7	304	87	70	2
2562	"air"	1	542	189.9	69	99	70	2
2562	"bus"	0	542	33.41	370	88	70	2
2562	"car"	0	542	102.98	346	0	70	2
2563	"train"	0	542	71.7	304	87	70	2
2563	"air"	1	542	189.9	69	99	70	2
2563	"bus"	0	542	33.41	370	88	70	2
2563	"car"	0	542	102.98	346	0	70	2
2564	"train"	0	542	71.7	304	87	70	2
2564	"air"	1	542	189.9	69	99	70	2
2564	"bus"	0	542	33.41	370	88	70	2
2564	"car"	0	542	102.98	346	0	70	2
2565	"train"	0	542	71.7	304	87	70	2
2565	"air"	1	542	189.9	69	99	70	2
2565	"bus"	0	542	33.41	370	88	70	2
2565	"car"	0	542	102.98	346	0	70	2
2566	"train"	0	542	71.7	304	87	70	2
2566	"air"	1	542	189.9	69	99	70	2
2566	"bus"	0	542	33.41	370	88	70	2
2566	"car"	0	542	102.98	346	0	70	2
2567	"train"	0	542	71.7	304	87	70	2
2567	"air"	0	542	189.9	69	99	70	2
2567	"bus"	0	542	33.41	370	88	70	2
2567	"car"	1	542	102.98	346	0	70	2
2568	"train"	0	542	71.7	304	87	70	2
2568	"air"	0	542	189.9	69	99	70	2
2568	"bus"	0	542	33.41	370	88	70	2
2568	"car"	1	542	102.98	346	0	70	2
2569	"train"	0	542	73.2	304	102	70	2
2569	"air"	1	542	191.35	69	104	70	2
2569	"bus"	0	542	33.86	370	100	70	2
2569	"car"	0	542	102.98	346	0	70	2
2570	"train"	0	542	73.2	304	102	55	2
2570	"air"	1	542	191.35	69	104	55	2
2570	"bus"	0	542	33.86	370	100	55	2
2570	"car"	0	542	102.98	346	0	55	2
2571	"train"	0	542	73.2	304	102	70	2
2571	"air"	1	542	191.35	69	104	70	2
2571	"bus"	0	542	33.86	370	100	70	2
2571	"car"	0	542	102.98	346	0	70	2
2572	"train"	0	542	73.2	304	102	55	2
2572	"air"	1	542	191.35	69	104	55	2
2572	"bus"	0	542	33.86	370	100	55	2
2572	"car"	0	542	102.98	346	0	55	2
2573	"train"	0	547	74.7	304	105	70	2
2573	"air"	1	547	192.95	69	114	70	2
2573	"bus"	0	547	34.86	370	105	70	2
2573	"car"	0	547	103.93	352	0	70	2
2574	"train"	0	547	74.7	304	105	70	2
2574	"air"	1	547	192.95	69	114	70	2
2574	"bus"	0	547	34.86	370	105	70	2
2574	"car"	0	547	103.93	352	0	70	2
2577	"train"	0	580	75.55	304	110	70	1
2577	"air"	1	580	189.65	69	104	70	1
2577	"bus"	0	580	33.36	370	100	70	1
2577	"car"	0	580	110.2	372	0	70	1
2578	"train"	0	556	73.7	304	105	35	1
2578	"air"	1	556	189.35	69	108	35	1
2578	"bus"	0	556	35.36	370	105	35	1
2578	"car"	0	556	105.64	352	0	35	1
2579	"train"	0	556	73.7	304	105	70	1
2579	"air"	1	556	189.35	69	108	70	1
2579	"bus"	0	556	35.36	370	105	70	1
2579	"car"	0	556	105.64	352	0	70	1
2580	"train"	0	556	73.7	304	105	70	1
2580	"air"	1	556	189.35	69	108	70	1
2580	"bus"	0	556	35.36	370	105	70	1
2580	"car"	0	556	105.64	352	0	70	1
2581	"train"	0	549	75.2	304	105	70	1
2581	"air"	1	549	189.7	69	112	70	1
2581	"bus"	0	549	32.86	370	90	70	1
2581	"car"	0	549	104.31	347	0	70	1
2582	"train"	0	549	75.2	304	105	70	1
2582	"air"	1	549	189.7	69	112	70	1
2582	"bus"	0	549	32.86	370	90	70	1
2582	"car"	0	549	104.31	347	0	70	1
2583	"train"	0	549	75.2	304	105	70	1
2583	"air"	1	549	189.7	69	112	70	1
2583	"bus"	0	549	32.86	370	90	70	1
2583	"car"	0	549	104.31	347	0	70	1
2584	"train"	0	549	75.2	304	105	70	1
2584	"air"	1	549	189.7	69	112	70	1
2584	"bus"	0	549	32.86	370	90	70	1
2584	"car"	0	549	104.31	347	0	70	1
2585	"train"	0	549	75.2	304	105	70	1
2585	"air"	1	549	189.7	69	112	70	1
2585	"bus"	0	549	32.86	370	90	70	1
2585	"car"	0	549	104.31	347	0	70	1
2586	"train"	0	549	75.2	304	105	45	1
2586	"air"	1	549	189.7	69	112	45	1
2586	"bus"	0	549	32.86	370	90	45	1
2586	"car"	0	549	104.31	347	0	45	1
2587	"train"	0	549	75.2	304	105	45	1
2587	"air"	1	549	189.7	69	112	45	1
2587	"bus"	0	549	32.86	370	90	45	1
2587	"car"	0	549	104.31	347	0	45	1
2588	"train"	0	549	75.2	304	105	35	1
2588	"air"	1	549	189.7	69	112	35	1
2588	"bus"	0	549	32.86	370	90	35	1
2588	"car"	0	549	104.31	347	0	35	1
2589	"train"	0	549	75.2	304	105	35	1
2589	"air"	1	549	189.7	69	112	35	1
2589	"bus"	0	549	32.86	370	90	35	1
2589	"car"	0	549	104.31	347	0	35	1
2590	"train"	0	580	81.7	304	125	70	1
2590	"air"	1	580	193.35	69	129	70	1
2590	"bus"	0	580	33.36	370	115	70	1
2590	"car"	0	580	110.2	396	0	70	1
2591	"train"	0	615	79.7	304	145	35	1
2591	"air"	1	615	193.35	69	149	35	1
2591	"bus"	0	615	34.36	370	130	35	1
2591	"car"	0	615	116.85	386	0	35	1
2592	"train"	1	755	101.85	507	85	55	1
2592	"air"	0	755	210.75	84	87	55	1
2592	"bus"	0	755	53.57	629	86	55	1
2592	"car"	0	755	143.45	472	0	55	1
2593	"train"	0	755	101.85	507	85	70	1
2593	"air"	1	755	210.75	84	87	70	1
2593	"bus"	0	755	53.57	629	86	70	1
2593	"car"	0	755	143.45	472	0	70	1
2594	"train"	0	755	101.85	507	85	70	1
2594	"air"	1	755	210.75	84	87	70	1
2594	"bus"	0	755	53.57	629	86	70	1
2594	"car"	0	755	143.45	472	0	70	1
2595	"train"	0	758	102.4	534	93	70	1
2595	"air"	1	758	211.75	84	95	70	1
2595	"bus"	0	758	53.07	629	86	70	1
2595	"car"	0	758	144.02	476	0	70	1
2597	"train"	0	609	76.7	304	135	70	1
2597	"air"	1	609	189.95	69	134	70	1
2597	"bus"	0	609	34.36	370	125	70	1
2597	"car"	0	609	115.71	390	0	70	1
2598	"train"	0	609	76.7	304	135	70	1
2598	"air"	1	609	189.95	69	134	70	1
2598	"bus"	0	609	34.36	370	125	70	1
2598	"car"	0	609	115.71	390	0	70	1
2599	"train"	0	965	108.1	534	145	45	1
2599	"air"	1	965	219.75	84	99	45	1
2599	"bus"	0	965	56.32	629	135	45	1
2599	"car"	0	965	183.35	647	0	45	1
2600	"train"	0	965	108.1	534	145	35	1
2600	"air"	1	965	219.75	84	99	35	1
2600	"bus"	0	965	56.32	629	135	35	1
2600	"car"	0	965	183.35	647	0	35	1
2608	"train"	0	214	42.2	109	100	25	1
2608	"air"	0	214	154.55	60	120	25	1
2608	"bus"	0	214	18.31	119	98	25	1
2608	"car"	1	214	40.66	152	0	25	1
2610	"train"	0	171	37.6	96	90	35	1
2610	"air"	0	171	154.55	60	130	35	1
2610	"bus"	0	171	18.91	119	85	35	1
2610	"car"	1	171	32.49	120	0	35	1
2611	"train"	0	186	40	109	90	25	1
2611	"air"	0	186	154.55	60	120	25	1
2611	"bus"	0	186	18.51	119	93	25	1
2611	"car"	1	186	35.34	129	0	25	1
2612	"train"	0	186	40	109	90	70	1
2612	"air"	0	186	154.55	60	120	70	1
2612	"bus"	0	186	18.51	119	93	70	1
2612	"car"	1	186	35.34	129	0	70	1
2613	"train"	0	265	45.2	109	100	35	1
2613	"air"	0	265	154.55	60	120	35	1
2613	"bus"	0	265	25.71	183	113	35	1
2613	"car"	1	265	50.35	195	0	35	1
2614	"train"	1	249	46.9	148	90	35	1
2614	"air"	0	249	151.7	60	88	35	1
2614	"bus"	0	249	23.71	183	88	35	1
2614	"car"	0	249	47.31	166	0	35	1
2615	"train"	1	249	46.9	148	90	55	1
2615	"air"	0	249	151.7	60	88	55	1
2615	"bus"	0	249	23.71	183	88	55	1
2615	"car"	0	249	47.31	166	0	55	1
2616	"train"	0	249	46.9	148	90	70	1
2616	"air"	0	249	151.7	60	88	70	1
2616	"bus"	0	249	23.71	183	88	70	1
2616	"car"	1	249	47.31	166	0	70	1
2617	"train"	0	249	46.9	148	90	70	1
2617	"air"	0	249	151.7	60	88	70	1
2617	"bus"	0	249	23.71	183	88	70	1
2617	"car"	1	249	47.31	166	0	70	1
2618	"train"	0	249	46.9	148	90	70	1
2618	"air"	0	249	151.7	60	88	70	1
2618	"bus"	0	249	23.71	183	88	70	1
2618	"car"	1	249	47.31	166	0	70	1
2619	"train"	0	280	49.4	148	103	35	1
2619	"air"	0	280	154.55	60	110	35	1
2619	"bus"	0	280	25.71	183	103	35	1
2619	"car"	1	280	53.2	199	0	35	1
2620	"train"	0	280	49.4	148	103	45	1
2620	"air"	0	280	154.55	60	110	45	1
2620	"bus"	0	280	25.71	183	103	45	1
2620	"car"	1	280	53.2	199	0	45	1
2621	"train"	0	348	54.4	148	120	70	1
2621	"air"	0	348	169.75	58	125	70	1
2621	"bus"	0	348	28.39	304	106	70	1
2621	"car"	1	348	66.12	230	0	70	1
2622	"train"	0	348	54.4	148	120	55	1
2622	"air"	0	348	169.75	58	125	55	1
2622	"bus"	0	348	28.39	304	106	55	1
2622	"car"	1	348	66.12	230	0	55	1
2623	"train"	0	424	53.8	238	85	55	1
2623	"air"	0	424	173.15	58	150	55	1
2623	"bus"	0	424	29.39	304	128	55	1
2623	"car"	1	424	80.56	272	0	55	1
2624	"train"	0	482	57.8	238	110	5	1
2624	"air"	0	482	173.15	58	150	5	1
2624	"bus"	0	482	29.39	304	128	5	1
2624	"car"	1	482	91.58	314	0	5	1
2625	"train"	1	428	64.4	263	99	45	2
2625	"air"	0	428	161.75	58	100	45	2
2625	"bus"	0	428	32.35	290	95	45	2
2625	"car"	0	428	81.32	293	0	45	2
2626	"train"	1	428	64.4	263	99	55	2
2626	"air"	0	428	161.75	58	100	55	2
2626	"bus"	0	428	32.35	290	95	55	2
2626	"car"	0	428	81.32	293	0	55	2
2627	"train"	1	428	64.4	263	99	70	2
2627	"air"	0	428	161.75	58	100	70	2
2627	"bus"	0	428	32.35	290	95	70	2
2627	"car"	0	428	81.32	293	0	70	2
2628	"train"	0	428	64.4	263	99	70	2
2628	"air"	1	428	161.75	58	100	70	2
2628	"bus"	0	428	32.35	290	95	70	2
2628	"car"	0	428	81.32	293	0	70	2
2629	"train"	0	428	64.4	263	99	70	2
2629	"air"	1	428	161.75	58	100	70	2
2629	"bus"	0	428	32.35	290	95	70	2
2629	"car"	0	428	81.32	293	0	70	2
2630	"train"	0	428	64.4	263	99	70	2
2630	"air"	1	428	161.75	58	100	70	2
2630	"bus"	0	428	32.35	290	95	70	2
2630	"car"	0	428	81.32	293	0	70	2
2631	"train"	0	428	64.4	263	99	35	2
2631	"air"	1	428	161.75	58	100	35	2
2631	"bus"	0	428	32.35	290	95	35	2
2631	"car"	0	428	81.32	293	0	35	2
2632	"train"	0	428	64.4	263	99	55	2
2632	"air"	1	428	161.75	58	100	55	2
2632	"bus"	0	428	32.35	290	95	55	2
2632	"car"	0	428	81.32	293	0	55	2
2633	"train"	0	428	64.4	263	99	25	2
2633	"air"	1	428	161.75	58	100	25	2
2633	"bus"	0	428	32.35	290	95	25	2
2633	"car"	0	428	81.32	293	0	25	2
2634	"train"	0	428	64.4	263	99	70	2
2634	"air"	1	428	161.75	58	100	70	2
2634	"bus"	0	428	32.35	290	95	70	2
2634	"car"	0	428	81.32	293	0	70	2
2635	"train"	0	428	64.4	263	99	55	2
2635	"air"	1	428	161.75	58	100	55	2
2635	"bus"	0	428	32.35	290	95	55	2
2635	"car"	0	428	81.32	293	0	55	2
2636	"train"	0	428	64.4	263	99	55	2
2636	"air"	1	428	161.75	58	100	55	2
2636	"bus"	0	428	32.35	290	95	55	2
2636	"car"	0	428	81.32	293	0	55	2
2637	"train"	0	428	64.4	263	99	34	2
2637	"air"	1	428	161.75	58	100	34	2
2637	"bus"	0	428	32.35	290	95	34	2
2637	"car"	0	428	81.32	293	0	34	2
2638	"train"	0	428	64.4	263	99	70	2
2638	"air"	1	428	161.75	58	100	70	2
2638	"bus"	0	428	32.35	290	95	70	2
2638	"car"	0	428	81.32	293	0	70	2
2639	"train"	0	428	64.4	263	99	45	2
2639	"air"	1	428	161.75	58	100	45	2
2639	"bus"	0	428	32.35	290	95	45	2
2639	"car"	0	428	81.32	293	0	45	2
2640	"train"	0	428	64.4	263	99	45	2
2640	"air"	1	428	161.75	58	100	45	2
2640	"bus"	0	428	32.35	290	95	45	2
2640	"car"	0	428	81.32	293	0	45	2
2641	"train"	0	428	64.4	263	99	34	2
2641	"air"	1	428	161.75	58	100	34	2
2641	"bus"	0	428	32.35	290	95	34	2
2641	"car"	0	428	81.32	293	0	34	2
2642	"train"	0	428	64.4	263	99	70	2
2642	"air"	1	428	161.75	58	100	70	2
2642	"bus"	0	428	32.35	290	95	70	2
2642	"car"	0	428	81.32	293	0	70	2
2643	"train"	0	428	64.4	263	99	70	2
2643	"air"	1	428	161.75	58	100	70	2
2643	"bus"	0	428	32.35	290	95	70	2
2643	"car"	0	428	81.32	293	0	70	2
2644	"train"	0	428	64.4	263	99	70	2
2644	"air"	1	428	161.75	58	100	70	2
2644	"bus"	0	428	32.35	290	95	70	2
2644	"car"	0	428	81.32	293	0	70	2
2645	"train"	0	428	64.4	263	99	70	2
2645	"air"	1	428	161.75	58	100	70	2
2645	"bus"	0	428	32.35	290	95	70	2
2645	"car"	0	428	81.32	293	0	70	2
2646	"train"	0	428	64.4	263	99	45	2
2646	"air"	1	428	161.75	58	100	45	2
2646	"bus"	0	428	32.35	290	95	45	2
2646	"car"	0	428	81.32	293	0	45	2
2647	"train"	0	428	64.4	263	99	70	2
2647	"air"	1	428	161.75	58	100	70	2
2647	"bus"	0	428	32.35	290	95	70	2
2647	"car"	0	428	81.32	293	0	70	2
2648	"train"	0	428	64.4	263	99	70	2
2648	"air"	1	428	161.75	58	100	70	2
2648	"bus"	0	428	32.35	290	95	70	2
2648	"car"	0	428	81.32	293	0	70	2
2649	"train"	0	428	64.4	263	99	35	2
2649	"air"	1	428	161.75	58	100	35	2
2649	"bus"	0	428	32.35	290	95	35	2
2649	"car"	0	428	81.32	293	0	35	2
2650	"train"	0	428	64.4	263	99	70	2
2650	"air"	1	428	161.75	58	100	70	2
2650	"bus"	0	428	32.35	290	95	70	2
2650	"car"	0	428	81.32	293	0	70	2
2651	"train"	0	428	64.4	263	99	70	2
2651	"air"	1	428	161.75	58	100	70	2
2651	"bus"	0	428	32.35	290	95	70	2
2651	"car"	0	428	81.32	293	0	70	2
2652	"train"	0	428	64.4	263	99	34	2
2652	"air"	1	428	161.75	58	100	34	2
2652	"bus"	0	428	32.35	290	95	34	2
2652	"car"	0	428	81.32	293	0	34	2
2653	"train"	0	428	64.4	263	99	30	2
2653	"air"	1	428	161.75	58	100	30	2
2653	"bus"	0	428	32.35	290	95	30	2
2653	"car"	0	428	81.32	293	0	30	2
2654	"train"	0	428	64.4	263	99	55	2
2654	"air"	1	428	161.75	58	100	55	2
2654	"bus"	0	428	32.35	290	95	55	2
2654	"car"	0	428	81.32	293	0	55	2
2655	"train"	0	428	64.4	263	99	70	2
2655	"air"	1	428	161.75	58	100	70	2
2655	"bus"	0	428	32.35	290	95	70	2
2655	"car"	0	428	81.32	293	0	70	2
2656	"train"	0	428	64.4	263	99	55	2
2656	"air"	1	428	161.75	58	100	55	2
2656	"bus"	0	428	32.35	290	95	55	2
2656	"car"	0	428	81.32	293	0	55	2
2657	"train"	0	428	64.4	263	99	70	2
2657	"air"	1	428	161.75	58	100	70	2
2657	"bus"	0	428	32.35	290	95	70	2
2657	"car"	0	428	81.32	293	0	70	2
2658	"train"	0	428	64.4	263	99	45	2
2658	"air"	1	428	161.75	58	100	45	2
2658	"bus"	0	428	32.35	290	95	45	2
2658	"car"	0	428	81.32	293	0	45	2
2659	"train"	0	428	64.4	263	99	70	2
2659	"air"	1	428	161.75	58	100	70	2
2659	"bus"	0	428	32.35	290	95	70	2
2659	"car"	0	428	81.32	293	0	70	2
2660	"train"	0	428	64.4	263	99	70	2
2660	"air"	1	428	161.75	58	100	70	2
2660	"bus"	0	428	32.35	290	95	70	2
