schlcode	enrollment	enrollment_boys	enrollment_girls	c_num4rd	c_type	flgrm4	mrkgrm4	ngrm4	flmth4	mrkmth4	nmth4	towncode	popcode	grade	classid	classize	mathsize	avgmath	passmath	verbsize	avgverb	passverb	disadvantaged	c_num5rd	flgrm5	mrkgrm5	ngrm5	flmth5	mrkmth5	nmth5
51352	113	53	60	4	3	1	80	93	14.89	80	94	64006	11	4	3	34	32	79.529999	18.799999	32	79.029999	0	3							
51352	113	53	60	4	3	1	80	93	14.89	80	94	64006	11	4	2	34	32	77.160622	18.658125	32	78.940002	2.90625	3							
51353	50	23	27	2	2	17	73	48	36.73	70	49	66001	11	4	1	26	25	68.959999	36	24	75.080002	12.5	9							
51353	50	23	27	2	2	17	73	48	36.73	70	49	66001	11	4	2	24	24	71.540001	37.5	24	71.419998	20.799999	9							
51354	111	50	61	3	3	24	68	106	33.02	65	106	62000	11	4	1	37	33	65.519997	30.299999	33	69.18	21.200001	6							
51354	111	50	61	3	3	24	68	106	33.02	65	106	62000	11	4	2	39	38	63.84	39.5	38	71.209999	18.4	6							
51354	111	50	61	3	3	24	68	106	33.02	65	106	62000	11	4	3	35	35	66.910004	28.6	35	64.599998	31.4	6							
51356	21	12	9	1	1	0	79	19	42.110001	64	19	26500	12	4	1	21	21	61.240002	47.599998	21	76.379997	4.8000002	23							
51360	92	42	50	3	3	14	70	84	37.209999	68	86	66001	11	4	1	25	25	66.480003	44	25	67.720001	16	3							
51360	92	42	50	3	3	14	70	84	37.209999	68	86	66001	11	4	2	33	33	70.18	24.200001	31	73.349998	16.1	3							
51360	92	42	50	3	3	14	70	84	37.209999	68	86	66001	11	4	3	31	31	62.900002	51.599998	31	66.190002	16.1	3							
51361	86	49	37	3	3	11	77	83	21.690001	75	83	66001	11	4	1	29	28	70.290001	35.700001	28	76.75	14.3	5							
51361	86	49	37	3	3	11	77	83	21.690001	75	83	66001	11	4	2	31	29	74.660004	17.200001	29	74.410004	10.3	5							
51361	86	49	37	3	3	11	77	83	21.690001	75	83	66001	11	4	3	26	26	81.080002	11.5	26	81.150002	7.6999998	5							
51364	54	29	25	2	2	4	82	52	7.5500002	81	53	64006	11	4	2	26	25	83.639999	0	24	81.879997	0	9							
51364	54	29	25	2	2	4	82	52	7.5500002	81	53	64006	11	4	1	28	28	78.64286	14.291072	28	82.102859	7.4285712	9							
51365	73	33	40	2	2	0	89	73	1.37	87	73	50005	11	4	1	38	38	86.029999	0	38	89.449997	0	0							
51365	73	33	40	2	2	0	89	73	1.37	87	73	50005	11	4	2	35	35	88.089996	2.9000001	35	88.800003	0	0							
51367	18	18	0	1	1	0	67	19	89.470001	59	19	62000	12	4	1	19	19	59.32	89.5	19	66.68	0	24							
51368	66	42	24	2	2	2	90	60	0	83	60	50005	11	4	1	34	32	78.5	0	32	90.559998	0	1							
51368	66	42	24	2	2	2	90	60	0	83	60	50005	11	4	2	32	28	87.110001	0	28	90.25	3.5999999	1							
51369	56	27	29	2	2	19	66	43	51.16	57	43	62000	11	4	2	28	29	49.07	62.099998	29	52.52	27.6	10							
51369	56	27	29	2	2	19	66	43	51.16	57	43	62000	11	4	1	28	14	73.42643	28.498571	14	93.922859	1.1857142	10							
51371	115	52	63	3	3	11	73	107	25.23	71	107	66001	11	4	1	40	39	73.900002	17.9	39	73.309998	5.0999999	4							
51371	115	52	63	3	3	11	73	107	25.23	71	107	66001	11	4	2	38	34	71.82	17.6	34	74.059998	11.8	4							
51371	115	52	63	3	3	11	73	107	25.23	71	107	66001	11	4	3	37	34	66.853531	41.267941	34	71.584412	16.967648	4							
51372	116	64	52	3	3	17	67	108	62.73	62	110	66001	11	4	1	40	38	60.529999	57.900002	37	69.68	16.200001	9							
51372	116	64	52	3	3	17	67	108	62.73	62	110	66001	11	4	2	40	37	63.84	70.300003	36	67.970001	11.1	9							
51372	116	64	52	3	3	17	67	108	62.73	62	110	66001	11	4	3	36	35	61.650856	59.971428	35	63.169144	23.914286	9							
51375	55	26	29	2	2	14	63	51	25.49	71	51	24000	11	4	1	28	25	69.639999	28	25	59.759998	16	16							
51375	55	26	29	2	2	14	63	51	25.49	71	51	24000	11	4	2	27	26	71.419998	23.1	26	65.230003	11.5	16							
51412	30	18	12	1	1	17	74	29	35.709999	66	28	66001	11	4	1	30	28	66	35.709999	29	74	17	3							
61001	57	34	23	2	2	11	72	54	28.57	71	56	4002	12	4	1	29	28	70.209999	32.099998	26	75.730003	15.4	45							
61001	57	34	23	2	2	11	72	54	28.57	71	56	4002	12	4	2	28	28	71.790001	25.040001	28	68.53643	6.9142857	45							
61003	74	40	34	3	2	18	73	61	32.790001	66	61	26005	11	4	1	31	28	67.860001	35.700001	28	78.57	7.0999999	10							
61003	74	40	34	3	2	18	73	61	32.790001	66	61	26005	11	4	2	33	33	65.209999	30.299999	33	68.940002	27.299999	10							
61004	34	18	16	1	1	11	73	28	35.709999	75	28	26005	12	4	1	34	28	75	35.709999	28	73	11	14							
61005	56	33	23	2	2	16	74	55	43.639999	65	55	7724	11	4	1	28	27	63.849998	33.299999	27	72.260002	18.5	26							
61005	56	33	23	2	2	16	74	55	43.639999	65	55	7724	11	4	2	28	28	66.459999	53.599998	28	74.75	14.3	26							
61006	31	12	19	1	1	17	65	29	13.79	67	29	315	11	4	1	31	29	66.410004	13.8	29	65.169998	17.200001	33							
61007	52	29	23	2	1	8	74	36	24.32	68	37	315	11	4	1	40	37	68	24.32	36	74	8	32							
61008	43	27	16	2	1	9	69	33	24.24	60	33	315	12	4	1	33	33	60.060001	24.200001	33	68.730003	9.1000004	50							
61009	80	37	43	2	2	6	75	67	37.310001	74	67	703	11	4	1	40	34	68.32	50	34	71.790001	8.8000002	15							
61009	80	37	43	2	2	6	75	67	37.310001	74	67	703	11	4	2	40	33	80.239998	24.200001	33	78.849998	3	15							
61012	77	30	47	2	2	8	75	73	36	76	75	71001	11	4	1	38	38	73.529999	44.700001	37	73.050003	8.1000004	7							
61012	77	30	47	2	2	8	75	73	36	76	75	71001	11	4	2	39	37	78.160004	27	36	77.330002	8.3000002	7							
61013	47	24	23	2	2	17	64	48	30	67	50	71001	11	4	1	23	25	68.400002	32	25	66.239998	20	32							
61013	47	24	23	2	2	17	64	48	30	67	50	71001	11	4	2	24	25	66.400002	28	23	61.830002	13	32							
61016	65	35	30	2	2	23	61	52	61.540001	56	52	71001	11	4	1	34	27	58.52	59.299999	27	63.439999	25.9	28							
61016	65	35	30	2	2	23	61	52	61.540001	56	52	71001	11	4	2	35	25	52.599998	64	25	58.84	20	28							
61018	57	28	29	2	2	4	79	53	40	71	55	71001	12	4	1	27	26	67.419998	38.5	26	77	3.8	14							
61018	57	28	29	2	2	4	79	53	40	71	55	71001	12	4	2	30	29	74.209656	41.344826	27	80.925926	4.1925926	14							
61019	27	17	10	1	1	32	56	25	40	61	25	71001	12	4	1	25	25	60.560001	40	25	55.799999	32	44							
61020	86	49	37	3	2	15	64	72	34.25	66	73	71001	12	4	1	36	37	68.110001	24.299999	37	63.950001	13.5	48							
61020	86	49	37	3	2	15	64	72	34.25	66	73	71001	12	4	2	39	36	64.279999	44.400002	35	63.200001	17.1	48							
61021	93	46	47	3	3	13	73	91	31.52	68	92	1552	11	4	1	32	31	66.099998	32.299999	31	73.68	12.9	4							
61021	93	46	47	3	3	13	73	91	31.52	68	92	1552	11	4	2	31	31	67.940002	29	31	74.870003	9.6999998	4							
61021	93	46	47	3	3	13	73	91	31.52	68	92	1552	11	4	3	30	30	69.029999	33.299999	29	70.379997	17.200001	4							
61022	19	10	9	1	1	5	79	19	10.53	77	19	3996	11	4	1	19	19	77.260002	10.5	19	78.790001	5.3000002	1							
61023	98	51	47	3	3	25	66	93	41.240002	63	97	90001	11	4	1	34	34	61.740002	52.900002	31	57.939999	41.900002	23							
61023	98	51	47	3	3	25	66	93	41.240002	63	97	90001	11	4	2	36	36	61.580002	38.900002	35	68.459999	20	23							
61023	98	51	47	3	3	25	66	93	41.240002	63	97	90001	11	4	3	30	27	66.959999	29.6	27	72.110001	11.1	23							
61025	66	38	28	2	2	38	55	65	47.759998	59	67	90001	11	4	1	36	34	65.290001	38.200001	34	62.240002	17.6	23							
61025	66	38	28	2	2	38	55	65	47.759998	59	67	90001	11	4	2	34	33	53.150002	57.599998	31	45.939999	61.299999	23							
61026	60	31	29	3	2	20	64	46	55.099998	63	49	90001	11	4	1	25	24	53.169998	66.699997	22	61.27	31.799999	31							
61026	60	31	29	3	2	20	64	46	55.099998	63	49	90001	11	4	2	25	25	72.839996	44	24	66.330002	8.3000002	31							
61027	92	50	42	4	3	46	53	72	55.560001	54	90	90001	11	4	1	29	29	52.07	51.700001	22	57.860001	40.900002	31							
61027	92	50	42	4	3	46	53	72	55.560001	54	90	90001	11	4	3	29	30	59.07	46.700001	27	55.330002	40.700001	31							
61027	92	50	42	4	3	46	53	72	55.560001	54	90	90001	11	4	2	30	31	50.899033	67.745163	23	45.616085	57.099998	31							
61029	95	55	40	4	3	22	68	79	37.970001	64	79	90001	11	4	1	36	35	65.43	40	35	71.769997	17.1	14							
61029	95	55	40	4	3	22	68	79	37.970001	64	79	90001	11	4	2	25	21	66.330002	33.299999	21	66.379997	19	14							
61029	95	55	40	4	3	22	68	79	37.970001	64	79	90001	11	4	3	26	23	58.869999	39.099998	23	63.52	30.4	14							
61030	65	36	29	2	2	8	68	63	34.849998	68	66	90001	11	4	2	34	33	70.089996	33.299999	30	66.43	6.6999998	15							
61030	65	36	29	2	2	8	68	63	34.849998	68	66	90001	11	4	1	32	33	65.910004	36.400002	33	69.427269	9.181818	15							
61031	35	20	15	1	1	12	73	33	6.0599999	75	33	90001	11	4	1	34	33	75.300003	6.0999999	33	73.150002	12.1	28							
61032	101	44	57	3	3	19	68	98	50	62	100	90001	11	4	1	34	31	64.550003	41.900002	30	70.129997	20	17							
61032	101	44	57	3	3	19	68	98	50	62	100	90001	11	4	3	35	34	55.560001	58.799999	34	65.650002	23.5	17							
61032	101	44	57	3	3	19	68	98	50	62	100	90001	11	4	2	33	35	65.997429	48.625713	34	68.470589	13.617647	17							
61033	97	42	55	3	3	28	63	94	44.790001	61	96	90001	11	4	1	34	33	61.389999	48.5	33	68.730003	9.1000004	10							
61033	97	42	55	3	3	28	63	94	44.790001	61	96	90001	11	4	2	34	33	65.940002	24.200001	33	62.299999	33.299999	10							
61033	97	42	55	3	3	28	63	94	44.790001	61	96	90001	11	4	3	31	30	55.137001	63.358002	28	57.071785	44.028572	10							
61035	35	23	12	1	1	45	52	33	59.380001	44	32	90001	12	4	1	35	32	44.189999	59.400002	33	52.27	45.5	38							
61037	69	36	33	2	2	6	77	62	28.57	70	63	90001	12	4	1	35	36	69.110001	27.799999	36	75.610001	8.3000002	20							
61037	69	36	33	2	2	6	77	62	28.57	70	63	90001	12	4	2	34	27	71.186668	29.596666	26	78.924614	2.8153846	20							
61038	56	29	27	2	2	16	69	49	41.669998	63	48	90001	12	4	1	28	24	56.130001	54.200001	25	62.52	16	40							
61038	56	29	27	2	2	16	69	49	41.669998	63	48	90001	12	4	2	28	24	70.169998	29.200001	24	76.790001	16.700001	40							
61040	28	20	8	1	1	15	69	27	66.669998	64	27	90001	12	4	1	28	27	64	66.669998	27	69	15	53							
61042	30	10	20	1	1	13	72	30	43.330002	59	30	7237	12	4	1	30	30	58.93	43.299999	30	71.5	13.3	45							
61043	15	9	6	1	1	13	71	15	40	79	15	5983	11	4	1	15	15	79.07	40	15	70.529999	13.3	13							
61047	17	11	6	1	1	0	81	14	14.29	76	14	7468	12	4	1	17	14	76.43	14.3	14	80.860001	0	36							
61049	84	43	41	3	2	9	75	74	37.84	64	74	4242	11	4	2	43	35	66.970001	28.6	35	76.510002	5.6999998	2							
61049	84	43	41	3	2	9	75	74	37.84	64	74	4242	11	4	1	41	39	61.334614	46.132309	39	73.644875	11.961538	2							
61055	63	38	25	3	2	11	78	56	22.809999	72	57	6924	12	4	1	26	29	71.410004	24.1	28	76.68	10.7	9							
61055	63	38	25	3	2	11	78	56	22.809999	72	57	6924	12	4	2	24	28	72.5	21.4	28	79.610001	10.7	9							
61058	33	10	23	1	1	36	58	25	60	58	25	22004	11	4	1	33	25	58.400002	60	25	57.959999	36	32							
61063	22	12	10	1	1	6	80	16	37.5	69	16	4069	11	4	1	22	16	69.5	37.5	16	79.879997	6.3000002	0							
61064	22	8	14	1	1	0	86	22	18.18	74	22	3970	11	4	1	22	22	74	18.18	22	86	0	1							
61070	108	52	56	5	3	24	61	67	44.779999	57	67	8318	11	4	1	27	23	45.959999	60.900002	22	53.549999	40.900002	35							
61070	108	52	56	5	3	24	61	67	44.779999	57	67	8318	11	4	2	29	20	65.199997	30	21	65.709999	14.3	35							
61070	108	52	56	5	3	24	61	67	44.779999	57	67	8318	11	4	3	13	24	59.959999	41.700001	24	64.169998	16.700001	35							
61073	77	37	40	3	2	2	83	50	7.8400002	81	51	10801	11	4	1	34	27	81.519997	3.7	27	82.190002	3.7	30							
61073	77	37	40	3	2	2	83	50	7.8400002	81	51	10801	11	4	2	29	24	80.879997	12.5	23	84.389999	0	30							
61074	101	48	53	3	3	23	70	93	25.809999	69	93	8292	11	4	2	34	30	69.370003	20	30	70.900002	26.700001	5							
61074	101	48	53	3	3	23	70	93	25.809999	69	93	8292	11	4	3	34	31	73.650002	12.9	31	73.839996	16.1	5							
61074	101	48	53	3	3	23	70	93	25.809999	69	93	8292	11	4	1	33	32	64.148438	43.763439	32	65.436249	26.215626	5							
61077	19	8	11	1	1	42	62	19	63.16	53	19	10827	12	4	1	20	19	53.110001	63.200001	19	61.580002	42.099998	34							
61079	48	23	25	2	2	11	71	38	39.470001	70	38	992	11	4	1	26	19	69.209999	47.400002	19	72.629997	10.5	12							
61079	48	23	25	2	2	11	71	38	39.470001	70	38	992	11	4	2	26	19	70.580002	31.6	19	68.470001	10.5	12							
61080	18	6	12	1	1	0	85	11	18.18	75	11	4218	11	4	1	17	11	74.449997	18.200001	11	84.639999	0	2							
61084	30	16	14	1	1	8	80	24	47.619999	63	21	3152	11	4	1	30	21	63.290001	47.599998	24	79.919998	8.3000002	3							
61085	44	22	22	2	2	12	71	42	30.23	70	43	3095	11	4	1	21	20	59.950001	35	19	66.839996	21.1	25							
61085	44	22	22	2	2	12	71	42	30.23	70	43	3095	11	4	2	23	23	77.739998	26.1	23	74	4.3000002	25							
61089	70	33	37	2	2	21	71	70	28.57	67	70	3590	11	4	1	37	37	67.510002	32.400002	37	72.269997	18.9	4							
61089	70	33	37	2	2	21	71	70	28.57	67	70	3590	11	4	2	33	33	66.910004	24.200001	33	68.760002	24.200001	4							
61093	47	0	47	2	2	6	69	36	34.880001	66	43	2469	12	4	1	28	17	52.060001	64.699997	15	58.799999	6.6999998	50							
61093	47	0	47	2	2	6	69	36	34.880001	66	43	2469	12	4	2	19	26	74.919998	15.4	21	75.949997	4.8000002	50							
61095	43	18	25	2	2	13	79	38	50	63	38	4192	12	4	1	23	20	58	50	20	76.300003	5	5							
61095	43	18	25	2	2	13	79	38	50	63	38	4192	12	4	2	20	18	67.610001	50	18	81.559998	22.200001	5							
61101	61	28	33	2	2	10	70	52	20.75	71	53	26302	11	4	2	31	28	72.32	21.4	27	70.220001	14.8	24							
61102	76	43	33	3	2	23	74	53	19.23	76	52	26302	11	4	1	33	29	78.029999	20.700001	29	76.760002	10.3	17							
61102	76	43	33	3	2	23	74	53	19.23	76	52	26302	11	4	2	32	23	73.389999	17.4	24	70.25	37.5	17							
61103	74	42	32	3	2	11	70	65	32.310001	67	65	26302	12	4	1	34	34	65.290001	32.400002	34	68.760002	8.8000002	54							
61103	74	42	32	3	2	11	70	65	32.310001	67	65	26302	12	4	2	32	31	68.875481	32.211288	31	71.360001	13.412903	54							
61104	41	21	20	2	2	28	63	25	48	62	25	26302	12	4	1	21	14	70.43	28.6	14	62.709999	35.700001	35							
61104	41	21	20	2	2	28	63	25	48	62	25	26302	12	4	2	20	11	51	72.699997	11	64	18.200001	35							
61105	118	61	57	4	3	18	66	73	37.84	56	74	10348	11	4	2	30	23	56.389999	39.099998	22	64.589996	13.6	24							
61105	118	61	57	4	3	18	66	73	37.84	56	74	10348	11	4	3	28	24	46.380001	37.5	24	60.330002	29.200001	24							
61105	118	61	57	4	3	18	66	73	37.84	56	74	10348	11	4	1	32	27	64.218887	37.06889	27	72.188889	11.62963	24							
61106	65	31	34	2	2	16	73	57	33.330002	62	57	10348	12	4	1	36	29	67.279999	17.200001	30	74.599998	16.700001	46							
61106	65	31	34	2	2	16	73	57	33.330002	62	57	10348	12	4	2	30	28	56.790001	50	27	70.959999	14.8	46							
61108	15	9	6	1	1									4	1	17	11	77.449997	36.400002	12	86.669998	0	0							
61109	15	8	7	1	1									4	1	15	7	74.290001	42.900002	7	86.290001	0	2							
61116	48	18	30	2	2	10	66	41	35.709999	65	42	10314	11	4	1	25	22	65.410004	27.299999	23	65.910004	13	38							
61116	48	18	30	2	2	10	66	41	35.709999	65	42	10314	11	4	2	25	20	64.549004	44.960999	18	66.114998	6.1666665	38							
61117	47	24	23	2	2	35	59	46	52.169998	54	46	10314	12	4	1	28	27	59.150002	40.700001	27	66.330002	18.5	52							
61117	47	24	23	2	2	35	59	46	52.169998	54	46	10314	12	4	2	19	19	47.84	68.400002	19	47.950001	57.900002	52							
61121	26	15	11	2	1	15	75	13	21.43	69	14	10959	12	4	1	18	14	68.639999	21.4	13	75	15.4	32							
61124	22	10	12	1	1	0	65	21	52.380001	70	21	8144	12	4	1	22	21	69.620003	52.400002	21	65.379997	0	58							
61136	54	19	35	2	2	0	81	30	36.360001	77	33	703	11	4	1	30	18	76.279999	27.799999	18	80.440002	0	27							
61136	54	19	35	2	2	0	81	30	36.360001	77	33	703	11	4	2	28	15	78.730003	46.700001	12	82.669998	0	27							
61137	64	28	36	2	2	4	74	56	42.860001	68	56	703	12	4	1	33	30	70.769997	33.299999	30	77.970001	3.3	35							
61137	64	28	36	2	2	4	74	56	42.860001	68	56	703	12	4	2	32	26	64.803848	53.89077	26	69.419228	4.8076925	35							
61138	61	34	27	3	2	12	69	43	48.080002	62	52	71001	11	4	1	25	27	64.330002	37	25	70.639999	12	31							
61138	61	34	27	3	2	12	69	43	48.080002	62	52	71001	11	4	2	27	25	58.880001	60	18	67.330002	11.1	31							
61139	51	26	25	3	2	18	64	34	27.27	70	33	71001	12	4	2	8	18	67.279999	33.299999	18	64.940002	16.700001	49							
61139	51	26	25	3	2	18	64	34	27.27	70	33	71001	12	4	1	20	15	73.264	20.034	16	62.942501	19.4625	49							
61140	28	13	15	1	1	37	58	27	50	58	28	90001	11	4	1	29	28	58.5	50	27	57.959999	37	25							
61141	43	26	17	2	2	29	53	38	63.41	50	41	22004	12	4	1	25	21	49.810001	52.400002	19	58.049999	26.299999	52							
61141	43	26	17	2	2	29	53	38	63.41	50	41	22004	12	4	2	22	20	50.599998	75	19	47.470001	31.6	52							
61142	29	8	21	1	1	17	77	23	26.09	75	23	8318	12	4	1	28	23	75.220001	26.1	23	76.959999	17.4	51							
61143	150	80	70	7	4	16	72	116	23.33	71	120	26302	11	4	2	30	27	68.739998	40.700001	27	69.370003	18.5	21							
61143	150	80	70	7	4	16	72	116	23.33	71	120	26302	11	4	3	33	29	73.690002	13.8	28	71	17.9	21							
61143	150	80	70	7	4	16	72	116	23.33	71	120	26302	11	4	4	33	32	70.059998	15.6	31	73.940002	19.4	21							
61143	150	80	70	7	4	16	72	116	23.33	71	120	26302	11	4	5	9	32	71.409065	25.040625	30	73.29567	8.4633331	21							
61145	78	40	38	3	2	19	71	59	47.369999	61	57	25601	11	4	1	34	28	64.040001	42.900002	32	71.279999	21.9	6							
61145	78	40	38	3	2	19	71	59	47.369999	61	57	25601	11	4	2	31	29	58.759998	51.700001	27	71.260002	14.8	6							
61149	62	29	33	2	2	7	65	56	42.110001	63	57	22004	11	4	1	31	28	64.110001	35.700001	27	66.559998	3.7	37							
61149	62	29	33	2	2	7	65	56	42.110001	63	57	22004	11	4	2	32	29	61.07	48.299999	29	64	10.3	37							
61150	53	29	24	2	1	13	67	30	40	65	30	22004	11	4	1	41	30	65.330002	40	30	66.970001	13.3	46							
61151	51	51	0	2	2	16	74	51	18.870001	75	53	2469	12	4	2	27	25	68.760002	32	25	71.720001	12	42							
61151	51	51	0	2	2	16	74	51	18.870001	75	53	2469	12	4	1	24	28	80.571426	7.1467857	26	76.192307	19.846153	42							
61152	32	15	17	1	1	13	65	30	43.330002	60	30	10314	11	4	1	32	30	60.07	43.299999	30	64.830002	13.3	32							
61156	14	8	6	1	1	36	49	14	57.139999	56	14	71001	12	4	1	14	14	56	57.099998	14	49.360001	35.700001	67							
61157	70	36	34	3	2	29	62	49	36	62	50	26005	11	4	1	27	25	66.400002	32	24	64.629997	33.299999	10							
61157	70	36	34	3	2	29	62	49	36	62	50	26005	11	4	2	29	25	57.52	40	25	60.16	24	10							
61163	65	38	27	3	2	15	65	53	26.92	66	52	71001	12	4	1	25	23	63.220001	26.1	24	64.080002	16.700001	51							
61163	65	38	27	3	2	15	65	53	26.92	66	52	71001	12	4	2	29	29	68.279999	27.6	29	65.07	13.8	51							
61165	56	30	26	2	2	27	66	52	40.740002	63	54	90001	12	4	1	26	24	58.169998	54.200001	24	62.75	20.799999	60							
61165	56	30	26	2	2	27	66	52	40.740002	63	54	90001	12	4	2	30	30	66.970001	30	28	67.860001	32.099998	60							
61168	21	12	9	1	1									4	1	21	17	71.239998	17.6	18	78.559998	0	0							
61169	33	19	14	1	1	11	61	28	64.860001	49	37	26302	11	4	1	37	37	49.380001	64.900002	28	61.459999	10.7	25							
61171	22	13	9	1	1	10	76	20	45.450001	58	22	8854	11	4	1	22	22	57.450001	45.5	20	75.800003	10	2							
61172	42	28	14	2	1	27	62	30	42.419998	61	33	22004	11	4	1	32	33	60.73	42.400002	30	62.330002	26.700001	43							
61173	19	12	7	1	1	0	81	18	47.619999	67	21	992	12	4	1	22	21	66.669998	47.599998	18	80.830002	0	36							
61174	66	28	38	2	2	5	76	57	26.790001	73	56	703	11	4	1	37	26	70.040001	38.5	26	78.379997	7.6999998	13							
61174	66	28	38	2	2	5	76	57	26.790001	73	56	703	11	4	2	38	30	74.830002	16.700001	31	74.059998	3.2	13							
61178	46	19	27	2	2	10	67	40	37.5	62	40	22004	12	4	2	24	22	59	50	22	62.049999	4.5	52							
61178	46	19	27	2	2	10	67	40	37.5	62	40	22004	12	4	1	22	18	65.666664	22.222221	18	73.050003	16.722221	52							
61179	78	41	37	3	3	5	75	75	12.99	71	77	10348	11	4	1	26	24	72.290001	16.700001	24	77.919998	4.1999998	21							
61179	78	41	37	3	3	5	75	75	12.99	71	77	10348	11	4	2	27	26	69.349998	15.4	24	75.290001	8.3000002	21							
61179	78	41	37	3	3	5	75	75	12.99	71	77	10348	11	4	3	27	27	71.07	7.4000001	27	72.589996	3.7	21							
61183	97	44	53	4	3	7	79	85	17.65	73	85	71001	11	4	1	30	30	77.699997	3.3	30	83.129997	3.3	11							
61183	97	44	53	4	3	7	79	85	17.65	73	85	71001	11	4	2	33	29	70.410004	20.700001	29	77.309998	13.8	11							
61183	97	44	53	4	3	7	79	85	17.65	73	85	71001	11	4	3	26	26	68.809998	30.799999	26	75.150002	3.8	11							
61186	66	29	37	2	2	15	74	67	25.370001	69	67	6668	11	4	1	34	34	67.410004	26.5	34	70.290001	20.6	4							
61186	66	29	37	2	2	15	74	67	25.370001	69	67	6668	11	4	2	34	33	69.760002	24.200001	33	78.760002	9.1000004	4							
61188	70	36	34	2	2	6	74	63	15.94	62	69	703	11	4	1	36	33	61.18	24.200001	31	70.230003	6.5	20							
61188	70	36	34	2	2	6	74	63	15.94	62	69	703	11	4	2	36	36	62.751667	8.3683329	32	77.652191	5.515625	20							
61193	56	24	32	2	2	16	74	49	18.75	75	48	90001	11	4	1	29	26	72.309998	26.9	25	69.639999	28	17							
61193	56	24	32	2	2	16	74	49	18.75	75	48	90001	11	4	2	27	22	79.050003	9.1000004	24	78.209999	4.1999998	17							
61196	50	24	26	2	2	19	60	48	54.900002	50	51	703	11	4	1	26	25	44.48	64	22	61.59	18.200001	23							
61196	50	24	26	2	2	19	60	48	54.900002	50	51	703	11	4	2	27	26	56.189999	46.200001	26	57.73	19.200001	23							
61197	56	28	28	3	2	10	69	42	42.860001	67	42	703	12	4	1	20	23	68.57	34.799999	23	69.959999	0	42							
61197	56	28	28	3	2	10	69	42	42.860001	67	42	703	12	4	2	23	19	65.099472	52.61684	19	67.837898	22.105263	42							
61198	8	2	6	1	1	0	81	8	25	71	8	20420	11	4	1	8	8	71.379997	25	8	80.75	0	0							
61199	55	29	26	3	2	7	71	43	23.26	67	43	71001	11	4	1	23	22	66.769997	27.299999	22	72.18	4.5	46							
61199	55	29	26	3	2	7	71	43	23.26	67	43	71001	11	4	2	23	21	67	19	21	70.290001	9.5	46							
61202	67	29	38	2	2	18	66	66	15.63	66	64	26302	11	4	1	36	32	64.75	25	34	63.619999	29.4	19							
61202	67	29	38	2	2	18	66	66	15.63	66	64	26302	11	4	2	33	32	68.190002	6.3000002	32	69	6.3000002	19							
61203	33	21	12	2	1	36	52	22	90.910004	37	22	90001	12	4	1	22	22	37.09	90.900002	22	52.18	36.400002	52							
61204	66	32	34	2	2	12	72	67	32.84	69	67	26005	11	4	1	34	34	64.849998	35.299999	34	70.029999	11.8	17							
61204	66	32	34	2	2	12	72	67	32.84	69	67	26005	11	4	2	33	33	73.669998	30.299999	33	74.18	12.1	17							
61205	46	27	19	2	2	14	67	43	51.16	53	43	10348	12	4	1	23	23	53.779999	52.200001	23	66.480003	13	35							
61205	46	27	19	2	2	14	67	43	51.16	53	43	10348	12	4	2	23	20	52.099998	50	20	67.699997	15	35							
61209	8	6	2	1	1	0	83	7	0	81	7	166	11	4	1	8	7	81.139999	0	7	83	0	3							
61211	41	19	22	2	1	0	73	25	16	69	25	315	12	4	1	27	25	69.160004	16	25	73.32	0	53							
61213	56	28	28	2	2	27	65	51	50.98	60	51	8664	11	4	2	27	24	54.709999	58.299999	26	62.310001	26.9	0							
61213	56	28	28	2	2	27	65	51	50.98	60	51	8664	11	4	1	27	27	64.702225	44.473331	25	67.7976	27.104	0							
61218	24	10	14	1	1	67	35	18	88.889999	46	18	90001	11	4	1	26	18	46	88.900002	18	35	66.699997	43							
61219	73	39	34	2	2	9	68	67	62.5	62	64	25601	11	4	1	37	30	58.700001	60	33	65.360001	6.0999999	5							
61219	73	39	34	2	2	9	68	67	62.5	62	64	25601	11	4	2	39	34	64.911766	64.705879	34	70.562355	11.814706	5							
61220	18	7	11	1	1	28	58	18	26.32	61	19	10314	12	4	1	19	19	60.84	26.299999	18	58.110001	27.799999	48							
61221	71	33	38	2	2	9	70	67	46.27	65	67	22004	11	4	1	36	33	61.610001	48.5	33	69.550003	12.1	26							
61221	71	33	38	2	2	9	70	67	46.27	65	67	22004	11	4	2	35	34	69	44.099998	34	69.739998	5.9000001	26							
61223	50	0	50	2	2	16	64	37	46.150002	60	39	10348	12	4	1	26	19	59.68	47.400002	19	63.049999	15.8	24							
61223	50	0	50	2	2	16	64	37	46.150002	60	39	10348	12	4	2	24	20	60.450001	45	18	65.330002	16.700001	24							
61224	48	29	19	2	2	15	71	46	28.26	65	46	8060	11	4	2	23	22	62.23	31.799999	20	66.900002	25	1							
61224	48	29	19	2	2	15	71	46	28.26	65	46	8060	11	4	1	26	24	67.539169	25.014999	26	74.153847	7.3076925	1							
61227	52	25	27	2	2	55	54	44	36.169998	66	47	90001	11	4	1	29	23	65.779999	34.799999	22	57.450001	54.5	33							
61227	52	25	27	2	2	55	54	44	36.169998	66	47	90001	11	4	2	28	24	66.040001	37.5	22	50.32	54.5	33							
