block	barrio	calle	altura	sameblock	distance	public	gasstation	bank	thefts	month	oneblock
197	Belgrano	Aguilar	a2400	0	7	0	0	0	0	8	0
192	Belgrano	Cespedes	as/nº (2600)	0	10	0	0	0	0	8	0
211	Belgrano	Teodoro Garcia	a2400	0	4	0	0	0	0	8	0
287	Belgrano	Amenabar	a1000	0	8	0	0	0	0	8	0
331	Belgrano	Cabildo	a900	0	4	1	0	1	0	8	0
333	Belgrano	Cabildo	a1100	0	6	0	0	1	0	8	0
330	Belgrano	Cabildo	a800	0	4	0	0	1	0	8	0
332	Belgrano	Cabildo	a1000	0	5	0	0	1	0	8	0
210	Belgrano	Teodoro Garcia	a2300	0	3	0	0	0	0	8	0
409	Belgrano	3 de Febrero	a1100	0	3	0	0	0	0	8	0
193	Belgrano	Aguilar	a2000	0	3	0	0	0	.25	8	0
159	Belgrano	Virrey Arredondo	a2200	0	5	0	0	0	0	8	0
362	Belgrano	Vuelta de Obligad	a1500	0	5	0	0	0	.25	8	0
365	Belgrano	Vuelta de Obligad	a1100	0	6	0	0	0	0	8	0
169	Belgrano	Virrey Loreto	a2100	0	4	0	0	0	0	8	0
378	Belgrano	Arcos	a1300	0	5	0	0	0	0	8	0
412	Belgrano	3 de Febrero	a1400	0	3	0	0	0	.25	8	0
413	Belgrano	3 de Febrero	a1500	0	2	0	0	0	0	8	0
393	Belgrano	O´Higgins	a1100	0	5	0	0	0	0	8	0
187	Belgrano	Cespedes	a2100	0	5	0	0	0	0	8	0
221	Belgrano	Federico Lacroze	a2300	0	4	0	0	0	0	8	0
380	Belgrano	Arcos	a1500	0	4	0	0	0	.25	8	0
411	Belgrano	3 de Febrero	a1300	0	3	1	0	0	.5	8	0
160	Belgrano	Virrey Arredondo	a2300	0	6	0	0	0	0	8	0
171	Belgrano	Virrey Loreto	a2300	0	6	0	0	0	0	8	0
396	Belgrano	O´Higgins	a1500	0	3	0	0	0	0	8	0
183	Belgrano	Zabala	a2300	0	5	0	0	0	.25	8	0
209	Belgrano	Teodoro Garcia	a2200	0	2	0	0	0	0	8	0
189	Belgrano	Cespedes	a2300	0	7	0	0	0	0	8	0
170	Belgrano	Virrey Loreto	a2200	0	5	0	0	0	0	8	0
182	Belgrano	Zabala	a2200	0	4	0	0	0	0	8	0
379	Belgrano	Arcos	a1400	0	5	0	0	0	0	8	0
167	Belgrano	Virrey Loreto	a1900	0	2	0	0	0	0	8	0
195	Belgrano	Aguilar	a2200	0	5	0	0	0	0	8	0
364	Belgrano	Vuelta de Obligad	a1200	0	6	0	0	0	.25	8	0
188	Belgrano	Cespedes	a2200	0	6	0	0	0	0	8	0
180	Belgrano	Zabala	a2000	0	2	0	0	0	.25	8	0
410	Belgrano	3 de Febrero	a1200	0	3	0	0	0	.25	8	0
377	Belgrano	Arcos / O´Higgins	a1200	0	5	0	0	0	0	8	0
395	Belgrano	O´Higgins	a1400	0	4	0	0	0	0	8	0
168	Belgrano	Virrey Loreto	a2000	0	3	1	0	0	0	8	0
363	Belgrano	Vuelta de Obligad	a1400	0	6	0	0	0	0	8	0
196	Belgrano	Aguilar	a2300	0	6	0	0	0	0	8	0
220	Belgrano	Federico Lacroze	a2200	0	3	0	0	0	0	8	0
394	Belgrano	O´Higgins	a1300	0	4	0	0	0	0	8	0
194	Belgrano	Aguilar	a2100	0	4	0	0	0	.25	8	0
181	Belgrano	Zabala	a2100	0	3	0	0	0	.25	8	0
200	Belgrano	Palpa	a2300	0	6	0	0	0	0	8	0
427	Belgrano	11 de Septiembre	a1200	0	2	0	0	0	0	8	0
429	Belgrano	11 de Septiembre	a1400	0	2	1	0	0	1	8	0
426	Belgrano	11 de Septiembre	a1100	0	2	0	0	0	0	8	0
430	Belgrano	11 de Septiembre	a1500	0	1	0	0	1	0	8	1
428	Belgrano	11 de Septiembre	a1300	0	2	1	0	0	0	8	0
445	Belgrano	Arribenos	a1500	0	2	0	0	0	0	8	0
448	Belgrano	Villanueva	a1200	0	2	0	0	0	0	8	0
219	Belgrano	Federico Lacroze	a2100	0	3	0	0	0	0	8	0
449	Belgrano	Villanueva	a1300	0	2	1	0	0	0	8	0
218	Belgrano	Federico Lacroze	a2000	0	3	0	0	0	0	8	0
217	Belgrano	Federico Lacroze	a1900	0	3	0	0	0	0	8	0
443	Belgrano	Arribenos	a1200	1	0	1	0	0	0	8	0
177	Belgrano	Zabala	a1700	0	2	0	0	0	0	8	0
444	Belgrano	Arribenos	a1400	0	1	0	0	0	0	8	1
166	Belgrano	Virrey Loreto	a1800	0	2	0	0	0	0	8	0
206	Belgrano	Teodoro Garcia	a1900	0	2	1	0	0	1	8	0
178	Belgrano	Zabala	a1800	0	1	0	0	0	0	8	1
207	Belgrano	Teodoro Garcia	a2000	0	1	0	0	0	0	8	1
208	Belgrano	Teodoro Garcia	a2100	0	1	0	0	0	0	8	1
165	Belgrano	Virrey Loreto	a1600	0	2	0	0	0	0	8	0
179	Belgrano	Zabala	a1900	0	1	0	0	0	0	8	1
452	Belgrano	Luis Maria Campos	a1400	0	3	0	0	1	0	8	0
450	Belgrano	Luis Maria Campos	a1200	0	3	0	0	0	0	8	0
451	Belgrano	Luis Maria Campos	a1300	0	3	0	0	1	0	8	0
453	Belgrano	Luis Maria Campos	a1500	0	3	0	0	1	0	8	0
216	Belgrano	Federico Lacroze	a1800	0	4	0	0	1	0	8	0
460	Belgrano	Libertador	a5100	0	6	0	0	0	0	8	0
461	Belgrano	Libertador	a5200	0	5	0	0	0	0	8	0
205	Belgrano	Teodoro Garcia	a1800	0	3	0	0	0	1	8	0
456	Belgrano	Sdo.de la Indepen	a1300	0	4	0	0	0	0	8	0
214	Belgrano	Federico Lacroze	a1600	0	6	0	0	0	0	8	0
462	Belgrano	Libertador	a5300	0	5	0	1	0	0	8	0
215	Belgrano	Federico Lacroze	a1700	0	5	0	0	0	0	8	0
455	Belgrano	Sdo.de la Indepen	a1200	0	4	0	0	0	0	8	0
176	Belgrano	Zabala	a1600	0	3	0	0	0	0	8	0
459	Belgrano	Migueletes	a1300	0	5	0	0	0	0	8	0
457	Belgrano	Sdo.de la Indepen	a1400	0	4	0	0	0	0	8	0
204	Belgrano	Teodoro Garcia	a1700	0	4	0	0	0	0	8	0
175	Belgrano	Zabala	a1500	0	4	0	0	0	0	8	0
164	Belgrano	Virrey Loreto	a1500	0	3	0	0	0	0	8	0
458	Belgrano	Migueletes	a1200	0	5	0	0	0	0	8	0
490	V. Crespo	Serrano	a700	0	2	0	0	0	0	8	0
467	V. Crespo	J. B. Justo	a2500	0	4	0	1	0	0	8	0
684	V. Crespo	Vera	a800	0	2	0	0	0	0	8	0
480	V. Crespo	Thames	a500	0	3	0	0	0	.25	8	0
707	V. Crespo	Aguirre	a900	0	1	0	0	0	0	8	1
465	V. Crespo	J. B. Justo	a2300	0	2	0	0	0	.25	8	0
675	V. Crespo	Villaroel	a1000	0	4	0	0	0	0	8	0
685	V. Crespo	Vera	a900	0	3	0	0	0	1.25	8	0
497	V. Crespo	Gurruchaga	a600	0	1	0	0	0	0	8	1
481	V. Crespo	Thames	a600	0	2	0	0	0	.25	8	0
496	V. Crespo	Gurruchaga	a500	0	2	0	0	0	0	8	0
498	V. Crespo	Gurruchaga	a700	1	0	0	0	0	0	8	0
686	V. Crespo	Vera	a1000	0	3	0	0	0	2.5	8	0
464	V. Crespo	J. B. Justo	a2200	0	1	0	0	0	.25	8	1
706	V. Crespo	Aguirre	a800	0	1	0	0	0	0	8	1
694	V. Crespo	Velasco	a700	0	1	0	0	0	0	8	1
705	V. Crespo	Aguirre	a700	1	0	0	0	0	0	8	0
683	V. Crespo	Vera	a700	0	2	0	0	0	0	8	0
697	V. Crespo	Velasco	a1000	0	2	0	0	0	0	8	0
489	V. Crespo	Serrano	a600	0	2	0	0	0	1	8	0
695	V. Crespo	Velasco	a800	0	1	0	0	0	0	8	1
696	V. Crespo	Velasco	a900	0	2	0	0	0	0	8	0
488	V. Crespo	Serrano	a500	0	2	0	0	0	0	8	0
466	V. Crespo	J. B. Justo	a2400	0	3	0	0	0	.25	8	0
482	V. Crespo	Thames	a700	0	1	0	0	0	0	8	1
708	V. Crespo	Aguirre	a1000	1	0	0	0	0	.25	8	0
503	V. Crespo	Acevedo	a400	0	2	0	0	0	2	8	0
505	V. Crespo	Acevedo	a600	0	1	0	0	0	0	8	1
504	V. Crespo	Acevedo	a500	0	2	0	0	0	0	8	0
511	V. Crespo	Malabia	a500	0	3	0	0	0	1.5	8	0
693	V. Crespo	Velasco	a600	0	2	0	1	0	0	8	0
518	V. Crespo	R. S. Ortiz	a500	0	3	0	0	0	0	8	0
692	V. Crespo	Velasco	a500	0	3	0	0	0	0	8	0
704	V. Crespo	Aguirre	a600	0	1	0	0	0	0	8	1
517	V. Crespo	R. S. Ortiz	a400	0	4	0	0	0	0	8	0
510	V. Crespo	Malabia	a400	0	2	0	0	0	1.5	8	0
516	V. Crespo	R. S. Ortiz	a300	0	3	0	0	0	0	8	0
691	V. Crespo	Velasco	a400	0	4	0	0	0	0	8	0
702	V. Crespo	Aguirre	a400	0	3	0	0	0	0	8	0
512	V. Crespo	Malabia	a600	0	2	0	0	0	0	8	0
703	V. Crespo	Aguirre	a500	0	2	0	0	0	1	8	0
680	V. Crespo	Vera	a400	0	4	0	0	0	.25	8	0
681	V. Crespo	Vera	a500	0	3	0	0	0	.5	8	0
682	V. Crespo	Vera	a600	0	3	0	0	0	.5	8	0
8	Belgrano	Congreso	a2700	0	1	0	0	0	0	8	1
305	Belgrano	Amenabar	a2800	0	1	0	0	0	.5	8	1
327	Belgrano	Ciudad de la Paz	a2800	0	2	0	0	0	0	8	0
7	Belgrano	Congreso	a2600	0	1	0	0	0	0	8	1
5	Belgrano	Congreso	a2400	0	2	0	0	0	.25	8	0
6	Belgrano	Congreso	a2500	0	1	0	0	0	0	8	1
260	Belgrano	Vidal	a2800	0	1	0	0	0	0	8	1
9	Belgrano	Congreso	a2800	0	1	0	0	0	0	8	1
283	Belgrano	Moldes	a2800	0	2	0	0	0	0	8	0
245	Belgrano	Cramer	a2800	0	2	0	0	0	0	8	0
350	Belgrano	Cabildo	a2800	0	3	0	0	1	.75	8	0
19	Belgrano	Manuel Ugarte	a2800	0	2	0	0	0	0	8	0
18	Belgrano	Manuel Ugarte	a2700	0	2	0	0	0	0	8	0
17	Belgrano	Manuel Ugarte	a2600	0	2	0	0	0	.5	8	0
15	Belgrano	Manuel Ugarte	a2400	0	3	0	0	0	.5	8	0
16	Belgrano	Manuel Ugarte	a2500	0	2	0	0	0	.5	8	0
436	Belgrano	11 de Septiembre	a2200	0	4	0	0	0	0	8	0
435	Belgrano	11 de Septiembre	a2100	0	5	1	0	0	0	8	0
437	Belgrano	Tunez	a2300	0	4	0	0	0	0	8	0
68	Belgrano	Mendoza	a1800	0	4	0	0	0	0	8	0
56	Belgrano	Olazabal	a1800	0	3	0	0	0	0	8	0
67	Belgrano	Mendoza	a1700	0	5	0	0	0	0	8	0
45	Belgrano	Blanco Encalada	a1800	0	3	0	0	0	0	8	0
79	Belgrano	Juramento	a1700	0	6	0	0	0	0	8	0
80	Belgrano	Juramento	a1800	0	5	0	0	0	0	8	0
2	Belgrano	Congreso	a2100	0	5	0	0	0	0	8	0
371	Belgrano	Cuba	a2200	0	2	0	0	0	0	8	0
46	Belgrano	Blanco Encalada	a1900	0	2	0	0	0	0	8	0
356	Belgrano	Vuelta de Obligad	a2200	0	3	1	0	0	.75	8	0
390	Belgrano	Arcos	a2500	0	2	0	0	0	.5	8	0
49	Belgrano	Blanco Encalada	a2200	0	2	0	0	0	.25	8	0
50	Belgrano	Blanco Encalada	a2300	0	3	0	0	0	.25	8	0
27	Belgrano	F.D.Roosevelt	a2100	0	3	0	0	0	.75	8	0
13	Belgrano	Manuel Ugarte	a2200	0	4	0	0	0	0	8	0
389	Belgrano	Arcos	a2400	0	1	0	0	0	0	8	1
28	Belgrano	F.D.Roosevelt	a2200	0	3	0	0	0	.25	8	0
407	Belgrano	O´Higgins	a2600	0	4	0	0	0	0	8	0
48	Belgrano	Blanco Encalada	a2100	0	1	0	0	0	0	8	1
58	Belgrano	Olazabal	a2000	0	1	1	0	0	.25	8	1
359	Belgrano	Vuelta de Obligad	a2500	0	3	0	0	0	0	8	0
25	Belgrano	F.D.Roosevelt	a1900	0	4	0	0	0	1	8	0
4	Belgrano	Congreso	a2300	0	3	0	0	0	.25	8	0
39	Belgrano	Monroe	a2300	0	2	0	0	0	0	8	0
36	Belgrano	Monroe	a2000	0	2	0	0	0	0	8	0
376	Belgrano	Cuba	a2700	0	5	0	0	0	0	8	0
361	Belgrano	Vuelta de Obligad	a2700	0	4	0	0	0	0	8	0
403	Belgrano	O´Higgins	a2200	0	2	0	0	0	.5	8	0
12	Belgrano	Manuel Ugarte	a2100	0	4	0	0	0	0	8	0
357	Belgrano	Vuelta de Obligad	a2300	0	3	0	0	0	.75	8	0
35	Belgrano	Monroe	a1900	0	3	0	0	0	0	8	0
10	Belgrano	Manuel Ugarte	a1900	0	5	0	0	0	0	8	0
360	Belgrano	Vuelta de Obligad	a2600	0	3	0	0	0	0	8	0
374	Belgrano	Cuba	a2500	0	3	0	0	0	1.5	8	0
61	Belgrano	Olazabal	a2300	0	3	0	0	0	.5	8	0
358	Belgrano	Vuelta de Obligad	a2400	0	3	0	0	0	.25	8	0
29	Belgrano	F.D.Roosevelt	a2300	0	2	0	0	0	0	8	0
3	Belgrano	Congreso	a2200	0	4	0	0	0	0	8	0
408	Belgrano	O´Higgins	a2700	0	5	0	0	0	0	8	0
392	Belgrano	Arcos	a2700	0	4	0	0	0	0	8	0
26	Belgrano	F.D.Roosevelt	a2000	0	3	0	0	0	.5	8	0
60	Belgrano	Olazabal	a2200	0	2	0	0	0	.5	8	0
1	Belgrano	Congreso	a2000	0	5	0	0	0	0	8	0
375	Belgrano	Cuba	a2600	0	4	0	0	0	1.25	8	0
372	Belgrano	Cuba	a2300	0	2	0	0	0	0	8	0
14	Belgrano	Manuel Ugarte	a2300	0	3	0	0	0	.5	8	0
57	Belgrano	Olazabal	a1900	0	2	0	0	0	.25	8	0
406	Belgrano	O´Higgins	a2500	0	3	0	0	0	0	8	0
373	Belgrano	Cuba	a2400	0	2	0	0	0	.25	8	0
405	Belgrano	O´Higgins	a2400	0	2	0	0	0	0	8	0
38	Belgrano	Monroe	a2200	0	3	0	0	0	.25	8	0
59	Belgrano	Olazabal	a2100	0	1	0	0	0	0	8	1
37	Belgrano	Monroe	a2100	0	2	0	0	0	.25	8	0
404	Belgrano	O´Higgins	a2300	0	2	0	0	0	.25	8	0
47	Belgrano	Blanco Encalada	a2000	0	1	0	0	0	0	8	1
387	Belgrano	Arcos	a2200	0	1	0	0	0	0	8	1
11	Belgrano	Manuel Ugarte	a2000	0	4	0	0	0	0	8	0
391	Belgrano	Arcos	a2600	0	3	0	0	0	.5	8	0
388	Belgrano	Arcos	a2300	1	0	0	0	0	0	8	0
422	Belgrano	3 de Febrero	a2400	0	3	0	0	0	0	8	0
421	Belgrano	3 de Febrero	a2300	0	3	0	0	0	0	8	0
423	Belgrano	3 de Febrero	a2500	0	4	0	0	0	0	8	0
69	Belgrano	Mendoza	a1900	0	3	0	0	0	.25	8	0
70	Belgrano	Mendoza	a2000	0	2	0	0	0	.25	8	0
72	Belgrano	Mendoza	a2200	0	3	1	0	0	.25	8	0
73	Belgrano	Mendoza	a2300	0	4	0	0	0	.25	8	0
71	Belgrano	Mendoza	a2100	0	2	0	0	0	0	8	0
280	Belgrano	Moldes	a2500	0	1	0	0	0	0	8	1
42	Belgrano	Monroe	a2600	0	1	0	0	0	0	8	1
325	Belgrano	Ciudad de la Paz	a2600	0	1	0	0	0	0	8	1
24	Belgrano	Dr. P.I.Rivera	a2800	0	3	0	0	0	0	8	0
41	Belgrano	Monroe	a2500	0	1	0	0	0	.25	8	1
43	Belgrano	Monroe	a2700	0	1	0	0	0	0	8	1
301	Belgrano	Amenabar	a2400	0	2	0	0	0	0	8	0
241	Belgrano	Cramer	a2400	0	3	0	0	0	0	8	0
326	Belgrano	Ciudad de la Paz	a2700	0	2	0	0	0	0	8	0
279	Belgrano	Moldes	a2400	1	0	0	0	0	0	8	0
304	Belgrano	Amenabar	a2700	0	2	0	0	0	.75	8	0
259	Belgrano	Vidal	a2700	0	2	0	0	0	0	8	0
257	Belgrano	Vidal	a2500	0	2	0	0	0	.25	8	0
40	Belgrano	Monroe	a2400	0	1	0	0	0	.25	8	1
302	Belgrano	Amenabar	a2500	0	2	0	0	0	0	8	0
282	Belgrano	Moldes	a2700	0	3	0	0	0	.25	8	0
30	Belgrano	F.D.Roosevelt	a2400	0	1	0	0	0	0	8	1
33	Belgrano	F.D.Roosevelt	a2700	0	2	0	0	0	1.25	8	0
244	Belgrano	Cramer	a2700	0	3	0	0	0	0	8	0
20	Belgrano	Dr. P.I.Rivera	a2400	0	2	0	0	0	0	8	0
258	Belgrano	Vidal	a2600	0	3	0	0	0	.25	8	0
256	Belgrano	Vidal	a2400	0	2	0	0	0	1	8	0
323	Belgrano	Ciudad de la Paz	a2400	0	1	0	0	0	.25	8	1
324	Belgrano	Ciudad de la Paz	a2500	1	0	0	0	0	.25	8	0
32	Belgrano	F.D.Roosevelt	a2600	0	2	0	0	0	0	8	0
44	Belgrano	Monroe	a2800	0	2	0	0	0	0	8	0
22	Belgrano	Dr. P.I.Rivera	a2600	0	3	0	0	0	.5	8	0
21	Belgrano	Dr. P.I.Rivera	a2500	0	2	0	0	0	1.25	8	0
303	Belgrano	Amenabar	a2600	0	3	0	0	0	.25	8	0
243	Belgrano	Cramer	a2600	0	4	0	0	0	0	8	0
281	Belgrano	Moldes	a2600	0	2	0	0	0	.25	8	0
242	Belgrano	Cramer	a2500	0	3	0	0	0	0	8	0
34	Belgrano	F.D.Roosevelt	a2800	0	3	0	0	0	.25	8	0
31	Belgrano	F.D.Roosevelt	a2500	0	1	0	0	0	0	8	1
23	Belgrano	Dr. P.I.Rivera	a2700	0	3	0	0	0	.25	8	0
346	Belgrano	Cabildo	a2400	0	2	0	0	1	0	8	0
349	Belgrano	Cabildo	a2700	0	3	0	0	1	.5	8	0
348	Belgrano	Cabildo	a2600	0	2	0	0	0	1.5	8	0
347	Belgrano	Cabildo	a2500	0	2	0	0	1	0	8	0
55	Belgrano	Blanco Encalada	a2800	0	2	0	0	0	0	8	0
53	Belgrano	Blanco Encalada	a2600	0	1	0	0	0	0	8	1
54	Belgrano	Blanco Encalada	a2700	0	1	0	0	0	0	8	1
51	Belgrano	Blanco Encalada	a2400	0	2	0	0	0	0	8	0
52	Belgrano	Blanco Encalada	a2500	0	2	0	0	0	0	8	0
277	Belgrano	Moldes	a2200	0	2	0	0	0	0	8	0
238	Belgrano	Cramer	a2100	0	2	0	0	0	0	8	0
276	Belgrano	Moldes	a2100	0	2	0	0	0	.25	8	0
278	Belgrano	Moldes	a2300	0	1	0	0	0	0	8	1
254	Belgrano	Vidal	a2200	0	2	0	0	0	0	8	0
64	Belgrano	Olazabal	a2600	0	2	0	0	0	0	8	0
253	Belgrano	Vidal	a2100	0	1	0	0	0	0	8	1
240	Belgrano	Cramer	a2300	0	3	0	0	0	0	8	0
78	Belgrano	Mendoza	a2800	0	2	0	0	0	0	8	0
300	Belgrano	Amenabar	a2300	0	2	0	0	0	0	8	0
75	Belgrano	Mendoza	a2500	0	4	0	0	0	.25	8	0
63	Belgrano	Olazabal	a2500	0	3	0	0	0	1	8	0
74	Belgrano	Mendoza	a2400	0	4	0	0	0	0	8	0
320	Belgrano	Ciudad de la Paz	a2100	0	4	0	0	1	.25	8	0
322	Belgrano	Ciudad de la Paz	a2300	0	2	0	0	0	0	8	0
321	Belgrano	Ciudad de la Paz	a2200	0	3	0	0	0	0	8	0
299	Belgrano	Amenabar	a2200	0	3	0	0	0	.25	8	0
298	Belgrano	Amenabar	a2100	0	3	0	0	0	.25	8	0
66	Belgrano	Olazabal	a2800	0	3	0	0	1	0	8	0
65	Belgrano	Olazabal	a2700	0	2	0	0	0	0	8	0
239	Belgrano	Cramer	a2200	0	3	0	0	1	0	8	0
62	Belgrano	Olazabal	a2400	0	3	0	0	1	0	8	0
77	Belgrano	Mendoza	a2700	0	2	0	0	0	0	8	0
76	Belgrano	Mendoza	a2600	0	3	0	0	0	.25	8	0
255	Belgrano	Vidal	a2300	0	2	0	0	0	0	8	0
345	Belgrano	Cabildo	a2300	0	3	0	0	1	0	8	0
344	Belgrano	Cabildo	a2200	0	4	0	0	1	0	8	0
342	Belgrano	Cabildo	a2000	0	5	0	0	0	.25	8	0
89	Belgrano	Juramento	a2700	0	1	0	0	0	0	8	1
88	Belgrano	Juramento	a2600	0	2	0	0	0	0	8	0
341	Belgrano	Cabildo	a1900	0	5	0	0	1	.25	8	0
86	Belgrano	Juramento	a2400	0	4	0	0	0	.25	8	0
87	Belgrano	Juramento	a2500	0	3	0	0	1	.25	8	0
340	Belgrano	Cabildo	a1800	0	6	0	0	1	0	8	0
90	Belgrano	Juramento	a2800	0	1	0	0	0	0	8	1
343	Belgrano	Cabildo	a2100	0	5	0	0	0	0	8	0
319	Belgrano	Ciudad de la Paz	a2000	0	4	0	0	0	.5	8	0
273	Belgrano	Moldes	a1800	0	3	0	0	0	0	8	0
252	Belgrano	Vidal	a2000	1	0	0	0	0	0	8	0
250	Belgrano	Vidal	a1800	0	2	0	0	0	.25	8	0
113	Belgrano	Mcal. A. J. de Su	a2700	0	2	0	0	0	.25	8	0
235	Belgrano	Cramer	a1800	0	3	0	0	0	0	8	0
123	Belgrano	La Pampa	a2400	0	6	0	0	0	0	8	0
136	Belgrano	Jose Hernandez	a2400	0	7	0	0	0	0	8	0
137	Belgrano	Jose Hernandez	a2500	0	6	0	0	0	0	8	0
138	Belgrano	Jose Hernandez	a2600	0	5	0	0	0	0	8	0
139	Belgrano	Jose Hernandez	a2700/2800	0	4	0	0	0	0	8	0
237	Belgrano	Cramer	a2000	0	2	0	0	0	0	8	0
271	Belgrano	Moldes	a1600	0	5	0	1	0	0	8	0
274	Belgrano	Moldes	a1900	0	2	0	0	0	.25	8	0
297	Belgrano	Amenabar	a2000	0	3	0	0	0	.25	8	0
98	Belgrano	Echeverria	a2400	0	4	0	0	0	.5	8	0
102	Belgrano	Echeverria	a2800	0	1	0	0	0	0	8	1
318	Belgrano	Ciudad de la Paz	a1900	0	4	0	0	1	.25	8	0
293	Belgrano	Amenabar	a1600	0	6	0	0	0	0	8	0
317	Belgrano	Ciudad de la Paz	a1800	0	5	0	0	0	0	8	0
315	Belgrano	Ciudad de la Paz	a1600	0	7	0	0	0	.25	8	0
295	Belgrano	Amenabar	a1800	0	4	0	0	0	.25	8	0
100	Belgrano	Echeverria	a2600	0	2	0	0	0	.75	8	0
272	Belgrano	Moldes	a1700	0	4	0	0	0	0	8	0
124	Belgrano	La Pampa	a2500	0	5	0	0	0	0	8	0
127	Belgrano	La Pampa	a2800	0	3	0	0	0	0	8	0
328	Belgrano	Elcano	a2700	0	4	0	0	0	0	8	0
275	Belgrano	Moldes	a2000	0	2	0	0	0	.5	8	0
236	Belgrano	Cramer	a1900	0	2	0	0	0	0	8	0
110	Belgrano	Mcal. A. J. de Su	a2400	0	5	0	0	0	0	8	0
126	Belgrano	La Pampa	a2700	0	3	0	0	0	0	8	0
114	Belgrano	Mcal. A. J. de Su	a2800	0	2	0	0	0	.25	8	0
316	Belgrano	Ciudad de la Paz	a1700	0	6	0	0	0	0	8	0
111	Belgrano	Mcal. A. J. de Su	a2500	0	4	0	0	0	.25	8	0
248	Belgrano	Vidal	a1600	0	4	0	0	0	0	8	0
112	Belgrano	Mcal. A. J. de Su	a2600	0	3	0	0	0	.25	8	0
296	Belgrano	Amenabar	a1900	0	3	0	0	0	1.5	8	0
249	Belgrano	Vidal	a1700	0	3	0	0	0	0	8	0
329	Belgrano	Elcano	a2800	0	5	0	0	0	0	8	0
234	Belgrano	Cramer	a1650-1700	0	4	0	0	0	0	8	0
101	Belgrano	Echeverria	a2700	0	1	0	0	0	.5	8	1
294	Belgrano	Amenabar	a1700	0	5	0	0	0	0	8	0
99	Belgrano	Echeverria	a2500	0	3	0	0	0	.5	8	0
125	Belgrano	La Pampa	a2600	0	4	0	0	0	0	8	0
251	Belgrano	Vidal	a1900	0	1	0	0	0	1.25	8	1
339	Belgrano	Cabildo	a1700	0	7	0	0	1	0	8	0
338	Belgrano	Cabildo	a1600	0	6	0	0	0	0	8	0
425	Belgrano	Zavalia	a2100	0	3	0	0	0	1	8	0
81	Belgrano	Juramento	a1900	0	4	1	0	0	0	8	0
370	Belgrano	Cuba	a2100	0	3	0	0	0	0	8	0
93	Belgrano	Echeverria	a1900	0	5	0	0	0	.5	8	0
353	Belgrano	Vuelta de Obligad	a1900	0	6	0	0	0	0	8	0
355	Belgrano	Vuelta de Obligad	a2100	0	4	0	0	0	.25	8	0
82	Belgrano	Juramento	a2000	0	3	0	0	1	0	8	0
96	Belgrano	Echeverria	a2200	0	5	0	0	0	0	8	0
386	Belgrano	Arcos	a2100	0	2	0	0	0	0	8	0
424	Belgrano	Zavalia	a2000	0	4	0	0	0	0	8	0
368	Belgrano	Cuba	a1900	0	5	0	0	0	0	8	0
354	Belgrano	Vuelta de Obligad	a2000	0	5	0	0	0	0	8	0
369	Belgrano	Cuba	a2000	0	4	0	0	0	0	8	0
85	Belgrano	Juramento	a2300	0	5	0	0	0	0	8	0
94	Belgrano	Echeverria	a2000	0	4	0	0	0	.5	8	0
83	Belgrano	Juramento	a2100	0	3	0	0	0	0	8	0
84	Belgrano	Juramento	a2200	0	4	0	0	0	0	8	0
384	Belgrano	Arcos	a1900	0	4	0	0	0	0	8	0
385	Belgrano	Arcos	a2000	0	3	0	0	0	0	8	0
401	Belgrano	O´Higgins	a2000	0	4	0	0	0	.5	8	0
97	Belgrano	Echeverria	a2300	0	5	0	0	1	.25	8	0
400	Belgrano	O´Higgins	a1900	0	5	0	0	0	.5	8	0
402	Belgrano	O´Higgins	a2100	0	3	0	0	0	.25	8	0
95	Belgrano	Echeverria	a2100	0	4	0	0	0	0	8	0
420	Belgrano	3 de Febrero	a2200	0	3	0	0	0	0	8	0
107	Belgrano	Mcal. A. J. de Su	a2100	0	5	0	0	0	0	8	0
108	Belgrano	Mcal. A. J. de Su	a2200	0	6	0	0	0	0	8	0
105	Belgrano	Mcal. A. J. de Su	a1900	0	4	0	0	0	0	8	0
106	Belgrano	Mcal. A. J. de Su	a2000	0	5	0	0	0	0	8	0
109	Belgrano	Mcal. A. J. de Su	a2300	0	6	0	0	1	0	8	0
418	Belgrano	3 de Febrero	a2000	0	5	0	0	0	0	8	0
417	Belgrano	3 de Febrero	a1900	0	4	0	0	0	0	8	0
419	Belgrano	3 de Febrero	a2100	0	4	0	0	0	1	8	0
367	Belgrano	Cuba	a1800	0	6	0	0	0	0	8	0
399	Belgrano	O´Higgins	a1800	0	4	0	0	0	1	8	0
382	Belgrano	Arcos	a1700	0	4	0	0	0	0	8	0
120	Belgrano	La Pampa	a2100	0	5	0	0	1	0	8	0
398	Belgrano	O´Higgins	a1700	0	3	0	0	0	0	8	0
131	Belgrano	Jose Hernandez	a1900	0	2	0	0	0	0	8	0
132	Belgrano	Jose Hernandez	a2000	0	3	0	0	0	0	8	0
134	Belgrano	Jose Hernandez	a2200	0	5	0	0	0	0	8	0
352	Belgrano	Vuelta de Obligad	a1800	0	7	0	0	0	0	8	0
351	Belgrano	Vuelta de Obligad	a1700	0	6	0	0	0	0	8	0
383	Belgrano	Arcos	a1800	0	5	0	0	0	0	8	0
121	Belgrano	La Pampa	a2200	0	6	0	0	0	0	8	0
118	Belgrano	La Pampa	a1900	0	3	0	0	0	0	8	0
