state	povrate60	mort_age59_related_postHS	mort_age59_injury_postHS	mort_age59_all_postHS	mort_age25plus_related_postHS	mort_age25plus_injuries_postHS	mort_age59_related_preHS	census1960_pop	census1960_pctsch1417	census1960_pctsch534	census1960_pctsch25plus	census1960_pop1417	census1960_pop534	census1960_pop25plus	census1960_pcturban	census1960_pctblack
18	34.274193	17.385258	17.385258	52.155773	132.84364	93.77198	0	4960	82.400002	.49130988	20.5	371	2359	2755	0	.1
28	34.276009	0	17.129154	25.693731	125.37236	62.150406	12.635836	13458	97.5	.65745229	40.299999	860	6186	7492	31	0
23	34.282394	11.487651	22.975302	45.950603	130.13922	65.069611	0	6884	93.400002	.65644372	30.700001	583	3065	3525	0	0
21	34.295452	5.214036	26.070181	52.140362	135.96193	90.192566	8.4774504	19462	85.400002	.50882632	30.299999	1309	8384	11186	0	20.200001
44	34.301804	0	0	0	186.31137	77.3368	43.744534	4457	92.5	.66881973	34.200001	337	1703	2758	0	4.8000002
24	34.309624	6.0117831	60.117832	72.141396	176.75793	87.575523	0	16750	93.199997	.62894666	29.799999	1262	7158	9795	0	1
24	34.318661	0	8.6132641	8.6132641	164.58815	71.800194	9.1979399	15808	92.400002	.58981156	39.099998	1074	6792	8651	21.700001	0
10	34.337242	2.9160471	18.468298	39.852642	89.14975	95.462379	4.5812716	77082	84.800003	.63375235	47.5	4722	41289	34147	49.599998	26.200001
24	34.379982	11.785503	23.571007	35.35651	117.38014	77.990829	0	22709	97.5	.59787077	36.5	1552	9487	11733	19.700001	0
28	34.396603	12.354831	37.064491	61.774155	108.32559	91.131058	0	8395	95.599998	.6133104	43.5	582	3486	4894	0	0
19	34.397953	5.1193838	20.477535	43.002827	78.465759	109.60622	12.202562	61243	79	.49136731	24.299999	4489	33014	26501	52.099998	17.1
11	34.399605	7.617887	45.707321	76.178871	95.936874	99.99054	0	10213	87.199997	.51546782	27.1	763	5269	4546	32.799999	39.799999
50	34.410854	0	9.9870167	39.948067	171.24713	121.30005	0	34490	94.400002	.6757406	31.200001	712	3747	5607	0	0
29	34.419552	0	0	32.499187	139.78049	186.37399	0	2465	95.800003	.58801842	42.099998	188	1085	1295	0	0
49	34.442101	0	4.6792383	14.037715	100.84408	78.579803	0	18493	74.400002	.45616513	32	1266	9205	9600	33.299999	0
24	34.450653	0	30.030029	60.060059	169.55684	77.071289	0	4388	95.400002	.59076762	31.799999	328	1928	2300	0	.40000001
26	34.451313	0	45.589241	68.383858	167.65973	123.81026	0	6528	85.099998	.52656186	34.5	392	2353	4144	0	.1
41	34.467339	4.177022	24.017878	39.681709	95.177414	106.24455	12.891167	81414	82.699997	.49855784	35.5	5921	41951	40194	36.599998	26.299999
24	34.492092	0	18.534822	37.069645	128.1795	77.613274	14.118312	21307	96.099998	.62332243	33.599998	1520	8867	12245	31.5	0
42	34.529438	0	20.060181	20.060181	280.49036	91.419075	0	9364	97.400002	.63932782	38.599998	632	3987	5188	0	0
37	34.573799	3.8057542	17.125895	39.960419	140.65742	97.166481	8.1619329	39970	86.599998	.51761293	29.5	2986	17913	23034	57.400002	7.5
18	34.590313	0	19.525911	31.241457	83.432388	80.003654	15.339776	20869	81.199997	.48757669	30.200001	1387	9941	11544	48.299999	9.3000002
14	34.604229	8.4552298	33.820919	42.276146	222.02838	94.163826	0	14594	84.900002	.51384562	27.9	987	6103	8517	51.200001	7.0999999
6	34.606392	0	0	0	41.64064	156.1524	0	1283	0	.5	29.299999	86	528	805	0	0
26	34.612728	0	6.2313061	18.693918	147.20952	92.366753	0	20073	87.300003	.61753732	39.400002	1120	9112	11366	65.300003	.30000001
27	34.619179	0	33.011471	57.770077	147.22612	187.37871	13.269639	10240	90.599998	.56315893	34.400002	767	5027	4736	27.9	.1
24	34.635918	0	10.213461	20.426922	210.91827	69.004128	0	13541	91.800003	.58180922	36	1005	6069	7355	39.099998	0
34	34.6404	0	14.883801	27.641342	84.918854	85.406891	4.1739712	42731	83.599998	.61453837	46.200001	2381	24542	19906	29.299999	23.6
27	34.651958	0	28.872528	43.308792	146.23447	185.23032	0	8048	95.5	.58318001	38.799999	605	3805	4067	0	2
4	34.66954	2.6941469	25.594397	43.10635	107.43401	76.283455	6.801333	56525	85.400002	.59442723	39.099998	3394	27132	29715	54.400002	.80000001
10	34.703712	0	20.712511	20.712511	117.7244	108.55107	0	9808	92	.51939029	32.799999	749	5183	4796	42.400002	24
36	34.738201	0	13.203935	26.407869	113.2257	80.201538	0	15506	87.300003	.51648188	31.700001	1074	6674	8658	19.4	0
26	34.744389	0	14.367816	28.735632	189.95279	130.93832	0	8712	79.800003	.5151515	35.700001	616	3531	5184	0	.1
36	34.747734	0	10.190217	33.967392	144.9077	82.602112	11.853959	29808	86.900002	.51882058	35.400002	2048	12752	16997	36.700001	2.9000001
44	34.761894	2.2201314	13.426508	33.724854	110.88301	86.633469	5.7940063	686409	77.900002	.4718318	39.200001	45321	349987	337423	93.400002	6.5999999
3	34.775528	2.7553902	38.575462	61.996281	68.032516	129.37332	8.8558273	41152	86.199997	.55248082	42.900002	2728	22513	18575	59.099998	2.8
47	34.790947	0	44.682751	67.024132	173.11996	107.67217	0	5223	86.699997	.57710487	40.700001	762	6770	7234	100	19
16	34.80336	0	29.819592	52.184284	119.44453	82.0532	9.1024942	16025	94.300003	.59596395	42	1152	6987	8518	27.5	0
44	34.867371	2.6821876	24.139688	40.232815	107.28067	95.831741	5.8623519	24483	86.5	.51629049	29.6	1806	11786	12996	25.5	16.299999
37	34.877445	4.2048607	29.434025	46.253468	163.25554	113.46499	6.7340069	27940	91.800003	.58007473	33	1852	12045	16333	51.099998	3.4000001
47	34.892368	5.3387432	10.677486	21.354973	102.50255	86.317932	0	16833	84.699997	.50163645	28.200001	1259	7944	9037	0	9.1000004
43	34.896221	0	15.538084	34.183784	110.9841	83.134155	5.3061657	28578	87.199997	.50951809	32.5	2218	14131	15141	56	3.5
34	34.896507	0	13.610998	27.221996	76.978745	101.32246	0	15588	81.699997	.47597426	21.1	1239	7929	8058	0	6.8000002
44	34.908642	0	24.792364	86.773277	141.05807	103.2487	0	5728	89.599998	.59168082	33.799999	365	2356	3558	0	.69999999
37	34.927628	2.7564914	13.782457	30.321407	141.16792	103.08054	8.4495144	39534	92.5	.56192988	38.400002	2633	16664	22736	59.099998	8.3999996
42	34.933773	0	33.607796	67.215591	81.321014	51.955093	35.087719	9026	96.800003	.69284642	41.700001	955	3998	4607	0	.2
44	34.964283	6.833168	23.916088	39.290718	92.286453	103.52133	0	40072	84.900002	.50583702	31.6	2761	18160	21879	50.599998	17.700001
37	34.9711	8.6184607	34.473843	51.710766	148.77338	101.20638	16.733601	10781	93.5	.58261478	29.5	814	4291	6693	23.1	2
44	34.990509	0	17.889088	17.889088	130.36502	105.29482	7.3616018	19575	68.099998	.43129891	32.099998	1449	9585	9607	64.800003	5.5
32	35.017933	10.166735	40.666939	91.50061	144.67841	156.13809	11.590172	12343	87.599998	.6099093	35.200001	980	5732	6341	66.300003	1.1
11	35.018044	6.0795202	20.265066	44.583149	99.918129	96.517776	4.0809665	45641	84	.59570646	44	2555	24502	21915	69.099998	25.4
16	35.033352	0	0	0	163.42963	106.65932	0	9867	93.5	.59379113	42	686	3801	5962	0	.1
45	35.073483	6.6146317	26.458527	59.531685	165.24707	139.7211	0	11265	97.900002	.71376073	47.700001	957	4898	5931	0	0
37	35.119164	0	21.512316	21.512316	154.28304	127.4512	0	15375	93.5	.57955509	34.200001	1114	5889	9026	34.599998	5
32	35.158817	0	7.7444339	11.616651	155.01103	111.95241	0	18712	93.599998	.60027927	37.5	1463	9309	9404	37.299999	.5
47	35.178692	0	118.76485	178.14726	178.4185	92.777618	31.210987	37330	79	.5267666	29.6	346	2335	2724	100	7.5999999
41	35.185333	6.2477684	27.66869	50.874687	108.28337	96.510773	0	99446	77.199997	.47023246	25.9	7158	48442	52103	54.400002	19.5
18	35.191307	0	37.119526	53.027893	107.89305	92.720589	21.340162	21123	83.300003	.61147928	30.200001	1252	9356	11989	44.400002	3.0999999
24	35.228626	0	0	0	158.69562	99.824669	12.588117	11778	97	.64883482	35.299999	951	4935	6862	22.1	0
43	35.250809	0	11.187184	17.899494	97.865875	86.121964	15.475085	33755	76.900002	.44068402	27.9	2318	16783	17465	64.300003	6.1999998
1	35.300106	6.0412922	12.082584	27.185816	86.962791	84.077774	4.9514756	61690	83.400002	.52424163	32.700001	4326	30526	31681	51.400002	11.8
16	35.302383	5.4168248	27.084124	59.585072	143.10852	87.617462	0	22187	92.699997	.5990051	39.299999	1496	9247	12584	0	0
37	35.312424	0	42.918453	42.918453	237.23474	103.7902	0	8731	94.599998	.5999434	34.700001	685	3532	5486	44.5	5.1999998
35	35.317516	0	13.21004	26.42008	128.03119	124.20936	0	7080	91.099998	.57483315	17	608	3147	3607	0	0
10	35.320709	6.726759	40.360554	57.177452	159.47098	116.90543	7.839448	21206	90.599998	.5301584	33.400002	1310	8903	12364	61	20.9
1	35.326622	0	23.583895	45.0238	106.28749	96.249229	0	46985	86.400002	.52898616	33.5	3467	22942	24111	57.099998	19.299999
36	35.330696	0	20.074678	28.104549	111.49478	87.680367	6.579813	25694	79	.49447104	28	1993	12118	14377	33.599998	4.6999998
50	35.352585	5.3712907	18.799517	32.227741	114.00205	69.988602	0	9761	92.800003	.58589453	35.299999	2586	15455	20318	30.5	0
26	35.360332	7.9706678	7.9706678	23.912004	164.18784	79.4739	12.751849	16566	87.900002	.54963267	34.200001	988	5853	10797	27.6	1.9
37	35.400959	0	25.700335	25.700335	122.44654	113.48704	0	5924	85	.53404713	27.200001	487	2335	3447	51.400002	7.4000001
37	35.436687	0	19.247055	26.945877	165.81688	101.30598	0	28368	89.900002	.57385492	32.799999	2110	12423	16441	54.5	0
19	35.458618	3.4941669	17.470835	36.251984	140.57014	107.69015	6.9719095	224879	89	.52037752	42.700001	13686	106907	118699	80.800003	36.400002
28	35.460297	0	36.297642	72.595284	173.2655	84.789497	38.580246	9303	96.199997	.63031685	36.799999	582	3503	5664	0	0
37	35.466358	0	26.723677	53.447353	156.36238	115.70817	0	5207	93.599998	.58598727	29.6	420	2041	3060	0	0
26	35.467892	6.4821415	25.928566	45.374992	181.95404	92.295525	32.341526	17065	89.099998	.50768542	33.400002	1045	6701	10029	41.5	7.8000002
44	35.537254	0	34.36869	34.36869	106.61928	108.39627	19.864918	13020	81.800003	.50215226	41.099998	1034	6737	6403	58	1.9
16	35.544476	0	10.851871	43.407486	185.64503	105.23827	0	13935	95.099998	.6180405	41.799999	973	5532	8148	0	0
16	35.558128	8.4473724	16.894745	25.342119	111.702	84.990654	0	14739	91.800003	.5831818	33.5	1028	6600	7721	19.200001	0
42	35.581596	0	42.44482	84.889641	168.70045	92.785248	0	7083	94.599998	.57928914	34.299999	504	2926	3768	0	0
44	35.59119	0	61.881187	61.881187	145.56041	156.21117	0	4182	87.199997	.51661444	39.599998	279	1595	2369	0	.2
34	35.598751	1.6765302	15.088772	33.530605	113.80592	91.582024	2.9451611	49633	77.900002	.46499178	25.200001	3827	26151	24484	26	7
36	35.615868	3.0468297	12.187319	36.561958	114.3714	54.008717	12.790996	22206	62.299999	.45001897	28.200001	1556	10544	10716	14.4	0
26	35.621994	0	27.723869	83.171608	192.87274	123.5591	17.692852	11262	90	.61091155	37.299999	625	4454	6379	30.299999	10
10	35.624142	0	49.952824	83.254707	113.77457	178.50838	0	8234	78.900002	.45891276	28.5	576	3955	4137	38.400002	24.4
26	35.624519	0	0	0	223.05728	130.61914	0	7899	94.400002	.5752427	39	536	2884	5100	0	0
26	35.648861	0	0	0	191.1452	108.71383	0	13817	88.599998	.55625236	35.099998	957	5262	8667	32.900002	1.9
26	35.653881	0	9.305788	9.305788	185.7431	103.09187	0	17000	91.800003	.57436681	37.799999	1070	5883	11092	50.900002	1.3
28	35.66922	0	0	31.923384	170.19334	52.637119	20.300447	9229	98.800003	.67766434	45.799999	608	3819	5344	35.5	0
43	35.669434	0	11.570559	30.372717	118.62224	82.235046	5.4680667	64800	81	.51583356	31	4420	30568	35865	46.099998	3.9000001
50	35.680752	1.1526448	12.679092	26.51083	126.43831	57.258045	3.7057624	17578	94.300003	.5607776	37.5	5092	36831	49792	63.5	0
19	35.690247	1.2263919	26.980623	38.01815	91.098511	101.88347	9.5854301	56346	76.800003	.49230346	20.299999	4010	29104	25800	41.5	11.8
27	35.705368	0	0	0	158.81419	63.525677	0	1602	0	.62775618	40.700001	121	771	897	0	0
45	35.718185	0	0	49.652431	120.14787	101.66359	0	1835	0	.6552133	48.099998	163	844	833	0	.1
43	35.735519	0	15.051929	22.577894	101.33557	87.757935	3.6734993	40128	81.599998	.49706864	26	3025	19786	20208	36.299999	4.0999999
3	35.748341	4.7129793	4.7129793	23.564898	122.27264	95.100945	0	10776	93.400002	.54174644	39.700001	758	5222	5490	67.400002	1
44	35.757881	0	0	21.414804	176.68094	86.927025	0	16608	89.5	.63294274	37.700001	966	6059	10397	45.299999	.69999999
47	35.763329	22.109219	66.32766	110.5461	176.96794	133.27216	0	27143	81.300003	.46809232	24.799999	455	2946	3550	0	34.700001
44	35.76973	73.529411	0	73.529411	155.23567	162.29184	58.892815	3092	92.099998	.60689658	30.4	207	1160	1704	0	9.3000002
1	35.826748	0	13.68457	28.509521	120.22168	107.69541	9.414423	98606	86.099998	.53241438	28.9	7033	46646	51879	71.099998	15.4
26	35.828571	0	21.450022	21.450022	190.5322	85.857101	0	12378	89.699997	.5320009	35.200001	716	4453	8042	51.200001	.1
3	35.830643	4.5326805	49.859486	63.457527	157.56921	144.92998	9.540164	14317	85	.5858407	40.299999	1375	7345	6487	33.099998	2.5999999
10	35.839085	0	13.141036	24.639442	76.190369	77.555794	0	19638	80.5	.45655495	37.400002	1204	9817	9730	35.099998	13.6
11	35.863934	12.012974	20.021624	48.051895	105.03991	133.13976	0	12959	83.599998	.50230628	16.6	976	6504	6757	0	9.1999998
24	35.875687	0	0	9.3405571	169.4072	62.787281	0	14831	95.599998	.64579797	34.799999	1155	6485	8226	24.6	0
44	35.881348	0	0	28.058361	104.83232	104.83232	0	7098	73.5	.45374316	32.700001	458	3286	3701	56	4
35	35.90073	0	26.791695	53.583389	255.17715	166.8466	0	10122	92	.55952883	36	769	4754	5111	0	0
47	35.913227	0	11.404675	22.809351	112.82095	105.8699	5.518764	24108	61.900002	.44061723	19.6	2349	13674	12821	0	1.9
44	35.927616	1.5885624	19.062748	36.536934	79.52948	91.744789	2.7987685	46732	83.199997	.50014919	36.200001	3162	23459	23225	71.099998	8.6000004
35	35.958935	0	13.653741	40.961224	101.56033	86.787926	0	11319	92.199997	.6166153	32.299999	938	5188	5749	0	.1
26	35.975986	0	0	0	228.22855	100.01025	0	11417	78.900002	.53157121	27.799999	682	4086	6959	0	4.9000001
43	35.985359	4.421062	17.684248	48.63168	107.57759	100.15845	0	23810	84.400002	.52872556	22.6	1861	11401	12933	37	1.9
44	36.019577	0	24.203308	48.406616	123.05401	106.86269	0	15353	89.599998	.52832556	28	986	5578	9504	51.700001	0
42	36.03112	0	8.5346079	17.069216	136.31244	77.046165	0	12650	97.199997	.62560529	37.099998	904	5163	7066	20.299999	0
19	36.038986	1.4915578	20.13603	38.780502	75.259102	85.36853	9.6190844	85879	83.599998	.53210109	37.299999	5112	44905	39863	55.599998	24
44	36.060379	0	0	0	158.89119	97.77919	0	5445	93	.52178532	35.299999	281	1882	3465	50.700001	.89999998
34	36.106087	2.0362036	22.398241	38.68787	121.39828	108.5782	3.3154299	48890	81.800003	.47865638	25.6	3673	23965	25719	20.6	5.8000002
24	36.123787	7.9541841	0	7.9541841	148.95213	86.600082	12.138868	12321	93.900002	.59881896	32.099998	968	5419	6513	35.900002	.1
44	36.130142	4.669188	18.676752	44.357285	128.50197	110.84742	0	40026	86.900002	.56560898	35.799999	2574	16766	22756	63.099998	16.299999
41	36.141075	3.9878769	15.951508	27.915138	109.48279	90.625854	7.0382881	44374	81.300003	.49656269	29.6	3190	21383	23984	49.200001	29.6
23	36.164242	7.6728306	23.018492	46.036983	143.77307	92.286766	0	9678	92.800003	.65712255	32.299999	797	4226	5301	0	0
28	36.186829	0	22.799818	22.799818	174.01694	90.904366	0	6569	98.900002	.63378686	38.5	429	2646	3951	0	0
41	36.199947	2.8547935	20.554516	37.683277	106.52533	102.25483	8.6911173	157032	76.5	.48975876	28	11495	77969	82551	36.099998	22.1
28	36.200718	0	0	0	147.57425	110.68069	0	1116	0	.60465115	54.900002	71	430	580	0	0
24	36.221306	0	16.249594	16.249594	130.51958	79.67765	0	19034	89.800003	.59778464	30.6	1376	8125	10500	26.9	0
18	36.275757	0	23.775558	23.775558	147.33092	113.06791	0	3931	81.900002	.48887587	21.200001	277	1708	2186	0	2.5999999
47	36.29948	0	5.3630805	26.815403	124.36169	94.487091	0	12456	75.900002	.47876841	25.299999	966	5911	6428	0	3.9000001
44	36.312298	0	47.644573	59.555714	118.11513	105.68196	12.635836	22358	80.300003	.4880158	33.200001	1636	10639	11206	33	7.5999999
50	36.334576	0	88.593575	110.74197	112.82811	90.704956	0	7556	94.800003	.56858027	27.5	501	2909	4569	0	.1
11	36.341423	4.9097104	28.47632	51.060989	93.942024	99.629921	7.1293621	77045	84.199997	.46528015	40.099998	4534	40870	35270	77.099998	34.299999
16	36.374371	0	8.1473036	24.44191	234.08104	81.251266	13.164824	16279	91.300003	.59133708	35.900002	1070	5841	10246	41.400002	.80000001
42	36.375134	0	75.604836	100.80645	130.64494	152.41911	0	4751	89.800003	.54292685	37.900002	304	2050	2282	0	.2
28	36.375427	0	52.973118	52.973118	152.73004	87.501595	0	10904	96.5	.635804	39.099998	706	4061	6154	0	0
26	36.387959	0	0	15.540015	146.08304	96.802017	0	7522	93.400002	.54096478	39.900002	412	2612	4665	2.7	0
37	36.406815	2.4545298	14.727179	26.999828	71.240402	86.824234	0	20547	87.800003	.53583395	31.6	1533	9251	11643	32.200001	2
34	36.42181	4.5390587	20.425764	40.851528	96.737885	90.071655	6.469142	71665	87.900002	.51831234	38	5165	34130	38910	69	27.700001
43	36.424427	0	19.443323	35.895367	84.708817	85.38649	2.9981411	56362	77.699997	.38803083	35.299999	3105	31013	25106	47.599998	19.299999
24	36.442482	0	11.293055	30.114813	152.31032	90.131203	5.876822	24131	91.900002	.60923046	29.1	1820	10487	12913	23.5	0
27	36.445679	18.24651	72.986038	109.47906	145.47137	229.77866	0	11752	88.199997	.53743362	44	779	5837	5453	39.200001	.2
1	36.461369	3.6956735	22.174042	38.188625	97.949615	99.224052	2.4875622	61621	82.800003	.4776563	32.799999	4076	29270	32151	56.599998	12.6
26	36.488152	7.1797819	7.1797819	35.898911	92.575623	73.28904	0	14781	85.300003	.56879878	17.9	1069	6410	8066	34.900002	.1
45	36.492771	0	19.05851	38.11702	177.53391	131.133	0	7973	100	.75158733	53.900002	751	3780	3818	0	0
47	36.496693	0	21.888424	38.304741	79.894974	96.737694	0	31742	74.800003	.47471213	26.6	948	6861	7111	0	22.799999
43	36.50462	0	13.344997	23.724442	87.950172	90.344856	6.198091	52568	84.5	.45361596	37.5	2910	26701	26469	43.200001	13.6
32	36.53186	0	16.398819	32.797638	137.09174	138.2943	10.636035	13737	93.699997	.5774008	37.099998	1239	6602	7032	59	.5
26	36.545265	8.1446486	16.289297	24.433947	161.01711	115.4111	0	15615	89.300003	.55098814	40.299999	1127	6325	9638	58.599998	2.0999999
39	36.553448	8.5389805	51.233883	76.850822	110.64339	71.218727	0	10446	85.800003	.50203687	26.1	864	5155	5507	0	.80000001
44	36.553814	0	88.534752	88.534752	154.13802	130.42447	0	3640	79.900002	.53744757	35.799999	280	1669	1891	0	5.3000002
44	36.559887	12.517211	75.103264	100.13769	187.3521	101.89324	0	11515	85.5	.5442391	30.700001	831	5086	6077	57.400002	7.4000001
44	36.583847	0	16.077171	20.096462	137.1228	94.420197	17.406441	24744	93.400002	.63907421	37.400002	1605	9592	15297	68.599998	3
4	36.603298	0	32.266071	47.158104	135.10272	108.58723	3.1322434	50103	90.199997	.54225481	38.200001	3414	22388	27435	51.099998	30.4
24	36.612503	0	11.934598	11.934598	155.3416	73.825706	0	11408	96.199997	.59746587	40.599998	908	5130	5914	37.299999	0
42	36.618816	0	0	19.131433	114.81056	75.726112	0	7832	92.900002	.60433006	31	537	3187	4149	0	0
26	36.622505	22.271715	22.271715	44.54343	203.49286	100.4585	0	6603	88.400002	.54761904	42.400002	420	2478	4111	0	.30000001
37	36.639072	0	23.485205	117.42603	262.87231	127.81864	0	6053	95.5	.59991199	35.200001	471	2272	3750	0	0
18	36.657288	0	6.5980468	13.196094	129.62099	81.229149	8.9895725	18576	84.199997	.48279241	29.5	1229	8165	10439	46	9.8999996
34	36.67226	0	21.886028	41.036304	81.635178	95.950356	5.4042368	28748	79.099998	.49597025	26.1	2224	14517	15019	19.799999	12.2
18	36.67704	0	6.037189	24.148756	137.54308	85.771248	10.501995	16678	79.199997	.51997519	22.299999	1176	8060	8576	42.799999	5.5999999
32	36.681278	0	11.49954	22.999081	110.15736	134.47783	0	7996	94	.5943234	38.200001	633	3488	4241	0	.2
49	36.692234	0	26.889982	61.462814	110.32593	94.648033	0	18596	80	.51132077	30	1320	9010	9889	17.799999	15.4
25	36.699512	2.231097	25.434505	41.052185	101.51015	107.30873	6.788559	187663	90.5	.54750627	49.5	11582	94819	93296	80.699997	40
21	36.732742	0	22.308979	39.040714	127.75151	96.439865	9.7751713	16835	86.099998	.50375223	28.700001	1107	7329	9330	0	26.9
44	36.736961	1.1349922	15.511559	27.239813	107.09796	98.026291	5.739408	220965	80.300003	.496622	39.700001	15478	116193	104553	88.699997	4.5999999
1	36.756565	5.0379248	13.434465	41.422935	103.93018	100.21839	7.9365077	169937	88	.51258421	44.700001	10817	83875	86486	84.400002	38.099998
45	36.791851	0	0	49.554012	157.87396	108.53835	0	4713	94.800003	.64166266	47.700001	379	2093	2384	55.799999	0
11	36.798161	4.9771051	14.931316	29.862633	142.88127	104.1696	16.758841	20069	78.599998	.48670545	21.9	1486	9628	10696	23.6	9.1999998
37	36.814564	0	45.363819	45.363819	173.17738	110.71996	0	16261	89.400002	.53012854	29.700001	1050	5991	10653	37	3.0999999
46	36.824211	0	26.123302	26.123302	135.37584	67.68792	57.471264	2945	0	.49006623	31.4	215	1208	1698	0	0
26	36.82827	0	9.9601593	19.920319	166.54376	88.992859	0	10383	82.699997	.54440254	29	653	3975	6504	26.6	1.4
28	36.835361	0	0	0	104.46895	127.68427	0	1561	0	.46153846	42.900002	127	715	945	0	0
44	36.873905	7.9396586	55.57761	103.21556	123.66621	140.08208	32.829941	12642	86.900002	.49658617	34.599998	906	6005	6729	24.9	26.9
47	36.876152	3.1679657	6.3359313	25.343725	139.18152	114.71003	0	31488	81.900002	.48966956	24.5	2233	14375	16896	19.1	19.299999
44	36.898396	0	0	47.664444	218.3053	80.853813	0	2254	0	.44870564	31.6	147	1043	1315	0	.30000001
16	36.911282	5.3697042	32.218224	48.327335	100.57291	61.062122	7.5861025	18424	86.099998	.5668031	40.700001	1324	8308	9764	24.200001	0
18	36.911514	0	12.649422	31.623552	134.52547	109.91715	0	14711	83.400002	.48167294	27.700001	980	6384	8574	41.5	6
34	36.952354	0	31.855249	50.968399	106.42844	86.592308	10.936133	30725	83.300003	.41583735	36.700001	2080	16379	15727	27.5	11.9
50	36.964558	10.931351	0	10.931351	133.50317	91.859978	0	9260	96.199997	.62472707	30.299999	722	3664	5432	0	.1
20	36.988678	0	20.430401	24.97049	102.49452	72.057869	6.4077921	107036	86.099998	.49373752	39.700001	7609	56048	49177	38.299999	1.2
44	37.001648	0	51.156128	51.156128	175.09918	94.284172	0	15209	84.5	.5237723	32.099998	1088	6394	8633	55.299999	2.7
18	37.014927	29.308323	29.308323	117.23329	144.65009	112.74197	0	5881	77.900002	.38836059	16	348	2629	3756	0	9
44	37.044369	0	35.561878	35.561878	187.85449	115.60276	0	11134	82	.48899704	30.9	796	4726	6523	35.900002	5.6999998
23	37.050022	10.674637	21.349274	42.698547	130.52458	85.914909	0	4290	98.800003	.63881403	36.400002	329	1855	2482	0	.2
18	37.071411	0	13.959462	25.127031	130.40916	72.786507	9.4643192	30026	86.199997	.54776603	24.200001	2207	14906	14621	28.200001	.5
26	37.089893	5.2064352	20.825741	46.857918	94.42028	76.57708	0	12270	83.599998	.51688409	31.4	886	5212	7263	0	0
11	37.123394	2.0378082	21.05735	46.869587	120.91647	107.41512	0	137217	80	.44375584	36.099998	8850	71803	66415	81.800003	31.4
10	37.137516	0	22.771912	37.004356	141.03836	107.20181	10.811979	29863	90.199997	.59609878	40.299999	2059	13278	16896	49.099998	27.299999
26	37.140778	0	9.2833271	9.2833271	143.81326	110.62559	0	11053	83.900002	.52771807	19.4	799	4654	6052	0	.1
45	37.141033	0	0	0	161.73178	174.17268	0	1567	0	.72230214	55.5	139	695	707	0	0
44	37.147575	0	22.732439	34.09866	150.69743	117.2916	0	16969	87.699997	.51850259	30.5	1209	6972	9928	47.799999	17.5
4	37.149448	4.5526977	9.1053953	22.763487	116.14334	87.25489	0	22552	92.300003	.56504226	28.1	1682	10178	12010	43.700001	14.6
11	37.171688	8.7151031	26.145309	55.195656	127.95181	110.10819	8.483923	34874	86.300003	.53838748	33.299999	2565	16620	17792	69.300003	24.700001
37	37.173306	0	46.360687	69.541031	135.32614	102.74762	16.518005	20050	91.400002	.58797026	29.9	1637	8878	11375	32.299999	.5
17	37.193897	0	0	0	159.47339	135.72205	0	5015	88.900002	.58947366	34.599998	330	1710	3365	0	.1
17	37.224518	0	92.42144	123.22859	204.93985	125.09315	0	5862	90.900002	.56050658	34.400002	409	2132	3845	0	.89999998
43	37.226395	1.7016352	18.717987	40.839245	82.527435	87.637489	0	37924	74.699997	.46161336	24.299999	2957	19512	19652	42.299999	5.1999998
28	37.236969	0	32.923618	43.898155	149.87814	75.590714	12.156577	13528	97.099998	.65256202	34.5	940	5601	7568	0	0
18	37.247402	2.536912	15.221473	30.442945	137.18359	103.99953	8.8628912	38252	82.699997	.49982214	23.4	2713	16866	21951	49.099998	8.8000002
11	37.2528	3.7639265	9.4098167	20.701595	75.208481	104.49321	0	16856	87.400002	.58196914	17.9	1228	8552	8290	27.5	14.8
21	37.264542	3.2727869	29.455082	39.273441	108.10077	92.43399	7.5414782	15776	72.599998	.50928044	28.6	1182	7866	7493	0	42.099998
19	37.274864	4.5813417	30.542278	50.39476	97.524574	106.00497	12.950013	52633	82.300003	.50160027	27.299999	3565	25933	24756	67	28.6
18	37.287685	0	19.328341	28.99251	141.23653	95.885353	8.7077675	21351	86.400002	.52061963	31	1387	9360	12447	42.400002	10.8
44	37.29586	0	15.950053	27.342949	75.991241	54.453613	0	24441	80.5	.39198399	38.099998	2434	13498	11293	38.400002	5.4000001
16	37.333969	9.248127	27.744381	55.488762	142.07625	96.322876	9.4108791	14743	95.5	.62012595	47.900002	1047	6668	7958	26.4	0
28	37.350273	0	0	0	168.88722	96.953773	0	5660	98.699997	.56582505	33.5	337	2218	3405	0	0
28	37.355465	33.014194	0	33.014194	214.81302	81.689461	0	5370	95.800003	.59423828	39.5	368	2048	3437	0	0
35	37.359493	0	28.487324	28.487324	98.966064	122.4054	19.493177	14405	97	.64284623	33.700001	1200	6549	7280	0	0
27	37.37109	9.1407681	63.985374	91.407677	166.97803	188.47025	0	11504	91.400002	.54987127	39.700001	838	5825	5593	30.6	.1
17	37.384525	0	0	0	231.11603	87.889198	0	10422	86	.56882298	34	737	4112	6683	0	0
17	37.390045	0	46.468403	61.95787	190.39523	98.597534	0	8315	88.400002	.59481359	38.700001	611	3085	5337	0	0
28	37.41444	0	16.347883	32.695766	137.00011	96.705956	0	9115	92.699997	.62571281	37.099998	595	3858	5126	0	0
