tabroad	tdomestic	tinkind	tgifts	income	wage	entrepreneourial	rental	interest	pension	dividend	primary	somesecondary	secondary	someuniversity	university	age	female	married	child1	child7	child15	size	bothwork	notemployed	marriedf	region	transfers
0	300	790	20	26392	25172	0	0	0	0	0	1	0	0	0	0	33	0	1	0	2	1	5	0	0	0	4	1070
24000	0	21822	60	40299	24616	10664	0	0	0	0	0	0	0	0	0	66	0	1	0	1	0	6	0	1	0	4	45762
0	0	115	0	80816	63072	13780	0	0	0	0	0	0	0	0	0	56	0	1	0	2	1	11	0	0	0	4	115
0	0	345	10	50268	48312	0	0	0	0	0	0	0	1	0	0	45	0	1	0	0	0	5	0	0	0	4	335
0	0	0	20	39860	38400	0	0	0	0	0	0	0	1	0	0	59	0	1	0	0	1	6	1	0	0	4	-20
0	7000	760	0	19400	13960	4000	0	0	0	0	1	0	0	0	0	29	0	0	0	1	3	5	0	0	0	4	7760
0	0	35	5	22020	21600	0	0	0	0	0	0	0	1	0	0	37	0	1	0	2	2	7	0	0	0	4	30
0	0	698	5	32575	31680	0	0	0	0	0	0	0	1	0	0	31	0	1	0	0	1	3	1	0	0	4	693
0	0	0	10	42130	41400	0	0	0	0	0	1	0	0	0	0	54	1	0	0	0	1	5	0	1	0	4	-10
0	0	214	0	33430	32400	0	0	0	0	0	1	0	0	0	0	57	0	1	0	0	4	8	0	0	0	4	214
0	1500	50	0	4965	0	4000	0	0	14400	0	0	0	1	0	0	72	0	0	0	2	1	5	0	1	0	4	1550
0	0	150	0	59480	50400	8000	0	0	0	0	0	0	1	0	0	44	1	0	0	1	1	8	0	0	0	4	150
0	0	60	5	17245	16400	0	0	0	0	0	0	0	1	0	0	32	0	1	0	1	3	6	0	0	0	4	55
0	0	0	0	37670	0	36950	0	0	0	0	0	0	1	0	0	49	0	1	0	0	1	5	0	0	0	4	0
18000	0	2473	30	28440	27950	0	0	0	0	0	0	0	0	0	1	41	1	1	0	2	1	5	0	0	1	4	20443
0	0	69	5	29525	28800	0	0	0	0	0	1	0	0	0	0	46	0	1	1	2	1	9	0	0	0	4	64
0	0	390	0	29631	29016	0	0	0	0	0	0	0	0	0	0	30	0	1	0	0	0	2	1	0	0	4	390
0	300	0	0	23640	23040	0	0	0	0	0	1	0	0	0	0	33	0	1	0	1	2	6	0	0	0	4	300
0	0	140	5	16405	0	15200	0	0	0	0	0	0	1	0	0	33	0	1	0	1	2	5	1	0	0	4	135
0	0	0	5	19965	0	19000	0	0	0	0	0	0	1	0	0	55	0	1	0	0	0	3	1	0	0	4	-5
0	0	0	5	16805	1800	13800	0	0	0	0	1	0	0	0	0	55	0	1	0	0	0	5	0	1	0	4	-5
0	0	0	5	26715	19200	5730	0	0	0	0	0	0	0	0	0	61	0	1	0	0	1	4	0	0	0	4	-5
0	0	137	0	21064	20200	0	0	0	0	0	1	0	0	0	0	32	0	1	0	3	1	6	0	0	0	4	137
0	0	0	0	22738	21600	0	0	0	0	0	0	0	0	1	0	31	0	1	1	3	1	7	0	0	0	4	0
0	0	305	60	33660	32400	0	0	0	0	0	0	0	1	0	0	37	0	1	0	0	3	6	0	0	0	4	245
0	500	700	0	23720	0	23000	0	0	0	0	1	0	0	0	0	67	0	1	0	0	0	3	0	0	0	4	1200
0	0	630	5	31471	23600	0	0	0	0	0	0	0	1	0	0	54	0	1	0	0	0	3	0	0	0	4	625
0	0	0	5	24285	16800	7000	0	0	0	0	1	0	0	0	0	44	0	1	0	0	1	3	1	0	0	4	-5
0	0	220	10	35450	34800	0	0	0	9000	0	0	0	0	0	0	76	0	1	0	1	0	6	0	1	0	4	210
0	0	820	0	15052	14400	0	0	0	0	0	1	0	0	0	0	33	0	1	0	1	0	3	0	0	0	4	820
0	0	0	0	22800	14400	7800	0	0	0	0	0	0	0	1	0	36	0	1	0	0	0	2	1	0	0	4	0
0	6000	500	0	9900	0	9300	0	0	0	0	1	0	0	0	0	46	1	0	0	1	1	4	0	0	0	4	6500
0	0	0	20	42620	36000	6000	0	0	0	0	0	0	0	1	0	32	0	1	0	2	0	4	1	0	0	4	-20
3000	0	4594	0	26572	25920	0	0	0	0	0	0	1	0	0	0	52	1	0	0	0	1	5	0	1	0	4	7594
0	0	200	0	15160	14800	0	0	0	0	0	0	0	1	0	0	38	0	1	0	1	3	6	0	0	0	4	200
0	0	160	0	64600	64000	0	0	0	0	0	0	0	0	0	1	29	0	1	0	1	0	3	1	0	0	4	160
0	0	314	0	14809	14400	0	0	0	0	0	0	0	1	0	0	28	0	1	1	2	0	5	0	0	0	4	314
0	0	97	50	24988	0	23318	0	0	0	0	0	0	0	0	0	65	0	1	0	0	1	4	0	0	0	4	47
0	0	0	100	54800	47400	6100	0	0	0	0	1	0	0	0	0	60	0	1	0	2	2	11	0	0	0	4	-100
0	0	0	100	36660	35600	0	0	0	0	0	0	0	1	0	0	41	0	1	0	0	2	4	1	0	0	4	-100
24000	0	1884	0	16100	14900	0	0	0	0	0	0	0	1	0	0	22	0	0	0	0	2	6	0	0	0	4	25884
0	0	0	0	24100	0	23370	0	0	0	0	0	1	0	0	0	34	0	1	0	0	3	6	0	0	0	4	0
0	0	0	200	38950	38150	0	0	0	0	0	1	0	0	0	0	40	0	1	0	0	1	5	1	0	0	4	-200
0	0	0	400	41300	26100	13600	0	0	0	0	0	0	0	0	0	64	0	1	0	1	1	6	0	0	0	4	-400
38000	0	3122	300	8263	0	6162	0	0	0	0	0	0	0	0	0	62	0	1	0	0	1	6	1	0	0	4	40822
0	0	0	150	97890	96600	0	0	0	0	0	0	1	0	0	0	47	0	1	0	0	3	7	0	0	0	4	-150
0	0	61	672	25612	9640	12900	0	0	0	0	0	0	0	0	0	59	0	1	0	0	0	5	0	0	0	4	-611
0	0	0	0	30986	29900	0	0	0	0	0	0	1	0	0	0	50	0	1	0	0	1	7	0	1	0	4	0
0	0	0	0	35422	33870	0	0	0	0	0	1	0	0	0	0	51	0	1	0	2	0	7	0	0	0	4	0
0	0	31	0	11337	10415	0	0	0	0	0	0	0	0	0	0	42	1	0	0	0	1	3	0	1	0	4	31
0	0	36	0	36120	33440	0	0	0	0	0	0	0	0	0	0	44	0	1	0	0	4	8	1	0	0	4	36
0	0	175	0	28187	10000	17175	0	0	0	0	0	0	1	0	0	43	1	0	0	1	2	7	0	0	0	4	175
0	0	40	0	19630	18320	0	0	0	0	0	0	0	0	0	0	53	1	0	0	2	0	5	0	1	0	4	40
0	0	0	0	18240	17280	0	0	0	0	0	0	0	1	0	0	47	1	0	0	0	0	2	0	0	0	4	0
9000	0	0	0	31980	30780	0	0	0	0	0	0	0	1	0	0	50	0	1	0	4	0	7	0	0	0	4	9000
0	0	0	0	32755	31600	0	0	0	0	0	0	1	0	0	0	43	0	1	0	0	2	6	0	0	0	4	0
0	0	0	0	52616	50980	0	0	0	0	0	0	0	1	0	0	45	0	1	0	2	2	9	0	0	0	4	0
0	0	162	0	24640	23680	0	0	0	0	0	0	0	0	1	0	60	0	1	0	1	0	3	0	0	0	4	162
0	0	1200	450	52080	50150	0	0	0	0	0	0	0	0	0	1	31	0	1	1	3	0	6	0	0	0	4	750
0	150	188	370	32122	30500	0	0	0	0	0	0	0	0	0	1	30	0	1	0	2	1	5	1	1	0	4	-32
0	0	0	150	22780	20590	0	0	0	0	0	1	0	0	0	0	36	0	1	0	0	3	5	0	0	0	4	-150
0	0	0	100	21250	18750	0	0	0	0	0	0	0	1	0	0	28	0	1	0	2	1	5	0	0	0	4	-100
0	0	0	150	42140	18000	23030	0	0	0	0	0	0	1	0	0	45	0	1	0	0	3	9	1	0	0	4	-150
0	0	350	95	42413	0	36318	0	0	0	0	0	1	0	0	0	40	0	1	0	0	2	6	0	0	0	4	255
0	0	850	0	35060	0	35060	0	0	0	0	0	0	1	0	0	33	0	1	1	1	0	4	0	0	0	4	850
0	0	566	200	65780	59080	0	0	150	0	0	0	1	0	0	0	58	0	1	0	0	0	6	0	0	0	4	366
0	0	0	568	50281	20300	24349	0	0	0	0	0	0	0	0	0	50	0	1	0	0	0	8	0	0	0	4	-568
0	0	0	200	24472	13000	6472	0	0	0	0	0	0	0	0	0	52	0	1	0	0	1	4	0	0	0	4	-200
0	0	535	380	62530	57620	0	0	0	0	0	0	0	0	0	0	58	0	1	0	0	1	8	0	0	0	4	155
0	100	1050	75	31035	24960	0	0	0	0	0	0	0	0	1	0	38	0	1	0	2	2	6	0	0	0	4	1075
0	2000	1315	450	37058	21000	10208	0	0	0	0	0	0	0	0	0	41	0	1	0	2	1	5	1	0	0	4	2865
300	0	650	70	41930	34600	0	0	0	0	0	0	0	0	0	0	66	0	1	0	0	0	5	0	1	0	4	880
0	0	1450	45	32025	28680	0	0	0	0	0	0	0	0	0	0	57	1	0	0	0	2	7	0	0	0	4	1405
0	0	3250	100	132520	36700	83570	0	2550	0	0	0	0	1	0	0	48	0	1	0	0	0	5	0	0	0	4	3150
0	0	14834	100	111100	36700	68300	0	0	0	0	0	0	0	0	0	48	1	0	0	0	0	6	0	0	0	4	14734
0	500	3262	120	40995	39140	0	0	0	0	0	0	0	0	0	0	28	0	1	0	1	0	3	1	0	0	4	3642
0	0	1244	75	47183	46508	0	0	0	0	0	0	0	0	0	0	27	1	0	0	1	0	4	0	0	0	4	1169
11000	0	777	550	57080	0	40080	0	6850	45000	0	0	0	0	0	1	74	0	1	0	0	0	7	1	1	0	4	11227
0	3500	1548	2114	34535	0	31700	0	0	0	0	0	1	0	0	0	26	0	1	0	2	0	4	0	0	0	4	2934
0	0	50	55	24215	0	23560	0	0	0	0	0	0	0	0	0	48	1	0	0	0	0	1	0	0	0	4	-5
24000	0	950	150	81100	0	71350	0	0	0	0	0	0	0	0	0	43	0	1	0	0	1	6	0	0	0	4	24800
0	2000	0	0	33620	16900	9400	0	0	0	0	0	0	0	0	0	86	0	1	0	0	0	3	1	1	0	4	2000
32400	0	0	0	10243	0	0	0	2083	0	0	0	0	1	0	0	43	0	1	0	0	1	5	0	1	0	4	32400
63700	0	2050	300	32335	0	25320	0	715	0	0	0	0	1	0	0	31	0	1	0	2	0	4	1	0	0	4	65450
12000	0	0	50	24620	0	18570	0	0	0	0	0	0	0	0	0	64	0	0	0	0	2	7	0	0	0	4	11950
0	0	0	300	43259	39359	0	0	0	0	0	0	0	0	0	1	28	0	1	0	2	0	4	1	0	0	4	-300
0	2000	0	25	21425	19000	0	0	0	0	0	1	0	0	0	0	31	0	1	0	1	0	3	0	0	0	4	1975
0	0	0	150	32850	25500	0	0	0	0	0	0	0	0	1	0	40	1	0	0	0	2	4	0	0	0	4	-150
0	0	0	250	50050	41400	0	0	0	0	0	0	0	0	1	0	64	1	0	0	1	0	7	0	1	0	4	-250
0	0	0	300	47200	38500	0	0	0	0	0	0	0	0	0	1	31	0	1	0	3	0	5	0	0	0	4	-300
0	5500	0	100	30700	27000	0	0	0	0	0	0	1	0	0	0	42	0	1	0	0	2	6	0	0	0	4	5400
0	0	0	25	28525	22500	0	0	0	0	0	0	0	1	0	0	36	0	1	0	1	1	4	0	0	0	4	-25
0	1000	0	200	48790	19500	23090	0	0	0	0	0	0	1	0	0	42	0	1	0	0	2	6	0	0	0	4	800
0	0	0	0	30000	24000	0	0	0	0	0	0	0	0	1	0	36	0	1	0	0	2	4	0	0	0	4	0
0	0	0	190	49371	43181	0	0	0	0	0	0	0	0	1	0	47	0	1	0	0	2	4	1	0	0	4	-190
0	0	0	230	47289	41059	0	0	0	0	0	0	0	0	0	1	31	0	1	0	2	0	4	1	0	0	4	-230
7200	0	0	75	14475	12600	0	0	0	0	0	1	0	0	0	0	31	0	1	0	2	2	6	0	0	0	4	7125
0	0	0	250	45016	37566	0	0	0	0	0	0	0	0	0	1	39	0	1	0	1	2	5	0	0	0	4	-250
4000	0	0	0	52232	25920	8912	9600	0	0	0	0	0	0	0	0	60	1	0	0	0	0	3	0	1	0	4	4000
0	0	600	0	27425	0	22025	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	3	0	0	0	4	600
0	7200	480	0	24080	18080	0	0	0	0	0	0	0	0	1	0	34	0	1	0	2	1	5	0	0	0	4	7680
60000	0	0	0	44200	34600	0	0	0	0	0	0	0	0	0	1	39	1	1	0	1	2	4	0	0	1	4	60000
48000	0	0	0	8400	0	0	0	0	0	0	0	0	1	0	0	49	1	1	0	1	0	3	0	1	1	4	48000
0	4800	0	0	47040	42240	0	0	0	0	0	1	0	0	0	0	40	0	1	0	0	2	6	1	0	0	4	4800
0	0	480	0	33570	0	29970	0	0	0	0	1	0	0	0	0	36	1	0	0	0	2	4	0	0	0	4	480
0	0	0	0	40320	37440	0	0	0	0	0	0	0	0	0	0	67	1	0	0	1	2	7	0	1	0	4	0
0	0	0	0	60600	54600	0	0	0	0	0	0	0	0	0	1	30	0	1	0	0	0	3	0	0	0	4	0
36000	0	0	0	25600	20800	0	0	0	0	0	0	0	1	0	0	23	0	0	0	0	0	3	0	0	0	4	36000
30000	0	0	0	6000	0	0	0	0	0	0	1	0	0	0	0	69	1	0	0	0	0	1	0	1	0	4	30000
0	0	0	0	66350	60350	0	0	0	0	0	0	0	0	0	0	70	0	1	1	0	0	8	0	1	0	4	0
4500	2400	7	0	16240	16200	0	0	0	0	0	0	0	0	1	0	36	0	1	0	0	2	4	0	0	0	4	6907
0	0	14	300	136150	131450	0	0	0	0	0	0	0	1	0	0	56	0	1	0	0	3	12	0	0	0	4	-286
0	0	20	150	39362	35560	0	0	0	6000	0	0	0	1	0	0	57	0	1	0	0	0	7	0	1	0	4	-130
0	4000	1135	0	18640	15640	0	0	0	0	0	0	0	1	0	0	35	0	1	0	1	5	8	0	0	0	4	5135
0	0	120	0	41537	37930	0	0	0	0	0	0	0	1	0	0	52	0	1	0	0	0	3	0	0	0	4	120
0	0	0	50	30270	27820	0	0	0	0	0	0	0	1	0	0	32	0	1	0	2	1	5	0	0	0	4	-50
0	0	136	300	80854	65400	8824	0	0	0	0	0	1	0	0	0	49	0	1	0	1	2	10	0	0	0	4	-164
52200	0	1770	500	2300	0	0	0	0	0	0	0	0	1	0	0	30	1	1	0	1	4	6	0	1	1	4	53470
0	0	0	0	29500	27700	0	0	0	0	0	0	0	1	0	0	26	0	1	0	3	0	5	0	0	0	4	0
0	0	40	150	24072	20000	0	0	0	0	0	0	0	0	1	0	35	0	1	0	1	1	4	0	0	0	4	-110
40000	0	884	550	7606	0	3456	0	0	0	0	0	0	0	0	0	63	0	1	0	0	0	5	0	0	0	4	40334
0	0	468	0	31972	31920	0	0	0	0	0	1	0	0	0	0	44	0	1	0	3	4	10	0	0	0	4	468
0	0	790	100	26864	25400	0	0	0	0	0	0	0	0	0	0	52	0	1	0	0	0	5	0	0	0	4	690
0	1500	0	100	48835	16600	31100	0	0	0	0	0	0	0	0	0	36	0	1	0	2	4	8	1	0	0	4	1400
0	1000	2041	0	31725	0	30980	0	0	0	0	0	1	0	0	0	31	0	1	0	2	0	4	0	0	0	4	3041
12000	0	0	200	59400	53200	0	0	0	0	0	0	0	0	0	0	58	0	1	0	1	1	8	0	1	0	4	11800
0	0	0	0	23890	22940	0	0	0	0	0	0	0	0	0	0	66	1	0	0	0	0	3	0	1	0	4	0
144000	0	2510	200	11550	0	0	0	5350	0	0	0	0	0	0	0	61	1	0	0	1	3	5	0	1	0	4	146310
39800	0	0	380	7580	0	0	0	0	0	0	0	0	0	1	0	39	0	1	0	1	1	4	0	1	0	4	39420
0	0	0	100	58260	54560	0	0	0	0	0	0	0	0	0	0	51	0	1	0	0	1	6	0	0	0	4	-100
0	0	0	140	177420	177280	0	0	0	0	0	0	0	0	1	0	28	0	1	0	1	1	5	1	0	0	4	-140
0	0	0	3820	119743	82760	25963	0	0	0	0	0	0	0	0	0	65	0	1	0	0	0	9	0	0	0	4	-3820
14000	0	1300	0	36540	34320	0	0	0	0	0	0	1	0	0	0	46	0	1	0	0	3	7	1	0	0	4	15300
0	0	112	700	80700	73900	0	0	0	0	0	0	0	0	0	1	56	0	1	0	0	0	3	0	0	0	4	-588
0	0	0	75	90895	87220	0	0	0	0	0	0	0	0	0	0	54	0	1	0	0	1	6	0	0	0	4	-75
24000	0	0	0	111630	102030	0	0	0	0	0	0	0	0	1	0	75	0	1	0	1	0	8	0	1	0	4	24000
48000	0	0	0	34800	27300	0	0	300	0	0	0	0	1	0	0	33	0	1	0	2	2	6	0	0	0	4	48000
0	1000	0	0	39840	39840	0	0	0	0	0	1	0	0	0	0	28	0	1	0	2	0	4	1	0	0	4	1000
72000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	51	1	1	0	0	0	3	0	1	1	4	72000
48000	0	2800	0	5600	0	0	0	0	12000	0	1	0	0	0	0	75	1	0	0	0	0	1	0	1	0	4	50800
48000	0	0	0	15900	0	9900	0	0	0	0	0	0	1	0	0	37	1	1	0	0	3	4	0	0	1	4	48000
0	5000	480	0	37200	32400	0	0	0	0	0	1	0	0	0	0	52	0	1	0	0	2	6	0	0	0	4	5480
48000	0	0	0	19085	0	11885	0	0	0	0	1	0	0	0	0	30	1	1	0	1	2	4	0	0	1	4	48000
0	0	240	0	19807	0	19447	0	0	0	0	0	0	0	0	0	26	0	1	0	0	0	3	0	0	0	4	240
0	0	0	0	27600	21600	0	0	0	23520	0	0	0	0	0	1	65	0	1	0	0	0	3	0	1	0	4	0
0	0	0	0	49400	44600	0	0	0	0	0	0	0	0	1	0	28	0	1	0	1	0	3	1	0	0	4	0
60000	0	0	0	9600	0	0	0	0	0	0	0	0	0	0	1	79	1	0	0	1	0	3	0	1	0	4	60000
0	600	1247	0	67440	19440	0	0	0	0	0	0	0	1	0	0	43	0	1	0	0	0	6	0	0	0	4	1847
0	0	0	0	54200	0	45800	0	0	0	0	0	0	1	0	0	53	1	0	0	0	3	6	0	0	0	4	0
49000	0	1612	3000	6000	0	0	0	0	0	0	0	1	0	0	0	39	1	1	0	0	1	4	0	1	1	4	47612
0	0	350	1500	63540	54840	0	0	0	0	0	1	0	0	0	0	49	0	1	0	0	2	6	0	0	0	4	-1150
0	750	595	800	45050	33450	0	4800	0	0	0	0	0	1	0	0	40	0	1	0	0	3	5	0	0	0	4	545
0	400	145	500	38160	0	19660	0	0	0	0	0	0	0	0	1	35	0	1	0	1	1	4	0	0	0	4	45
0	0	0	0	22020	12960	7200	0	0	0	0	0	1	0	0	0	35	0	1	0	1	2	5	0	0	0	4	0
0	360	611	0	47909	31460	12849	0	0	0	0	1	0	0	0	0	48	0	1	0	0	2	7	1	0	0	4	971
0	0	120	0	18467	0	17242	0	0	0	0	1	0	0	0	0	44	0	1	0	0	0	2	0	0	0	4	120
0	300	190	0	36364	28344	7358	0	0	0	0	0	0	0	0	0	49	0	1	0	2	2	10	1	0	0	4	490
0	400	70	3500	50670	38950	8220	0	0	0	0	0	0	1	0	0	35	0	1	0	2	0	5	1	0	0	4	-3030
12000	3300	132	1800	8830	0	2230	0	0	14400	0	0	0	0	1	0	42	1	1	0	0	1	2	0	0	1	4	13632
0	250	320	0	54950	10800	21950	14400	0	0	0	0	0	0	0	0	56	0	1	0	0	1	7	0	1	0	4	570
36000	400	2856	0	58150	58150	0	0	0	0	0	0	0	1	0	0	42	0	1	0	0	3	7	0	0	0	4	39256
0	500	251	850	59860	0	46860	0	0	0	0	0	0	1	0	0	37	0	1	0	2	0	5	0	0	0	4	-99
50400	0	0	158	12158	0	0	0	0	0	0	0	1	0	0	0	43	1	0	0	0	0	2	0	1	0	4	50242
0	0	0	0	36900	27300	0	0	0	0	0	1	0	0	0	0	72	0	1	0	0	1	5	0	1	0	4	0
0	0	0	0	73774	25500	36274	0	0	0	0	0	0	0	0	0	67	0	1	0	1	0	10	0	0	0	4	0
0	0	19	100	26150	21250	0	0	0	0	0	0	0	1	0	0	54	0	1	0	0	0	4	0	0	0	4	-81
0	0	0	50	23450	19200	0	0	0	0	0	0	0	1	0	0	36	0	1	0	1	1	4	0	0	0	4	-50
0	500	0	0	18300	13500	0	0	0	0	0	0	0	1	0	0	45	0	1	0	1	3	6	1	0	0	4	500
0	0	0	0	23952	14826	0	0	0	0	0	1	0	0	0	0	41	0	1	0	1	2	5	0	0	0	4	0
0	0	0	0	17140	16420	0	0	0	0	0	1	0	0	0	0	37	0	1	0	1	2	5	0	0	0	4	0
55000	0	0	0	44200	26200	0	0	0	0	0	0	0	1	0	0	44	0	1	0	0	1	6	0	0	0	4	55000
0	0	0	0	128610	0	104610	0	0	0	0	0	0	0	0	1	50	0	1	0	0	1	5	0	0	0	4	0
0	0	0	0	29200	19600	0	0	0	0	0	0	0	1	0	0	33	0	1	1	1	0	4	1	0	0	4	0
0	0	0	0	34700	34700	0	0	0	0	0	0	0	0	1	0	36	0	1	0	1	2	6	0	0	0	4	0
0	0	0	0	30650	0	27050	0	0	0	0	1	0	0	0	0	40	0	1	0	1	2	6	0	0	0	4	0
0	0	0	0	42220	42220	0	0	0	0	0	0	0	0	1	0	30	0	1	0	1	0	3	0	0	0	4	0
0	0	195	0	13010	10010	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	2	0	1	0	4	195
0	950	0	0	12660	11700	0	0	0	0	0	0	0	0	0	0	30	0	1	0	2	0	4	0	0	0	4	950
14100	0	0	0	24000	0	0	0	0	10400	0	0	0	1	0	0	63	0	1	0	0	0	3	0	1	0	4	14100
0	0	87	500	98500	74000	0	0	0	0	0	0	0	0	0	1	39	0	1	0	0	3	5	1	0	0	4	-413
0	0	0	0	14202	13560	0	0	0	0	0	1	0	0	0	0	59	0	1	0	1	2	5	1	0	0	4	0
0	0	0	0	30220	0	24220	0	0	0	0	1	0	0	0	0	38	0	0	0	0	3	4	0	0	0	4	0
0	0	0	0	17480	0	16520	0	0	0	0	0	0	0	0	0	29	0	1	0	2	0	4	0	0	0	4	0
0	8000	0	0	41180	35180	0	0	0	0	0	0	0	1	0	0	50	0	1	0	0	2	7	0	0	0	4	8000
0	0	0	0	85500	67500	0	0	0	0	0	0	0	0	0	1	38	0	1	0	2	0	4	1	0	0	4	0
36000	0	0	0	24000	0	0	0	0	0	0	0	0	0	1	0	37	1	1	0	2	1	4	0	1	1	4	36000
0	0	0	0	22070	0	22070	0	0	0	0	0	0	0	1	0	25	0	1	0	2	0	4	0	0	0	4	0
24000	0	0	0	9600	0	0	0	0	0	0	0	0	0	1	0	35	1	1	0	0	1	2	0	1	1	4	24000
0	0	0	0	59080	14400	30280	0	0	0	0	0	0	1	0	0	36	0	1	0	1	2	7	0	0	0	4	0
0	0	0	0	21720	17280	0	0	0	0	0	0	0	0	0	0	43	0	1	0	0	2	4	0	0	0	4	0
0	0	0	0	42370	0	27970	0	0	0	0	0	0	1	0	0	31	0	1	0	1	2	5	0	0	0	4	0
15000	0	0	0	21600	7200	0	0	0	0	0	0	0	0	0	1	21	0	1	0	0	0	2	0	0	0	4	15000
0	500	0	0	47400	47400	0	0	0	0	0	0	0	1	0	0	32	0	1	0	2	3	7	0	0	0	4	500
0	0	160	0	90800	87200	0	0	0	0	0	0	0	0	1	0	66	0	1	0	0	0	4	0	1	0	4	160
0	0	0	0	63300	57300	0	0	0	0	0	0	0	0	0	1	40	0	1	0	0	2	6	1	0	0	4	0
0	450	500	0	138600	133800	0	0	0	0	0	0	0	0	0	1	35	0	1	0	2	3	7	1	0	0	4	950
0	900	5	1500	78286	67186	0	0	0	10800	0	0	0	0	0	1	76	0	1	0	2	1	7	0	1	0	4	-595
0	0	187	0	33600	30000	0	0	0	0	0	0	0	0	1	0	50	0	1	0	0	2	6	0	0	0	4	187
0	0	0	800	70800	66400	0	0	0	0	0	0	0	1	0	0	54	0	1	0	0	2	9	0	0	0	4	-800
2000	500	160	650	54182	53532	0	0	0	0	0	0	0	0	0	1	40	0	1	0	1	2	5	1	0	0	4	2010
0	8500	120	0	68100	59700	0	0	0	0	0	0	0	0	0	1	42	1	0	0	1	1	4	0	0	0	4	8620
6000	250	150	0	29650	17650	0	0	0	0	0	0	0	1	0	0	65	0	1	0	1	0	5	0	1	0	4	6400
0	0	0	0	26606	0	23006	0	0	0	0	0	0	1	0	0	39	0	1	0	0	0	2	0	0	0	4	0
0	400	0	3000	66900	59100	0	0	0	4800	0	0	0	0	1	0	67	0	0	0	2	0	6	0	1	0	4	-2600
6400	0	0	400	38680	34080	0	0	0	0	0	0	0	1	0	0	45	0	1	0	1	3	8	0	0	0	4	6000
24000	0	0	0	19840	16240	0	0	0	0	0	0	0	0	0	0	63	0	1	0	1	2	6	0	0	0	4	24000
84000	0	0	0	7200	0	0	0	0	0	0	0	1	0	0	0	51	1	1	0	0	1	4	0	1	1	4	84000
0	0	0	0	50900	44900	0	0	0	0	0	0	0	0	1	0	34	0	1	0	1	1	4	1	0	0	4	0
0	0	140	0	34640	32240	0	0	0	0	0	0	0	0	0	0	31	0	1	1	0	0	3	1	0	0	4	140
0	0	0	0	43600	40000	0	0	0	0	0	0	1	0	0	0	36	0	1	0	1	2	6	0	0	0	4	0
0	0	0	0	122966	113366	0	0	0	0	0	0	0	1	0	0	27	0	1	1	0	0	7	0	0	0	4	0
0	0	0	0	74800	71800	0	0	0	6000	0	1	0	0	0	0	58	0	1	0	0	0	9	0	1	0	4	0
0	0	550	0	109400	99800	0	0	0	6000	0	0	0	1	0	0	66	0	1	0	0	0	6	0	1	0	4	550
48000	0	0	0	8400	0	0	0	0	12000	0	1	0	0	0	0	74	1	0	0	0	0	3	0	1	0	4	48000
0	6000	0	0	38100	32100	0	0	0	0	0	0	0	1	0	0	40	0	1	0	0	3	5	0	0	0	4	6000
0	0	0	0	161040	149040	0	0	0	6000	0	0	1	0	0	0	70	1	0	0	2	3	13	0	1	0	4	0
0	0	0	0	79800	72000	0	0	0	0	0	0	0	1	0	0	59	0	1	1	2	0	7	0	0	0	4	0
0	0	360	50	27586	0	26816	0	0	0	0	0	0	1	0	0	42	0	1	0	1	1	8	0	0	0	4	310
0	0	0	0	50200	39400	0	0	0	0	0	0	0	0	1	0	53	0	1	0	0	0	5	0	0	0	4	0
0	4000	0	0	17400	17400	0	0	0	0	0	0	0	1	0	0	33	0	1	1	1	0	4	0	0	0	4	4000
0	0	1040	600	24919	0	24319	0	0	0	0	0	0	0	1	0	35	0	0	0	0	0	1	0	0	0	4	440
12000	0	1302	0	30460	14740	0	10200	0	0	0	0	1	0	0	0	71	0	0	0	0	1	5	0	1	0	4	13302
0	1500	1270	0	27500	23900	0	0	0	0	0	0	0	1	0	0	35	0	1	0	0	1	5	0	0	0	4	2770
0	5200	30	0	53391	33750	12336	0	105	0	0	1	0	0	0	0	56	0	1	0	0	3	8	1	0	0	4	5230
0	150	260	0	28130	23330	0	0	0	0	0	1	0	0	0	0	66	0	1	0	1	0	6	1	1	0	4	410
0	650	1150	4500	153432	93700	37232	0	0	0	0	0	0	0	1	0	59	0	1	0	1	0	6	0	0	0	4	-2700
0	0	210	0	39794	32594	0	0	0	0	0	0	0	1	0	0	56	0	0	0	0	0	3	0	0	0	4	210
0	350	230	1200	52050	42200	0	0	0	0	0	1	0	0	0	0	56	0	1	0	0	3	7	0	0	0	4	-620
0	0	0	0	25986	0	25700	0	0	0	0	0	0	0	0	0	42	0	1	0	0	1	4	0	0	0	4	0
0	0	0	0	54220	44620	0	0	0	0	0	1	0	0	0	0	45	0	1	0	0	0	6	0	0	0	4	0
0	19000	0	1500	69895	49895	0	0	500	0	0	0	0	0	0	1	32	0	0	0	0	2	3	0	0	0	4	17500
0	6750	0	0	29280	29280	0	0	0	0	0	0	0	1	0	0	42	0	1	0	2	2	7	0	0	0	4	6750
3000	250	1767	0	34945	15600	13250	0	50	0	0	0	0	0	0	0	66	1	0	0	0	0	3	0	1	0	4	5017
0	8000	1471	0	35650	0	35100	0	550	0	0	0	0	0	1	0	31	0	1	0	2	0	4	0	0	0	4	9471
