year	emp	wage	cap	indoutpt	n	w	k	ys	id
1982	16.83	20.706301	5.0098	99.380699	2.823163	3.0304379	1.611396	4.598958	84
1976	32.547001	16.868999	10.356	93.833298	3.4826853	2.8254776	2.3375661	4.5415196	85
1977	30.806	17.441601	9.3943005	97.099998	3.4277096	2.8588581	2.2401032	4.5757413	85
1978	30.379	17.785601	8.6499004	101.8	3.4137516	2.8783891	2.1575477	4.6230102	85
1979	30.533001	18.0352	9.3559999	102.2667	3.418808	2.8923254	2.2360179	4.627584	85
1980	29.882999	17.8783	8.5179996	100.3667	3.3972898	2.8835876	2.1421816	4.6088305	85
1981	25.172001	17.9781	6.6585999	94.916702	3.2257323	2.8891544	1.8959092	4.5529995	85
1982	22.833	18.004	5.7508998	97.483299	3.128207	2.890594	1.7493563	4.5796809	85
1976	98.259003	16.783501	34.172501	94.665703	4.5876069	2.8203962	3.5314212	4.5503516	86
1977	99.198997	15.3535	32.365398	96.389999	4.5971279	2.7313435	3.4770899	4.5684023	86
1978	100.415	18.8764	31.8627	98.607803	4.6093116	2.9379125	3.461436	4.5911503	86
1979	108.562	15.37	31.789801	100.3584	4.6873212	2.7324176	3.4591455	4.608748	86
1980	106.565	15.9282	47.107899	100.1834	4.6687551	2.7680912	3.8524406	4.6070027	86
1981	103.129	17.128599	44.352699	98.674301	4.6359806	2.8407495	3.7921736	4.5918245	86
1982	99.202003	17.187799	38.2799	99.380699	4.5971584	2.8441999	3.6449249	4.598958	86
1976	69.900002	29.4851	10.2804	116.4	4.2470655	3.3838851	2.3302393	4.7570324	87
1977	39.200001	24.5453	9.3889999	115.7	3.6686769	3.2005203	2.2395387	4.7510004	87
1978	41.400002	24.040199	10.1128	112.8	3.7232809	3.1797273	2.313802	4.7256165	87
1979	43	23.2321	10.8523	108.9	3.7612002	3.145535	2.384377	4.6904302	87
1980	39.5	24.538401	10.4247	100	3.6763008	3.2002392	2.344178	4.6051702	87
1981	35.799999	24.5758	10.1215	89.199997	3.5779479	3.2017622	2.314662	4.490881	87
1982	32.400002	26.1768	9.5382996	90.5	3.4781585	3.2648735	2.2553153	4.5053496	87
1976	7.4770002	33.563599	2.7620001	110.1	2.0118318	3.513442	1.0159551	4.7013888	88
1977	8.323	33.152901	2.8885	109.2	2.1190228	3.5011301	1.0607374	4.693181	88
1978	8.6219997	33.566799	2.8583	111.9	2.1543171	3.5135374	1.050227	4.7176056	88
1979	9.1350002	30.553801	2.0606999	111	2.2121131	3.4194891	.72304571	4.7095304	88
1980	8.6730003	29.007	2.1535001	100	2.1602149	3.3675373	.76709443	4.6051702	88
1981	7.244	31.325399	1.8362	89	1.9801736	3.4444292	.6076982	4.4886365	88
1982	7.3299999	31.6392	1.7845	90.900002	1.9919755	3.454397	.57913828	4.5097599	88
1976	1.11	32.797901	.77920002	110.1	.10436003	3.4903646	-.2494875	4.7013888	89
1977	1.3380001	30.4289	.89700001	109.2	.29117599	3.4153929	-.1086994	4.693181	89
1978	1.33	31.576599	1.2879	111.9	.28517899	3.4524164	.25301296	4.7176056	89
1979	1.317	28.063101	1.6173	111	.27535644	3.3344555	.4807581	4.7095304	89
1980	1.341	27.281099	1.4548	100	.29341558	3.3061941	.37486845	4.6051702	89
1981	1.357	28.4697	1.3437001	89	.30527636	3.3488405	.29542705	4.4886365	89
1982	1.3	27.8811	1.0519	90.900002	.26236424	3.327949	.050598081	4.5097599	89
1976	11.94	45.2318	6.3813	110.05	2.4798942	3.8118005	1.8533719	4.7009349	90
1977	11.703	33.733398	6.5955	109.425	2.4598453	3.5184884	1.8863876	4.6952395	90
1978	10.977	24.428301	7.6652002	111.225	2.3958023	3.1957424	2.0366907	4.711555	90
1979	10.304	17.6434	7.6837001	111.225	2.3325322	2.8703618	2.0391011	4.711555	90
1980	11.795	24.7502	7.3811998	102.75	2.4676757	3.2088337	1.9989362	4.6322989	90
1981	10.806	25.315001	6.7985001	91.75	2.3801014	3.2313972	1.916702	4.5190673	90
1982	10.467	26.4062	6.4828	90.425003	2.3482275	3.2735989	1.8691525	4.5045209	90
1976	.236	31.7209	.070500001	104.7664	-1.4439235	3.4569757	-2.6521425	4.6517329	91
1977	.248	29.5571	.0748	107.4791	-1.3943266	3.3863239	-2.5929375	4.6772966	91
1978	.244	30.2876	.070500001	108.9188	-1.4105871	3.4107385	-2.6521425	4.6906028	91
1979	.23800001	31.3887	.066399999	111.5591	-1.4354845	3.4464481	-2.7120583	4.7145543	91
1980	.227	28.158899	.069899999	100	-1.4828053	3.3378634	-2.6606896	4.6051702	91
1981	.18700001	29.461599	.055199999	99.3965	-1.6766466	3.3830876	-2.8967924	4.5991168	91
1982	.178	31.5145	.0603	99.293098	-1.7259717	3.4504478	-2.8084233	4.5980759	91
1976	.287	21.2411	.0515	94.533302	-1.248273	3.055938	-2.9661734	4.5489521	92
1977	.33700001	20.240801	.055199999	95	-1.0876724	3.0077004	-2.8967924	4.5538769	92
1978	.28799999	22.959101	.035100002	99.400002	-1.2447948	3.1337144	-3.3495541	4.5991521	92
1979	.154	23.6096	.0119	102.4667	-1.8708026	3.1616535	-4.4312167	4.6295381	92
1980	.162	23.339701	.017100001	101.4667	-1.820159	3.1501558	-4.0686769	4.6197305	92
1981	.152	24.7467	.0176	97.966698	-1.8838748	3.2086921	-4.0398564	4.5846276	92
1982	.131	25.7297	.015	95.333298	-2.032558	3.2476459	-4.1997051	4.5573792	92
1977	74.661003	20.6721	27.0242	94.650002	4.3129578	3.028785	3.2967327	4.5501857	93
1978	75.087997	20.9398	27.5732	99	4.3186607	3.0416517	3.3168442	4.59512	93
1979	73.137001	21.4613	27.826599	102.5	4.2923346	3.0662513	3.3259923	4.6298628	93
1980	101.04	21.5776	36.750999	101.65	4.6155167	3.0716558	3.6041653	4.6215358	93
1981	90.893997	21.219601	31.716	98.474998	4.5096941	3.0549252	3.4568212	4.5898027	93
1982	78.083	22.6926	30.0867	94.974998	4.3577724	3.1220388	3.4040833	4.5536137	93
1983	73.558998	23.534401	28.705	100.775	4.2980876	3.1584632	3.3570714	4.6128902	93
1976	2.517	31.4967	.32749999	117.6	.92306769	3.4498827	-1.1162673	4.7672892	94
1977	2.517	28.2251	.34779999	115.875	.92306769	3.3402116	-1.0561277	4.752512	94
1978	2.5009999	27.801201	.3511	113.525	.91669065	3.3250792	-1.0466841	4.7320232	94
1979	2.398	26.7117	.38389999	109.875	.87463504	3.2851017	-.9573732	4.6993432	94
1980	2.312	26.123899	.39050001	102.225	.83811295	3.2628505	-.94032729	4.6271763	94
1981	1.928	25.926701	.35780001	91.900002	.65648317	3.2552733	-1.0277811	4.5207009	94
1982	1.6569999	28.877701	.2766	90.175003	.5050087	3.3630698	-1.2851828	4.5017524	94
1976	.95300001	26.133499	.32139999	126.7636	-.048140366	3.2632179	-1.1350689	4.8423238	95
1977	.94700003	24.080999	.32910001	128.3653	-.054456156	3.1814232	-1.1113936	4.8548799	95
1978	.92500001	23.9431	.37670001	124.4507	-.077961527	3.1756802	-.97630614	4.8239098	95
1979	1.074	26.5404	.44220001	125.2176	.071389996	3.2786682	-.81599301	4.8300529	95
1980	1.051	23.332701	.38510001	100	.049742091	3.1498559	-.95425224	4.6051702	95
1981	.93400002	28.928699	.278	97.430496	-.068278827	3.3648341	-1.2801342	4.5791392	95
1982	.87599999	28.888599	.25240001	96.679703	-.1323892	3.363447	-1.3767401	4.5714035	95
1976	51.395	22.839199	9.2438002	126.7636	3.9395409	3.1284783	2.223953	4.8423238	96
1977	51.490002	21.413	8.7651997	128.3653	3.9413877	3.0639982	2.1707892	4.8548799	96
1978	60.299999	23.093599	12.8005	124.4507	4.0993319	3.1395555	2.5494843	4.8239098	96
1979	59.5	25.8283	12.1624	125.2176	4.0859761	3.2514708	2.4983492	4.8300529	96
1980	50.299999	23.752701	11.0556	100	3.918005	3.1676962	2.4029372	4.6051702	96
1981	42.599998	25.834801	9.7608995	97.430496	3.7518542	3.2517223	2.2783844	4.5791392	96
1982	27.700001	27.842199	5.1662998	96.679703	3.3214324	3.3265529	1.6421567	4.5714035	96
1976	23.423	30.9571	3.6468	117.6	3.1537185	3.4326024	1.2938501	4.7672892	97
1977	23.566999	26.5777	3.8748	115.875	3.1598475	3.2800725	1.3544941	4.752512	97
1978	23.989	24.1514	4.3406	113.525	3.1775954	3.1843424	1.4680126	4.7320232	97
1979	23.347	23.2528	4.4106002	109.875	3.1504686	3.1464255	1.4840108	4.6993432	97
1980	22.597	24.5296	4.3723001	102.225	3.1178172	3.1998806	1.4752892	4.6271763	97
1981	17.405001	24.167801	3.6176	91.900002	2.8567576	3.1850212	1.2858108	4.5207009	97
1982	14.94	25.943899	2.8927	90.175003	2.7040422	3.2559364	1.0621903	4.5017524	97
1977	3.625	30.747101	3.066	127.164	1.2878543	3.4257958	1.1203737	4.8454776	98
1978	4.23	27.507601	3.5439	127.3866	1.442202	3.3144624	1.2652278	4.8472266	98
1979	4.1919999	28.126801	4.6374998	124.6424	1.4331779	3.3367229	1.5341754	4.825449	98
1980	4.165	34.055	4.9047999	118.9132	1.4267162	3.527977	1.5902143	4.7783937	98
1981	8.507	28.423401	6.2087002	99.357597	2.1408894	3.3472128	1.8259516	4.5987253	98
1982	7.7199998	33.678501	6.2589002	97.242798	2.0438144	3.5168598	1.8340045	4.5772109	98
1983	7.2210002	35.917	6.3804002	97.194397	1.9769934	3.5812106	1.8532308	4.5767131	98
1977	1.082	26.280899	.2225	104.5512	.078811198	3.2688425	-1.5028282	4.6496768	99
1978	1.085	24.9293	.2375	107.5437	.08158002	3.2160439	-1.4375876	4.6778975	99
1979	1.112	26.2064	.2669	110.0804	.10616019	3.2660036	-1.3208812	4.701211	99
1980	1.082	25.9102	.24879999	108.9509	.078811198	3.2546368	-1.3911059	4.6908975	99
1981	.91100001	25.9697	.1521	98.2966	-.093212366	3.2569304	-1.8832171	4.5879893	99
1982	.57200003	27.189899	.1287	92.593697	-.55861622	3.3028455	-2.050271	4.5282211	99
1983	.51999998	26.4638	.1103	91.5326	-.65392649	3.2757778	-2.2045515	4.516695	99
1977	4.5450001	19.990101	1.9634	127.6979	1.5140277	2.9952371	.67467767	4.8496671	100
1978	4.9169998	22.208599	2.0044999	126.0818	1.5926986	3.1004796	.69539464	4.8369308	100
1979	5.0679998	24.4737	1.5128	124.8981	1.6229463	3.1975992	.41396222	4.8274984	100
1980	5.717	21.7729	1.5108	110.5073	1.7434442	3.0806661	.41263932	4.7050815	100
1981	5.3330002	22.777599	1.4888	98.501099	1.673914	3.1257775	.39797047	4.5900679	100
1982	5.053	26.613501	1.3406	96.9925	1.6199821	3.2814186	.29311728	4.5746336	100
1983	5.7389998	28.148399	1.2453001	97.880699	1.747285	3.3374906	.2193765	4.5837493	100
1977	4.9759998	20.829399	.86089998	117.9279	1.6046263	3.0363655	-.14977694	4.7700734	101
1978	4.9970002	19.585699	.84009999	120.2607	1.6088377	2.9747996	-.17423436	4.7896619	101
1979	5.0619998	19.4888	.94370002	118.9515	1.6217617	2.96984	-.057946943	4.7787156	101
1980	5.0700002	19.6896	.99330002	113.406	1.6233408	2.9800906	-.0067225248	4.7309742	101
1981	4.4349999	18.663	.87830001	98.165497	1.4895276	2.926543	-.12976705	4.5866547	101
1982	3.4460001	22.705099	.78250003	92.314201	1.2372142	3.1225896	-.24526133	4.525198	101
1983	2.9649999	23.854601	.59469998	92.120697	1.086877	3.171977	-.51969826	4.5230994	101
1977	.60699999	27.964001	.26179999	105.4446	-.49922651	3.3309181	-1.3401744	4.658186	102
1978	.72299999	25.9473	.3328	107.839	-.32434607	3.2560675	-1.1002135	4.6806393	102
1979	.78299999	27.125401	.3829	109.5789	-.24462259	3.3004706	-.95998144	4.6966448	102
1980	.884	26.2789	.45989999	108.6693	-.12329821	3.2687664	-.77674621	4.6883092	102
1981	.88599998	26.058001	.43740001	99.849098	-.12103835	3.260325	-.82690716	4.6036601	102
1982	.91500002	29.4055	.41639999	99.370598	-.088831194	3.3811817	-.876109	4.5988564	102
1983	.98799998	29.6766	.51569998	101.243	-.012072606	3.3903589	-.66223013	4.6175237	102
1976	.465	21.559799	.0625	93.599998	-.76571786	3.0708303	-2.7725887	4.5390306	103
1977	.43099999	20.1996	.0748	97.800003	-.84164721	3.0056629	-2.5929375	4.5829248	103
1978	.463	18.800301	.082800001	102.6	-.77002823	2.9338729	-2.4913273	4.6308379	103
1979	.472	19.471901	.098399997	102.2	-.75077629	2.9689724	-2.3187146	4.6269317	103
1980	.45699999	19.6674	.1006	100	-.78307194	2.9789624	-2.296603	4.6051702	103
1981	.329	24.325899	.081699997	93.900002	-1.1116976	3.1915417	-2.5047014	4.5422306	103
1982	.296	19.645901	.071699999	98.199997	-1.2173958	2.9778688	-2.6352646	4.5870061	103
1977	1.388	17.587999	.5916	95.820999	.32786387	2.8672168	-.52492458	4.5624819	104
1978	1.457	17.589701	.60710001	97.565399	.37637955	2.8673136	-.49906173	4.580523	104
1979	1.607	17.7528	.66850001	99.733299	.47436908	2.8765433	-.40271887	4.6024995	104
1980	1.702	18.525101	.70779997	100.489	.53180403	2.9191265	-.34559375	4.6100483	104
1981	1.689	20.050301	.64990002	99.410797	.52413666	2.998244	-.43093675	4.5992608	104
1982	1.546	21.7813	1.5735	98.742699	.43567094	3.0810518	.45330247	4.5925174	104
1983	1.563	21.272699	1.3786	100.1189	.44660702	3.0574245	.3210685	4.6063585	104
1984	1.564	22.1724	1.2611001	101.2078	.44724664	3.0988483	.23198439	4.6171761	104
1977	.29100001	24.218201	.28799999	96.276199	-1.234432	3.1871045	-1.2447948	4.5672212	105
1978	.292	25.390699	.2721	98.3993	-1.2310015	3.2343829	-1.3015857	4.5890336	105
1979	.30500001	24.8706	.2701	100.2334	-1.1874435	3.2136865	-1.3089631	4.6075015	105
1980	.32300001	28.421301	.27079999	100.2445	-1.1301029	3.3471389	-1.3063748	4.6076121	105
1981	.30899999	28.6987	.2362	98.821602	-1.174414	3.3568518	-1.4430764	4.5933161	105
1982	.28799999	28.369101	.2045	99.253098	-1.2447948	3.3453004	-1.5871873	4.5976729	105
1983	.26199999	30.340799	.2762	100.4744	-1.3394108	3.4124932	-1.28663	4.6099029	105
1984	.24699999	28.1751	.2529	101.5857	-1.3983669	3.3384385	-1.3747611	4.620903	105
1977	1.919	10.3138	.4603	96.389999	.65180421	2.3334827	-.77587682	4.5684023	106
1978	2.0050001	10.0798	.76120001	98.607803	.69564414	2.3105333	-.27285913	4.5911503	106
1979	2.0510001	10.0004	.79089999	100.3584	.71832752	2.3026249	-.23458375	4.608748	106
1980	2.092	10.8353	.73619998	100.1834	.73812056	2.3828094	-.30625349	4.6070027	106
1981	2.109	11.1389	.63730001	98.674301	.74621391	2.4104435	-.45051476	4.5918245	106
1982	2.0369999	10.6458	.54299998	99.380699	.71147811	2.3651655	-.61064601	4.598958	106
1983	2.0280001	10.6346	.49590001	100.5633	.70705014	2.3641129	-.70138097	4.6107874	106
1984	1.969	10.7869	.44490001	101.6802	.67752582	2.3783324	-.80990571	4.6218324	106
1977	.98500001	10.4995	.40689999	95.707199	-.015113623	2.3513277	-.89918786	4.5612936	107
1978	1.075	11.1334	.4531	97.356903	.072320707	2.4099495	-.79164243	4.5783834	107
1979	1.149	10.7004	.77160001	99.608299	.13889204	2.3702812	-.259289	4.6012454	107
1980	1.395	10.1563	.75400001	100.5501	.33289441	2.3180943	-.28236291	4.6106563	107
1981	1.712	11.4474	.75529999	99.558098	.53766227	2.4377627	-.28064027	4.6007414	107
1982	1.607	13.8097	.6803	98.615097	.47436908	2.6253712	-.38522139	4.5912242	107
1983	1.655	13.1138	.67799997	100.0301	.50380099	2.5736651	-.38860804	4.6054711	107
1984	1.6390001	13.5973	.70929998	101.1133	.49408633	2.6098711	-.34347674	4.6162415	107
1977	.648	23.7486	.58579999	95.707199	-.43386459	3.1675236	-.53477687	4.5612936	108
1978	.59500003	24.811899	.58359998	97.356903	-.51919383	3.2113233	-.53853947	4.5783834	108
1979	.648	23.5334	1.1327	99.608299	-.43386459	3.1584206	.12460414	4.6012454	108
1980	.66900003	25.3039	1.0775	100.5501	-.40197116	3.2309585	.07464353	4.6106563	108
1981	.74800003	24.0532	.98869997	99.558098	-.29035226	3.180268	-.011364358	4.6007414	108
1982	.74400002	24.7047	.86119998	98.615097	-.29571423	3.2069936	-.14942855	4.5912242	108
1983	.76700002	24.0431	.7773	100.0301	-.26526845	3.179848	-.2519289	4.6054711	108
1984	.824	23.9268	.93889999	101.1133	-.19358476	3.1749992	-.063046306	4.6162415	108
1977	4.7420001	10.2997	1.2939	96.389999	1.556459	2.3321147	.25766093	4.5684023	109
1978	4.96	10.3787	1.3694	98.607803	1.6014057	2.3397555	.31437272	4.5911503	109
1979	5.1459999	10.5851	1.4332	100.3584	1.6382197	2.3594475	.35990971	4.608748	109
1980	5.4289999	10.7233	1.4141001	100.1834	1.6917549	2.3724189	.34649333	4.6070027	109
1981	5.4429998	11.2023	1.3161	98.674301	1.6943303	2.4161191	.27467281	4.5918245	109
1982	5.6199999	10.6793	1.223	99.380699	1.7263316	2.3683074	.20130689	4.598958	109
1983	5.6630001	10.775	1.1919	100.5633	1.7339538	2.3772285	.17554869	4.6107874	109
1984	5.697	10.6654	1.2924	101.6802	1.7399397	2.3670049	.25650096	4.6218324	109
1977	5.6929998	25.739901	.96810001	127.164	1.7392373	3.2480423	-.032419879	4.8454776	110
1978	5.5929999	23.7876	.9648	127.3866	1.7215158	3.1691644	-.035834454	4.8472266	110
1979	5.2610002	22.7549	.8962	124.6424	1.6603211	3.1247804	-.10959168	4.825449	110
1980	4.579	23.2911	.88249999	118.9132	1.5214807	3.1480713	-.1249965	4.7783937	110
1981	4.2189999	22.259199	.96579999	99.357597	1.4395981	3.1027553	-.034798518	4.5987253	110
1982	3.6459999	25.168699	.8046	97.242798	1.2936306	3.2256012	-.21741001	4.5772109	110
1983	3.25	26.6654	.67799997	97.194397	1.178655	3.2833669	-.38860804	4.5767131	110
1984	2.6370001	28.367001	.498	99.986198	.96964192	3.3452265	-.69715524	4.605032	110
1977	2.0280001	27.252899	.21080001	116.05	.70705014	3.3051598	-1.5568454	4.7540212	111
1978	2.013	24.592199	.32659999	114.25	.69962615	3.2024293	-1.1190192	4.738389	111
1979	1.989	23.382	.32170001	110.85	.68763196	3.1519666	-1.1341358	4.708178	111
1980	1.773	22.0418	.2854	104.45	.57267302	3.0929406	-1.2538636	4.6487083	111
1981	1.6619999	22.961901	.2386	94.599998	.50802165	3.1338363	-1.4329667	4.5496573	111
1982	1.385	23.8057	.2	89.849998	.32570013	3.169925	-1.6094379	4.4981418	111
1983	1.1720001	25.682199	.171	88.699997	.15871173	3.2457981	-1.7660917	4.48526	111
1984	1.097	26.0709	.1301	87.150002	.092579186	3.2608197	-2.0394518	4.4676309	111
1977	3.4289999	21.937901	.4373	106.8729	1.2322687	3.0882158	-.8271358	4.6716404	112
1978	3.085	21.179701	.41760001	108.6912	1.1265516	3.0530431	-.87323123	4.6885109	112
1979	3.0829999	21.625799	.38659999	107.0385	1.1259031	3.0738871	-.95036477	4.6731887	112
1980	3.0710001	21.341299	.3732	103.4251	1.1220033	3.0606441	-.98564082	4.6388478	112
1981	2.4760001	23.562901	.33090001	98.185799	.9066444	3.1596735	-1.105939	4.5868616	112
1982	1.723	23.6346	.26800001	92.066902	.54406697	3.1627116	-1.3167683	4.5225153	112
1983	1.487	24.464899	.19939999	89.842903	.39676067	3.1972394	-1.6124425	4.4980626	112
1984	1.291	24.1618	.1513	88.459297	.25541711	3.184773	-1.8884907	4.4825425	112
1976	1.824	23.2962	.22040001	93.949997	.6010319	3.1482902	-1.5123112	4.5427628	113
1977	1.919	22.200001	.2093	96.75	.65180421	3.1000924	-1.5639867	4.5721302	113
1978	1.933	22.5797	.2094	101.4	.65907317	3.1170514	-1.563509	4.6190729	113
1979	1.816	23.464399	.2183	102.3	.5966363	3.1554844	-1.521885	4.6279097	113
1980	1.603	21.9765	.1875	100.55	.47187689	3.0899737	-1.6739764	4.6106553	113
1981	1.308	23.019199	.1674	95.425003	.26849923	3.1363287	-1.7873691	4.5583405	113
1982	1.03	25.057699	.1267	97.125	.029558774	3.2211812	-2.0659332	4.5759988	113
1983	.74900001	26.0665	.1068	105.925	-.28901628	3.2606509	-2.2367973	4.6627312	113
1977	.57499999	24.0739	.073899999	120.5774	-.55338526	3.1811283	-2.6050425	4.7922916	114
1978	.55400002	23.7087	.072300002	119.3105	-.59059054	3.1658421	-2.6269312	4.7817292	114
1979	.57999998	23.435101	.071999997	117.8746	-.54472721	3.1542349	-2.6310892	4.7696214	114
1980	.48899999	23.0382	.0647	100	-.71539283	3.1371536	-2.7379942	4.6051702	114
1981	.47099999	21.4069	.056299999	92.662102	-.7528972	3.0637133	-2.8770607	4.5289598	114
1982	1.0549999	10.8961	.046799999	91.270401	.053540718	2.3884048	-3.061872	4.5138264	114
1983	.44	27.4643	.0407	94.671402	-.82098055	3.312887	-3.2015271	4.5504122	114
1984	.463	30.716499	.0372	97.903	-.77002823	3.4247999	-3.2914464	4.5839772	114
1977	1.86	17.7334	.23890001	120.5774	.6205765	2.8754499	-1.4317102	4.7922916	115
1978	1.847	17.2787	.2212	119.3105	.6135627	2.8494744	-1.508688	4.7817292	115
1979	1.738	17.116899	.21070001	117.8746	.55273503	2.8400662	-1.5573199	4.7696214	115
1980	1.5700001	17.5075	.1874	100	.45107564	2.8626294	-1.6745099	4.6051702	115
1981	1.346	20.4505	.155	92.662102	.2971372	3.0180073	-1.8643302	4.5289598	115
1982	1.368	20.373501	.13860001	91.270401	.31334984	3.014235	-1.9761631	4.5138264	115
1983	1.358	18.806601	.1279	94.671402	.30601305	2.9342079	-2.0565066	4.5504122	115
1984	1.469	17.869699	.13420001	97.903	.38458189	2.8831065	-2.008424	4.5839772	115
1977	1.924	19.974899	.30720001	117.6336	.65440637	2.9944766	-1.1802562	4.7675748	116
1978	1.918	19.7248	.31439999	120.3662	.65128297	2.9818769	-1.1570892	4.7905388	116
1979	1.949	19.0903	.33149999	119.0712	.66731644	2.9491804	-1.1041275	4.7797217	116
1980	1.9579999	19.435101	.3466	114.8955	.67192352	2.9670808	-1.0595839	4.7440228	116
1981	1.758	19.2656	.28529999	98.777	.5641768	2.9583211	-1.254214	4.592865	116
1982	1.651	20.941999	.243	92.430199	.50138116	3.0417566	-1.4146938	4.526454	116
1983	1.63	21.027	.2155	91.837196	.48858002	3.0458074	-1.5347943	4.5200176	116
1984	1.645	22.0182	.1978	95.209999	.49774036	3.0918694	-1.6204989	4.5560851	116
1977	10.824	18.364799	2.3443	107.4791	2.3817658	2.9104357	.85198689	4.6772966	117
1978	10.609	19.1535	2.3636999	108.9188	2.3617027	2.9524856	.86022818	4.6906028	117
1979	10.664	19.334999	2.4823999	111.5591	2.3668735	2.9619169	.90922582	4.7145543	117
1980	8.5880003	19.156	2.214	100	2.1503658	2.952616	.79480082	4.6051702	117
1981	7.7290001	22.414101	2.086	99.3965	2.0449796	3.1096902	.73524833	4.5991168	117
1982	7.2020001	21.628	2.0488999	99.293098	1.9743588	3.0739887	.71730304	4.5980759	117
1983	7.0760002	21.717699	2.043	107.0929	1.9567088	3.0781276	.71441931	4.6736965	117
1984	6.7729998	21.373899	2.1782999	113.4571	1.9129441	3.0621705	.77854472	4.7314248	117
1976	4.027	14.3738	.39860001	116.8157	1.3930217	2.6654072	-.91979682	4.7605972	118
1977	3.79	15.0237	.417	118.2223	1.332366	2.7096288	-.87466908	4.7725668	118
1978	4.0430002	14.9687	.6444	120.1551	1.3969871	2.7059615	-.43943563	4.7887836	118
1979	4.9580002	15.1323	.97219998	118.8319	1.6010025	2.7168314	-.028193759	4.77771	118
1980	4.7690001	15.4628	.65060002	111.9164	1.5621367	2.7384372	-.42986023	4.717752	118
1981	4.427	15.3375	.54220003	97.554001	1.4877222	2.7303009	-.61212027	4.5804062	118
1982	4.0500002	16.1761	.4127	92.198196	1.3987169	2.7835348	-.88503432	4.5239406	118
1983	3.8269999	16.9557	.3452	92.404099	1.3420812	2.8306041	-1.0636313	4.5261712	118
1977	2.2190001	41.665401	.36790001	109.875	.79705667	3.729671	-.99994409	4.6993432	119
1978	2.177	28.319901	.35839999	109.875	.77794778	3.3435647	-1.0261056	4.6993432	119
1979	1.983	28.749399	.35479999	111.675	.68461084	3.3586168	-1.0362011	4.7155929	119
1980	1.965	27.135401	.35249999	108.25	.67549229	3.3008392	-1.0427047	4.6844435	119
1981	1.863	24.502701	.30899999	97.25	.62218809	3.1987834	-1.174414	4.5772848	119
1982	1.5420001	25.592699	.25760001	89.474998	.43308032	3.2423072	-1.3563472	4.4939594	119
1983	1.42	25.3738	.2208	91.650002	.35065684	3.2337172	-1.5104979	4.5179768	119
1984	1.265	23.2838	.20110001	94.175003	.23507211	3.1477578	-1.603953	4.5451546	119
1977	1.13	22.909	.1883	105.597	.12221763	3.1315298	-1.6697189	4.6596298	120
1978	1.115	22.7145	.1974	108.3964	.10885441	3.1230035	-1.6225232	4.6857948	120
1979	1.117	23.982401	.2649	110.9044	.11064651	3.1773202	-1.3284029	4.7086687	120
1980	1.224	24.901501	.2947	104.9727	.20212416	3.2149282	-1.2217973	4.6537004	120
1981	1.1799999	23.655399	.2536	96.025299	.16551439	3.1635914	-1.371997	4.5646119	120
1982	1.61	24.029499	.2633	91.803802	.4762342	3.1792822	-1.3344612	4.5196538	120
1983	1.501	25.007401	.23729999	92.487503	.4061316	3.2191718	-1.4384302	4.5270734	120
1984	1.47	24.1847	.2448	96.053902	.38526243	3.1857202	-1.4073137	4.5649095	120
1977	1.255	25.943701	.2615	104.5512	.22713557	3.2559288	-1.341321	4.6496768	121
1978	1.334	23.2267	.2502	107.5437	.28818193	3.1453025	-1.3854947	4.6778975	121
1979	1.368	23.522499	.3159	110.0804	.31334984	3.1579573	-1.1523296	4.701211	121
1980	1.395	25.4445	.296	108.9509	.33289441	3.2364995	-1.2173958	4.6908975	121
1981	1.404	26.1105	.384	98.2966	.33932534	3.2623374	-.95711273	4.5879893	121
1982	1.345	27.7335	.3303	92.593697	.29639402	3.3226411	-1.107754	4.5282211	121
1983	1.3150001	29.119499	.2976	91.5326	.2738367	3.371408	-1.212005	4.516695	121
1984	1.296	29.403099	.27630001	94.698097	.25928259	3.3811002	-1.286268	4.550694	121
1976	3.0539999	28.2073	.53979999	103.7669	1.1164522	3.3395808	-.61655658	4.6421471	122
1977	3.1600001	25.761299	.56269997	106.9042	1.1505721	3.2488732	-.57500869	4.6719332	122
1978	3.073	25.416	.6591	109.4623	1.1226543	3.235379	-.41688001	4.69558	122
1979	3.0090001	26.4508	.63940001	111.9345	1.1016078	3.2752864	-.44722503	4.7179141	122
1980	2.721	25.7973	.5309	100	1.0009995	3.2502699	-.63318157	4.6051702	122
1981	2.2379999	29.437201	.4483	93.186203	.80558258	3.3822591	-.80229264	4.5345998	122
1982	1.766	30.726601	.36660001	90.816399	.56871712	3.4251287	-1.0034839	4.5088401	122
1983	1.673	31.1674	.352	93.681297	.5146184	3.4393728	-1.0441241	4.5398984	122
1976	.61199999	18.372299	.1227	103.7669	-.491023	2.9108441	-2.0980129	4.6421471	123
1977	.62599999	18.1238	.14229999	106.9042	-.46840492	2.8972261	-1.9498178	4.6719332	123
1978	.63800001	18.593599	.139	109.4623	-.44941697	2.9228175	-1.9732814	4.69558	123
1979	.65600002	19.7904	.13070001	111.9345	-.42159447	2.9851971	-2.0348506	4.7179141	123
1980	.65899998	18.8543	.1186	100	-.41703176	2.9367409	-2.1319988	4.6051702	123
1981	.63200003	20.2862	.1083	93.186203	-.45886585	3.0099409	-2.2228501	4.5345998	123
1982	.63200003	20.177601	.1195	90.816399	-.45886585	3.0045731	-2.124439	4.5088401	123
