store	chain	co_owned	state	southj	centralj	northj	pa1	pa2	shore	ncalls	empft	emppt	nmgrs	wage_st	inctime	firstinc	meals	open	hoursopen	pricesoda	pricefry	priceentree	nregisters	nregisters11	time
495	3	0	0	0	0	0	0	1	0		8	20	3	5	26	.25	2	6	16	.95999998	1.01	1.01	5	3	1
496	3	1	0	0	0	0	0	1	0		10	10	3	4.75	19	.18000001	2	6	16	1.01	1.01	.88999999			1
499	4	1	0	0	0	0	0	1	0	1	0	31	5	5	26	.1	2	10	12	.89999998	.69	.94	2	2	1
509	3	1	0	0	0	0	0	1	0		5.5	10	3	4.25	26	.2	2	6.5	15.5	1	1.01	.94	3	2	1
515	3	1	0	0	0	0	0	1	0		5	19	3	4.75	13	.18000001	2	6	16	1.01	1.01	.94	5	4	1
37	1	0	0	0	0	0	1	0	0		6	25	7	4.25	52	.18000001	2	6.5	16.5	.98000002	.83999997	.86000001	6	3	1
39	1	0	0	0	0	0	1	0	0		5	15	3				2	6.5	16.5	1.05		.63	4	2	1
40	1	0	0	0	0	0	1	0	0		7	25	6	4.25	8	.13	2	6.5	17.5	.98000002	.81999999	.87	3	2	1
41	1	0	0	0	0	0	1	0	0	2	0	42	6	4.25			2	6.5	17.5	.94	.77999997	.91000003	3	2	1
42	1	0	0	0	0	0	1	0	0	1	0	22	5	4.25	26	.25	2	6.5	16.5	.94			3	2	1
45	1	0	0	0	0	0	1	0	0		11	12	2	4.25	26	.15000001	3	6.5	17.5	.98000002	.75	.86000001	3	3	1
47	1	0	0	0	0	0	1	0	0		0	45	2	4.25			2	6	18	1.05	.86000001	.86000001	3		1
48	1	0	0	0	0	0	1	0	0		7.5	25	5	4.3800001	13	.25	3	7	14	.98000002	.79000002	.87	4	3	1
50	2	0	0	0	0	0	1	0	0		4	20	3	4.75	13	.1	2	10	13	1.01	.88999999	2.3499999	4	3	1
51	2	0	0	0	0	0	1	0	0	2	6	15	3	4.25			2	10	13	1	.88999999	2.3499999	5	3	1
57	4	1	0	0	0	0	1	0	0	1	7	18	4	4.5	26	.13	2	10	12	1.01	.77999997	.89999998	2	2	1
58	4	1	0	0	0	0	1	0	0	2	0	28	4	4.5	26	.079999998	2	10	12	1.04	.83999997	.94	2	2	1
59	4	0	0	0	0	0	1	0	0	1	0	16	4	4.25	26	.1	1	7.5	10.5	1.01	.83999997	.86000001	2	2	1
60	4	0	0	0	0	0	1	0	0	2	10	20	5	4.25	4	.25	1	10	12	.98000002	.83999997	.86000001	2	2	1
408	2	1	0	0	0	0	0	1	0		1	14	3	4.25	4	.30000001	1	11	11	.94999999	.83999997	2.53	4	3	1
430	1	0	0	0	0	0	1	0	0		0	48	3	4.25	26	.13	2	7	16	.91000003	.73000002	.75	3	3	1
432	1	0	0	0	0	0	1	0	0	1	25	10	4	5.0500002	26	.2	2	7	16	.94	.74000001	.79000002	3	1	1
433	1	0	0	0	0	0	1	0	0	6	0	42	4				2	7	16	.94	.74000001	.74000001	3	3	1
434	1	0	0	0	0	0	1	0	0		19	29	4	4.25			2	7	16	.94999999	.80000001	.80000001	3	3	1
435	1	0	0	0	0	0	1	0	0		0	32	5	4.25	6	.15000001	2	6.5	15.5	.94	.74000001	.79000002	3	2	1
438	2	0	0	0	0	0	1	0	0		2	9	3	4.25	52	.050000001	2	11	9	.94999999	.83999997	2.4300001	2	1	1
440	4	0	0	0	0	0	1	0	0		0	30	3				2	10.5	11.5	1	.80000001	1.8	2	2	1
441	4	0	0	0	0	0	1	0	0		0	30	3	4.25	4	.25	2	10.5	11.5	1	.80000001	1.8099999	2	2	1
443	4	0	0	0	0	0	1	0	0		5	20	4	4.3499999	17	.18000001	2	10.5	11.5	1	.80000001	1.8099999	2	2	1
444	4	0	0	0	0	0	1	0	0		10	35	4	4.5	4	.30000001	2	10.5	11.5	.88999999		.79000002	2	2	1
446	1	0	0	0	0	0	0	1	0		7	24	4	5	4	.25	2	6	18	.97000003	.83999997	.91000003	4	3	1
448	1	0	0	0	0	0	0	1	0	1	8	27	3	4.5	13	.25	2	6	18	.95999998	.82999998	.87	3	3	1
449	1	0	0	0	0	0	0	1	0		15	15	5	5	52	.25	2	6	18	.97000003	.83999997	.73000002	3	3	1
450	1	0	0	0	0	0	0	1	0	2	27.5	8	3	4.75	13	.25	2	6	18	.91000003	.83999997	.86000001	3	3	1
454	2	1	0	0	0	0	0	1	0		0	18	5	5	13	.25	1	11	11	.94	.73000002	2.6400001	4	3	1
459	3	1	0	0	0	0	0	1	0	1	0	20	5	4.3499999	28	.15000001	2	7	15	1.01	1.01	.88999999	4	2	1
466	4	0	0	0	0	0	0	1	0	5	14	12	3		52		1	10.5	11.5	.94			2	2	1
471	1	0	0	0	0	0	0	1	0		12	23	3	4.25	26	.15000001	2	6	18	.97000003	.86000001	.91000003	3	1	1
472	1	0	0	0	0	0	0	1	0		8	25	3	4.9000001	13	.18000001	2	6	17	.95999998	.83999997	.91000003	3	3	1
473	1	0	0	0	0	0	0	1	0	1	26	15	2	4.5	19	.13	2	6	17	.97000003	.83999997	.86000001	3	3	1
475	1	0	0	0	0	0	0	1	0		10	16	3	4.5	26	.15000001	1	7	15	1.02	.94	.89999998	3	3	1
476	1	0	0	0	0	0	1	0	0	1	5	30	3	4.75	52	.2	2	6	18	.95999998	.83999997	1.1799999	3	3	1
477	1	0	0	0	0	0	0	1	0		6	20	4	6.25	26	.5	2	6	17	.95999998	.83999997	.88999999	3	3	1
478	1	0	0	0	0	0	1	0	0	1	8	30	4	4.3499999	13	.25	2	6	18	1.01	.88	.91000003	3	2	1
485	2	1	0	0	0	0	0	1	0		4	12	3	4.5	19		2	11	11	1.01	.73000002	2.3199999	4	3	1
491	3	0	0	0	0	0	0	1	0	3	0	0	0												1
492	3	1	0	0	0	0	0	1	0		4	15	2	4.5	19	.1	2	9	12.5	1.11	1.11	1.05	2	1	1
497	4	1	0	0	0	0	0	1	0				5				2	10	12	1.01	.89999998	.79000002	2	2	1
498	4	1	0	0	0	0	0	1	0	2	21	5.5	3	5	26		2	10	12	.98000002	.83999997	.89999998	2	2	1
501	1	0	0	0	0	0	0	1	0	2	30	15	6	4.75	4	.34999999	1	6	18	1.03	.91000003	.91000003	3	3	1
503	1	0	0	0	0	0	0	1	0		35	6.5	3	4.5	13	.15000001	2	6	18	.97000003	.83999997	1	3	3	1
510	3	1	0	0	0	0	0	1	0	2	2.5	17.5	3		13		2	7	15	1.05	1.01		5	3	1
511	3	1	0	0	0	0	0	1	0		3	13	3	4.75			2	7	15	1.01	1.01	.88999999	6	2	1
514	3	0	0	0	0	0	0	1	0	1	23	16	3	4.25	10	.2	2	6	16	.94999999	.94999999	1.05	6	4	1
516	3	1	0	0	0	0	0	1	0		2	12	2	4.9099998	14	.18000001	2	8	14	1.01	.94999999	.88999999	5	3	1
521	1	0	0	0	0	0	1	0	0		0	12	8	4.4000001	13	.13	2	7	16	.41	.83999997	.88999999	4	2	1
522	1	0	0	0	0	0	1	0	0		3	23	3	4.25	26	.15000001	3	7	16	1	.74000001	.94999999	3	3	1
113	1	0	1	0	1	0	0	0	0		2	40	5	5.0500002	26	.28	2	7	16	1.05	.89999998	.98000002	3	2	1
123	1	0	1	0	1	0	0	0	0		5	25	4	5.0500002	26	.15000001	3	7.5	14	1.05	.94	1	3	2	1
135	3	0	1	0	1	0	0	0	0		8	24	3	5.0500002		.25	2	10	11.5	1.16	1.0599999	1.05	5	3	1
138	3	1	1	0	0	1	0	0	0		2	33	3	5.0500002	26	.2	2	10	11.5	1.21	1.01	.94	6	4	1
153	1	0	1	0	0	1	0	0	0		26.5	10	3	5.0500002	26	.15000001	2	7	17	1.05	.94999999	.94999999	3	2	1
181	2	0	1	0	0	1	0	0	0		1	15	2	5.0500002		.25	1	10.5	11	.94999999	.89999998	2.49	3	2	1
191	4	0	1	0	0	1	0	0	0	1	0	25	4	5.0500002	6	.25	2	10.5	12	1.02	.94	1.05	2	2	1
231	1	0	1	0	0	1	0	0	0		16	6	4	5.0500002	4	.25	1	7	16	.89999998	.94999999	.94999999	3	1	1
236	1	0	1	0	0	1	0	0	0	2	23	22	4	5.0500002	8	.28	1	7	18	1.1	1.01	.99000001	4	3	1
254	4	0	1	1	0	0	0	0	1	1	28	10	3	5.25	8	.2	1	7	15	1	.85000002	1.05	2	2	1
255	4	0	1	1	0	0	0	0	0		8	12	2		52	.14	1	7	14	1	.85000002	2.1099999	2	2	1
294	1	0	1	0	0	1	0	0	0		0	35	3	5.0500002	26	.2	2	7	16	1.05	.94	.94	3	2	1
306	3	1	1	0	0	1	0	0	0	1	6	20	3	5.0500002	26	.23	2	6	18	1.11	1.05	1.05		2	1
311	4	0	1	0	0	1	0	0	0		35	30	3	5.0500002		.2	2	10.5	11.5	1.01	.94999999	1.05	2	2	1
315	1	0	1	1	0	0	0	0	0		4.5	20	2	5.0500002	8	.079999998	2	7	16	1.05	.83999997	.87	3	2	1
335	1	1	1	1	0	0	0	0	0	3	7	13	3	5.0500002	26	.13	1	6	17	1.05	.94	.94	5	2	1
372	1	1	1	0	0	1	0	0	0	1	30	20	5	5.0500002	8	.079999998	2	6.5	18.5	1.0599999	1.05	1.04	4	3	1
6	3	1	1	0	1	0	0	0	0	1	5	2	2	5.0500002	13	.15000001	1	10	8	1.11	1.01	2.23	4	2	1
14	2	0	1	0	1	0	0	0	0		4	17	3	5.0500002	13	.25	2	11	11	1.05	.94	2.5999999	6	3	1
26	1	0	1	0	0	1	0	0	0	2	10	20	4	5.0500002			2	7	16	1.01	.94	.94	5	4	1
27	2	1	1	0	1	0	0	0	0		0	7	4	5.0500002	26	.25	1	11	10	1.05	.83999997	2.53	4	3	1
30	2	0	1	0	0	1	0	0	0		4	3	2	5.0500002	19	.25	1	11	10	.94	.92000002	2.6900001	2	2	1
31	2	0	1	0	1	0	0	0	0	3	6	15	5	5.0500002	26	.25	1	10.5	12.5	1	1.05	2.6400001	4	4	1
33	3	0	1	0	0	1	0	0	0		6	11	5	5.0500002		.2	2	6	17	1.11	1.0599999	1.05	4	2	1
36	4	0	1	0	1	0	0	0	0		10	35	6	5.0500002	26	.15000001	2	10.5	12.5	.94999999	.88999999	1.1900001	2	2	1
77	3	0	1	0	0	1	0	0	0	4	4	60	3	5.0500002	52	.15000001	2	6	19	1.0599999	1.0599999	1.05	6	2	1
78	3	1	1	0	0	1	0	0	0		10	12	2	5.0500002	26	.1	2	7	16	1.11	1.01	1.05	5	3	1
81	4	0	1	0	0	1	0	0	0	3	0	45	4	5.0500002			2	10.5	11.5	1.11	.98000002	2.0699999	2	1	1
82	4	0	1	0	0	1	0	0	0		25	8	4	5.0500002	13	.18000001	2	10.5	13.5	1.11	.98000002	1.05	2	2	1
83	4	0	1	0	0	1	0	0	0	2			4	5.0500002	26	.5	2	10	14	1.11	.88999999	.99000001	2	2	1
85	1	0	1	0	1	0	0	0	1		0	35	3	5.0500002	26	.18000001	1	9	12.5	1.11	1.01	1.05	5	1	1
89	1	1	1	0	1	0	0	0	0		6	25	6	5.5	4	.63	2	7	16	1.11	1.01	1.05	3	3	1
94	2	0	1	0	1	0	0	0	0		2	20	4	5.0500002	52	.25	1	11	10	1.05	.79000002	2.53	3		1
103	4	0	1	0	0	1	0	0	0	2			2	5.0500002	13		2	10.5	12.5	1.05	.83999997	1.26	2	2	1
112	4	0	1	0	0	1	0	0	0	9	5	25	6	5.0500002	28	.18000001	2	10.5	12.5	1.11	1.09	2.0699999			1
128	2	1	1	0	1	0	0	0	0	1	3	16	2	5.0500002	26	.25	1	11	11	1.05	.79000002	2.3199999	3	2	1
129	3	0	1	0	1	0	0	0	0		7	18	4	5.0500002	52	.25	2	6	16	1.11	1	.88999999	4	3	1
131	3	0	1	0	1	0	0	0	0	2	8	22	3	5.0500002			2	7	15	1.05	1.11	1.05	5	4	1
139	4	0	1	0	1	0	0	0	0		11	25	5	5.5	19	.25	2	11	12						1
143	4	0	1	0	1	0	0	0	0	2															1
144	4	0	1	0	1	0	0	0	0	1	4	37	3	5.0500002	26	.34999999	2	10.5	12.5	.94	.94	1.26	2	2	1
145	1	0	1	0	0	1	0	0	0		10	8	4	5.2800002	26	.13	2	7	16	1.05	.95999998	.94999999	3	2	1
147	1	0	1	0	0	1	0	0	0	1	6	0	3	5.25	13	.38	2	7	14	1.13	.91000003	.91000003	2	2	1
148	1	0	1	0	0	1	0	0	0		7.5	30	4	5.0500002	26	.2	2	7	17	1.05	.94	.94	3	3	1
151	1	0	1	0	0	1	0	0	0	2	0	0	0												1
152	1	0	1	0	0	1	0	0	0		12	13.5	5	5.0500002	13	.28	2	7	15	1.16	.94	.94	3	3	1
157	2	0	1	0	0	1	0	0	0	2	12	8	2	5.5	26	.25	1	10.5	11	.94999999	.82999998	2.47	2	2	1
161	3	1	1	0	0	1	0	0	0	4	26	12	4	5.0500002			2	6	17	1.11	1.0599999	1.05	7	5	1
163	3	1	1	0	0	1	0	0	0		1.5	33	3	5.0500002	26	.15000001	2	7	15						1
164	3	1	1	0	0	1	0	0	0		5	15	3	5.0500002	52	.15000001	2	6	17	1.11	1.0599999	1.05	5	3	1
165	4	0	1	0	0	1	0	0	0	1	10	17	4	5.0500002	14	.13	2	10.5	12.5	1.05	.98000002	1.05	2	2	1
169	1	1	1	0	0	1	0	0	0		20	6	4	5.0500002	52	.15000001	2	7	16	1.11	1.05	1.05	3	3	1
170	1	1	1	0	0	1	0	0	0		20	20	4	5.0500002	4		1	7	16	1.29	1.11	1.1799999	4	4	1
187	3	0	1	0	0	1	0	0	1		5	17.5	3	5.0500002	13	.2	2	7	15	1.11	1.0599999	1.05	4	4	1
190	3	1	1	0	0	1	0	0	0		7	30	4	5.0500002	26	.18000001	2	7	15	1.05	1.01	1.74	5	3	1
196	4	1	1	0	0	1	0	0	0		0	30	3	5.0500002	26	.18000001	2	10.5	12.5	1	.89999998	2.1099999	2	2	1
197	1	0	1	0	0	1	0	0	0	1	5	21	5	5.0500002	26	.13	3	7	17	1.05	.94999999	.94999999	3	1	1
234	1	0	1	0	0	1	0	0	0	2	10	4	3	5.0500002	26		2	7	16	1.04	1.01	.57999998	3	2	1
240	3	1	1	0	0	1	0	0	0	1	15	15	3	5.0500002	26	.15000001	2	6	17	1.1	1	1.05	6	4	1
241	3	0	1	0	0	1	0	0	0	1	15		4	5.0500002	26	.1	2	7	16	1.15	1.05	1.05	5	5	1
242	3	1	1	0	0	1	0	0	0		12	10	3	5.0500002	8	.2	2	7	16	1.11	1.0599999	1.05	6	4	1
245	3	0	1	0	0	1	0	0	0	3	8	12	4	5.0500002	26		1	8.5	13	1.11	1.11	1.05	5	1	1
259	1	0	1	1	0	0	0	0	0		15	15	4	5.0500002			2	7.5	14.5	1.05		.83999997	3	3	1
268	1	1	1	1	0	0	0	0	0		0	42.5	2	5.0500002	26	.25	2	7	15	.94	.77999997	.83999997	4	4	1
271	2	1	1	1	0	0	0	0	0	1	0	15	3	5.0500002	8	.1	2	11	12	.89999998	.73000002	2.28	4	3	1
272	2	1	1	1	0	0	0	0	0	1	2	14	3	5.25	26	.2	2	11	12	.94	.73000002	2.3199999	4	3	1
274	2	1	1	1	0	0	0	0	0		3	7	3	5.0500002	26	.2	1	11	11			2.3199999			1
276	2	1	1	1	0	0	0	0	0		5	15	3	5.0500002	26	.28	3	11	12	.94999999	.73000002	2.3199999	5	3	1
296	1	1	1	0	0	1	0	0	0	3	4	9	6	5.0500002	13		2	7	16	1.05	.94	1	3	2	1
299	2	1	1	0	0	1	0	0	0	1	6	12	2	5.0500002	13	.25	1	11	11.5	1.05	.83999997	2.3199999	3	2	1
301	2	1	1	0	0	1	0	0	0	1	2	7	1	5.0500002	4	.5	2	11	10.5	.94	.83999997	2.3199999	3	2	1
320	2	0	1	1	0	0	0	0	1		4	6	3	5.0500002			1	11	11	1.05	.83999997	2.4300001	4	3	1
321	2	0	1	1	0	0	0	0	1	2	4	11	2	5.0500002	13	.15000001	1	11	12	1.05	.83999997	2.4300001	4	3	1
324	3	0	1	1	0	0	0	0	0	4	22	39	5	5.0500002	52	.25	2	0	24	1.22	1.05	1.05	5	2	1
326	3	1	1	1	0	0	0	0	1	1	0	45	4	5.0500002			2	0	24	1.22		1.05	4	2	1
330	4	0	1	1	0	0	0	0	1		3	20	3	5.6700001	52	.25	1	10.5	14.5	.94	.79000002	1.26	2	2	1
334	1	0	1	1	0	0	0	0	0		0	20	3	5.0500002	26	.18000001	3	9	12.5	.89999998	.89999998	.85000002	3	2	1
349	3	1	1	1	0	0	0	0	0		0	20	4	5.0500002	4	.18000001	2	7	15	1.01	1.01	.94	3	3	1
354	4	0	1	1	0	0	0	0	0		9	7	3	5.0500002	13	.23	1	10.5	10.5	1	.85000002	.94	2	2	1
356	4	0	1	1	0	0	0	0	0		0	28	4	5.0500002	17	.15000001	1	10.5	11.5	1	.85000002	1.05	2	2	1
357	4	0	1	0	0	1	0	0	0		21	6	3	5.25	13	.25	1	10.5	12.5	1	.83999997	2.3499999	2	2	1
371	1	0	1	0	0	1	0	0	0		11	22	5	5.25	26		3	7	16				4	2	1
373	1	1	1	0	0	1	0	0	0		18	15	4	5.0500002	13	.25	2	6.5	15.5	1.1	.94	1.02	6	5	1
375	1	0	1	0	0	1	0	0	0	1	0	25	4	5.5	26	.1	1	7	15	1.05	.94	1.01	3	3	1
378	1	1	1	0	0	1	0	0	0		20	15	4	5.0500002	52	.25	2	6	19	1.05	.99000001	1.03	6	4	1
381	1	0	1	0	0	1	0	0	0		15	15	5	5.0500002	8	.47	2	6.5	16.5	1.37	1.16	1.16	4	2	1
403	3	1	1	0	0	1	0	0	0	3	11	23	3	5.0500002	13		2	7	16	1.11	1.0599999	1.05	4	4	1
406	4	1	1	0	0	1	0	0	0		17	22	4	5.5	13		1	10.5	12.5	.83999997	.94	1.99	2	2	1
407	4	1	1	0	0	1	0	0	0		8	7	3	5.5	26	.15000001	2	11	10.5	1.05	1.16	2.3199999	1	1	1
409	1	0	1	0	0	1	0	0	0	2	0	15	3	5.0500002			1	7	15	1.09	1.04	1.01	3	3	1
1	1	0	1	0	1	0	0	0	0		20	40	4	5.0500002			2	7	16	1.05	.79000002	.89999998	4	3	1
2	1	0	1	0	1	0	0	0	0		7.5	10	3	5.25	19	.38	1	7	15	1.05	1.01	.94	2	2	1
3	2	0	1	0	1	0	0	0	0	2	4	7	3	5.0500002	26	.25	1	11	11	1.05	.94	2.75	5	3	1
4	3	0	1	0	1	0	0	0	0		5	30	4	5.0500002	26	.28	2	8	13.5	1.22	1.37	.88999999	6	4	1
5	3	0	1	0	1	0	0	0	0	2	10	30	4	5.1500001	4	.18000001	2	6	17	1.05	.94	.94	5	5	1
8	4	0	1	0	1	0	0	0	0		15	25	3	5.0500002	26	.33000001	2	10	13	1.01	1.01	.94	2	2	1
9	1	0	1	0	1	0	0	0	0		0	32	4	5.0500002	26	.13	2	7	16	1.11	.92000002	1.01	4	3	1
10	1	0	1	0	1	0	0	0	0		15	15	4	5.0500002	4	.28	2	7	16	.94	.87	.94	3	2	1
11	1	0	1	0	1	0	0	0	0	1	12	24	3	5.0500002			2	7	16	1.05	.87	.94	3	2	1
12	1	0	1	0	1	0	0	0	0	3	15	15	4	5.0500002	26	.25	3	7	16	1.01	.92000002	.94	3	2	1
13	2	0	1	0	1	0	0	0	0	1	2	11	3	5	13	.25	1	11	11	1.01	.94	2.75	4	3	1
15	3	0	1	0	1	0	0	0	0	5	5	20	3	5.0500002		.25	2	6	17	1.05	1.01	2	3	3	1
16	3	0	1	0	1	0	0	0	0		7	17	3	5.0500002	19	.25	2	6	17	1.05	1.01	.94	5	5	1
17	3	0	1	0	1	0	0	0	0	1	4	35	4	5.0500002	13	.2	2	6	17	1.05	.94	.94999999	6	5	1
18	3	0	1	0	1	0	0	0	0		8	38	5	5.0500002		.25	2	6	17	1.05	1	.63	7	7	1
19	1	0	1	1	0	0	0	0	0		6	44	5	5.0500002	52	.30000001	2	6	16	1.04	.93000001	.94999999	2	2	1
21	2	0	1	1	0	0	0	0	0	1	0	11	2	5.0500002			2	11	10	.94	.94	2.4300001	3	3	1
22	3	0	1	1	0	0	0	0	0		3	15	2	5.0500002	19	.13	2	7	15	1.05	1.05	.94	4	4	1
23	1	0	1	0	0	1	0	0	0	1	14	14	3	5.0500002			1	6.5	16.5	1.05	.94	.94	3	2	1
24	1	0	1	0	1	0	0	0	0	3	15	20	4	5.0500002	52	.15000001	2			1.05	.94	1	4	3	1
28	2	0	1	0	0	1	0	0	0	3	6	2	3				1	11	10		1.05	2.6400001	3	2	1
29	2	0	1	0	0	1	0	0	0		0	13	3	5.0500002	26	.25	1	11	11	1.05	1.05	2.6400001	3	3	1
32	3	0	1	0	0	1	0	0	0	1	2	25	3	5.0500002	26	.23	2	10.5	11.5	1.22	1.11	2.28	4	4	1
34	3	1	1	0	0	1	0	0	0		11	7	3	5.0500002	26	.5	2	10.5	11.5	1.22	1.11	.73000002	5	2	1
35	4	0	1	0	0	1	0	0	0	6	13	18	3	5.0500002	13	.25	2	10.5	11.5	1.03			2	2	1
38	1	0	1	0	1	0	0	0	0		10	20	6	5.0500002		.25	3	6.5	17.5	.98000002	.81999999	.75999999	3	2	1
63	1	1	1	0	0	1	0	0	0	1	15	10	4	5.0500002	26	.1	2	7	18	1.11	1.01	1.09	4	3	1
64	1	0	1	0	0	1	0	0	0		13	13	3	5.0500002	26	.25	2	7	16	1.05	.94999999	.94999999	3	3	1
65	1	0	1	0	0	1	0	0	0	3			3	5.0500002											1
66	1	0	1	0	0	1	0	0	0		26	10	4	5.0500002	26	.25	1	7	17	1.05	.94999999	.94999999	3	3	1
67	1	0	1	0	0	1	0	0	0		4	17.5	5	5.0500002			1	8	13.5	1.3200001	1.05	1.22	3	3	1
68	1	0	1	0	0	1	0	0	0		13	17	3	5.0500002	13	.28	3	7	17	1.05	.94999999	.94999999	3	1	1
69	1	0	1	0	0	1	0	0	0		0	27	3	5.0500002	13	.2	2	7	18	1.26	1.01	1	4	2	1
70	1	0	1	0	0	1	0	0	0		10	30	5	5.0500002	4	.23	1	7	16	1.05	.94999999	1.01	3	3	1
71	1	0	1	0	0	1	0	0	0		29	14	3	5.0500002	26	.18000001	3	7	17	1.05	.94999999	.94999999	3	2	1
73	2	0	1	0	0	1	0	0	0	2	14	0	3	5.0500002	4	.050000001	2	11	11	1.05	1.05	2.4300001	3		1
75	2	0	1	0	0	1	0	0	0		4	11	3	5.0500002	6	.25	2	11	11	1.16	1.16	2.75	3	3	1
76	3	1	1	0	0	1	0	0	0		25	15	6	5.0500002	13	.15000001	2	6.5	16.5	1.11	1.0599999	1.05	6	3	1
79	3	1	1	0	0	1	0	0	0		8	18	3	5.0500002	41	.13	2	7	16	1.11	1.0599999	1.05	5	4	1
80	4	0	1	0	0	1	0	0	0	2	11	14	3	5.0500002	13	.1	2	10.5	12.5	1.12	.98000002	.99000001	2	1	1
84	1	0	1	0	1	0	0	0	0		12	30	5	5.0500002	52	.2	2	7	16	1.05	.89999998	.94	3	3	1
86	1	0	1	0	1	0	0	0	0		9	12	4	5.0500002	4	.13	3	7	15	1.05	1.05	1.04	3	3	1
87	1	0	1	0	1	0	0	0	1		0	30	5	5.0500002	41	.18000001	3	7	15	1	.99000001	1.04	3	3	1
88	1	0	1	1	0	0	0	0	0	2	4	37	4	5.0500002	42	.18000001	2	7	15	1.05	.87	.94	5	2	1
91	1	1	1	0	1	0	0	0	1	1	0	30	4	5.0500002	26	.18000001	1	7	17	1.11	1.05	1.05	3	3	1
92	1	1	1	0	1	0	0	0	1		14	6	3	5.0500002		.25	2	7	15	1.11	1.01	1.05	3	3	1
93	1	1	1	0	0	1	0	0	0		5	25	5	5.0500002	13	.15000001	2	7	16	1.11	1.05	1.05	4	3	1
95	2	0	1	0	1	0	0	0	0		0	14	3	5.0500002	13	.25	1	11	10	1.05	.75	2.53	3	3	1
96	2	0	1	0	0	1	0	0	0	3	0	15	5	5.0500002	26	.15000001	2	11.5	10.5	1.05	.94	2.5899999	4	0	1
97	2	0	1	0	1	0	0	0	0		2.5	11	3	5.0500002	13	.30000001	2	11	10	1.05	.80000001	2.54	3	2	1
98	2	0	1	0	1	0	0	0	1		3	13	3	5.0500002	13	.44999999	1	11	10	1.05	.89999998	2.53	3	3	1
99	3	1	1	0	1	0	0	0	1	6	30	50	4	5.0500002	15	.25	2	0	24	1.22	1.17	2.3199999	5	2	1
101	3	0	1	0	1	0	0	0	1		10	12	3	5.0500002	26	.15000001	2	7	15	1.15	1.1	1.05	8	3	1
102	3	0	1	1	0	0	0	0	0		0	27	2	5.0500002	52	.25	2	7	15	1.0700001	1.01	1.05	5	5	1
104	4	0	1	0	1	0	0	0	1	1	11	10	3	5.0500002	26	.079999998	2	10.5	12.5	1	.83999997	.94	2	2	1
105	1	0	1	0	0	1	0	0	0		0	45	4	5.0500002	13	.25	2	6.5	16.5	1.05	.99000001	1.16	4	3	1
106	1	0	1	0	0	1	0	0	0		2	25	3	5.0500002	26	.2	0	7	16	1.05	.94999999	.94999999	2	2	1
107	1	1	1	0	0	1	0	0	0	9	13.5	10	2	5.0500002			1	8	14		1.01	1	4	2	1
108	1	0	1	0	0	1	0	0	0		11	24	5	5.0500002	26	.15000001	1	7	17	1.37	1.02	1.05	3	3	1
111	3	0	1	0	0	1	0	0	0	1	20	14.5	3	5.0500002	26		2	7	16	1.16	1.16	1	5	4	1
114	1	0	1	0	1	0	0	0	0	1	20	40	4	5.25	26	.25	2	6.5	16.5	1.11	.94	.94	3	3	1
115	1	0	1	0	1	0	0	0	0		6	15	4	5.0500002			1	7	17	1.05	.94999999	1.01	4	4	1
116	1	0	1	0	1	0	0	0	0		22	12	3	5.0500002	13	.44999999	2	8.5	13	1.39	.94999999	1.21	8	2	1
118	1	0	1	0	0	1	0	0	0		18	20	3	5.0500002	26	.38	2	7	15	1.05	.94	1	4	2	1
119	1	0	1	0	0	1	0	0	0	1	18	13	4	5.0500002	26		3	6.5	17.5	1.05	.88999999	.94999999	3	3	1
120	1	1	1	0	1	0	0	0	0	3	0	30	4	5.0500002			2	7	16	1.05	1.05	1.05	3	2	1
122	1	0	1	0	0	1	0	0	0		10	50	6	5.0500002	26	.1	1	9	12.5	1.15	.94	1.15	6	4	1
124	1	0	1	0	1	0	0	0	0		21	6	4	5.0500002	13	.5	3	7	15	1.16	.94	1.12	2	2	1
125	2	0	1	0	1	0	0	0	0		0	15	2	5.0500002	52	.40000001	1	10	12	1.01	1.01	2.49	4	3	1
130	3	1	1	0	1	0	0	0	0	6	2	38	4	5.0500002	4	.15000001	2	7	16	1.11	1.0599999	1.05	5	3	1
132	3	1	1	0	1	0	0	0	0		15	20	3	5.5	52	.25	2	7	14				2	2	1
133	3	1	1	0	1	0	0	0	0		3	20	3	5.0500002	26		2	7	15	1.11	1.0599999	2.1099999	5	3	1
134	3	0	1	0	1	0	0	0	0		6	27.5	3	5.0500002	52	.25	2	6	16	1.11	1.0599999	.94	4	3	1
136	3	1	1	0	1	0	0	0	0	3								7	16						1
137	3	1	1	0	0	1	0	0	0	1	12	30	5	5.0500002	26	.25	2	7	15	1.11	1.11	1.05	5	3	1
140	4	0	1	0	1	0	0	0	0		5	35	5	5.6700001	4	.25	2	10.5	11.5	1	.94	1.05	2	2	1
141	4	0	1	0	1	0	0	0	0	2	10	25	3	5.0500002	13	.18000001	2	10.5	12.5	1.05	.83999997	1.34	2	2	1
142	4	0	1	0	0	1	0	0	0		40	31	5	5.0500002	26	.18000001	2	10	11.5	1.01	.88999999	1.26	2	2	1
146	1	0	1	0	0	1	0	0	0		0	32	4.5	5.0500002	26	.17	2	7	16	1.05	.99000001	1.05	4	3	1
149	1	0	1	0	0	1	0	0	0		8	10	3	5.0500002	26	.25	2	7	16	1.05	.94	.94	2	2	1
